patch,champ,role,picks_vs,bans_vs
16.01,Malphite,jng,0,8
16.01,Ryze,mid,2,6
16.01,Rumble,top,2,5
16.01,Neeko,sup,2,4
16.01,Rell,sup,0,6
16.01,Ambessa,top,1,4
16.01,Jarvan IV,jng,2,3
16.01,Poppy,sup,0,5
16.01,Alistar,sup,4,0
16.01,Galio,mid,1,3
16.01,K'Sante,top,2,2
16.01,Taliyah,mid,1,3
16.01,Viktor,mid,2,2
16.01,Wukong,jng,3,1
16.01,Yunara,bot,4,0
16.01,Aatrox,jng,2,1
16.01,Akali,mid,2,1
16.01,Braum,sup,3,0
16.01,Caitlyn,bot,2,1
16.01,Gnar,top,2,1
16.01,Jax,top,0,3
16.01,Jayce,top,0,3
16.01,Vi,jng,2,1
16.01,Aphelios,bot,0,2
16.01,Aurora,mid,0,2
16.01,Azir,mid,2,0
16.01,Ezreal,bot,1,1
16.01,Gwen,top,0,2
16.01,Kai'Sa,bot,2,0
16.01,Lucian,bot,2,0
16.01,Nautilus,sup,2,0
16.01,Orianna,mid,1,1
16.01,Ornn,top,2,0
16.01,Sylas,mid,0,2
16.01,Ahri,mid,1,0
16.01,Ambessa,jng,1,0
16.01,Cho'Gath,top,1,0
16.01,Corki,bot,1,0
16.01,Irelia,top,1,0
16.01,Karma,sup,1,0
16.01,Kled,top,1,0
16.01,LeBlanc,mid,0,1
16.01,Leona,sup,1,0
16.01,Lillia,jng,0,1
16.01,Mel,mid,1,0
16.01,Naafiri,jng,1,0
16.01,Pantheon,jng,1,0
16.01,Qiyana,jng,1,0
16.01,Rakan,sup,1,0
16.01,Renata Glasc,sup,1,0
16.01,Renekton,top,1,0
16.01,Rengar,jng,1,0
16.01,Sion,top,1,0
16.01,Sivir,bot,1,0
16.01,Tristana,bot,1,0
16.01,Udyr,top,1,0
16.01,Varus,bot,1,0
16.01,Veigar,mid,1,0
16.01,Xin Zhao,jng,1,0
16.01,Zoe,mid,1,0
16.02,Jayce,top,0,2
16.02,Rumble,top,0,2
16.02,Syndra,mid,0,2
16.02,Aatrox,top,1,0
16.02,Akali,mid,0,1
16.02,Alistar,sup,1,0
16.02,Aphelios,bot,1,0
16.02,Gwen,top,1,0
16.02,Jarvan IV,jng,1,0
16.02,Nami,sup,1,0
16.02,Orianna,mid,0,1
16.02,Rell,sup,0,1
16.02,Ryze,mid,1,0
16.02,Taliyah,mid,1,0
16.02,Varus,bot,0,1
16.02,Wukong,jng,1,0
16.02,Yunara,bot,1,0
16.03,Rell,sup,0,5
16.03,Poppy,sup,1,3
16.03,Akali,mid,1,2
16.03,Ryze,mid,0,3
16.03,Aphelios,bot,2,0
16.03,Aurora,mid,0,2
16.03,Corki,bot,1,1
16.03,Galio,mid,2,0
16.03,Nautilus,sup,1,1
16.03,Wukong,jng,2,0
16.03,Ambessa,top,0,1
16.03,Ambessa,jng,1,0
16.03,Bard,sup,1,0
16.03,Braum,sup,1,0
16.03,Ezreal,bot,1,0
16.03,Gwen,top,0,1
16.03,Jax,top,0,1
16.03,Jhin,bot,1,0
16.03,K'Sante,top,1,0
16.03,Kennen,top,1,0
16.03,LeBlanc,mid,0,1
16.03,Leona,sup,0,1
16.03,Lulu,sup,0,1
16.03,Naafiri,jng,1,0
16.03,Ornn,top,1,0
16.03,Renekton,top,1,0
16.03,Rumble,top,0,1
16.03,Sylas,mid,1,0
16.03,Taliyah,mid,1,0
16.03,Thresh,sup,1,0
16.03,Varus,top,1,0
16.03,Viktor,mid,0,1
16.03,Xin Zhao,jng,1,0
16.06,Ambessa,top,0,6
16.06,Varus,bot,1,3
16.06,Jarvan IV,jng,0,3
16.06,Corki,bot,1,1
16.06,Leona,sup,2,0
16.06,Nautilus,sup,0,2
16.06,Neeko,sup,0,2
16.06,Orianna,mid,2,0
16.06,Rakan,sup,2,0
16.06,Ryze,mid,1,1
16.06,Sivir,bot,1,1
16.06,Xayah,bot,2,0
16.06,Xin Zhao,jng,2,0
16.06,Ahri,mid,1,0
16.06,Akali,mid,0,1
16.06,Aurora,mid,1,0
16.06,Azir,mid,1,0
16.06,Braum,sup,0,1
16.06,Caitlyn,bot,1,0
16.06,Dr. Mundo,top,1,0
16.06,Dr. Mundo,jng,1,0
16.06,Gnar,top,1,0
16.06,Janna,sup,0,1
16.06,Jayce,top,0,1
16.06,Karthus,jng,0,1
16.06,Kayle,top,1,0
16.06,Lillia,jng,0,1
16.06,Lulu,sup,1,0
16.06,Nami,sup,1,0
16.06,Nocturne,jng,1,0
16.06,Ornn,top,1,0
16.06,Pantheon,jng,0,1
16.06,Pyke,sup,0,1
16.06,Sion,top,1,0
16.06,Syndra,mid,0,1
16.06,Vi,jng,1,0
16.06,Viktor,mid,0,1
16.06,Yorick,top,1,0
16.06,Yunara,bot,0,1
16.06,Zaahen,jng,1,0
