patch,champ,role,picks_vs,bans_vs
16.03,Azir,mid,0,5
16.03,Jarvan IV,jng,1,4
16.03,Neeko,sup,1,4
16.03,Ambessa,top,2,2
16.03,K'Sante,top,2,2
16.03,Nami,sup,3,1
16.03,Orianna,mid,1,3
16.03,Pantheon,jng,3,1
16.03,Aphelios,bot,1,2
16.03,Braum,sup,0,3
16.03,Corki,bot,3,0
16.03,Ezreal,bot,3,0
16.03,Lulu,sup,0,3
16.03,Rumble,top,2,1
16.03,Ryze,mid,1,2
16.03,Taliyah,mid,2,1
16.03,Varus,bot,0,3
16.03,Vi,jng,1,2
16.03,Wukong,jng,3,0
16.03,Ahri,mid,1,1
16.03,Akali,mid,1,1
16.03,Alistar,sup,1,1
16.03,Jax,top,1,1
16.03,Nautilus,sup,1,1
16.03,Rell,sup,2,0
16.03,Renekton,top,1,1
16.03,Sion,top,1,1
16.03,Xin Zhao,jng,1,1
16.03,Bard,sup,0,1
16.03,Caitlyn,bot,0,1
16.03,Galio,mid,1,0
16.03,Gwen,top,0,1
16.03,Kai'Sa,bot,1,0
16.03,Leona,sup,1,0
16.03,Nocturne,jng,1,0
16.03,Ornn,top,1,0
16.03,Rakan,sup,1,0
16.03,Sivir,bot,1,0
16.03,Syndra,mid,1,0
16.03,Viktor,mid,1,0
16.03,Yone,mid,1,0
16.03,Yunara,bot,1,0
16.05,Yunara,bot,1,2
16.05,Azir,mid,1,1
16.05,Orianna,mid,0,2
16.05,Pantheon,jng,0,2
16.05,Aatrox,top,1,0
16.05,Anivia,mid,1,0
16.05,Aphelios,bot,0,1
16.05,Corki,bot,0,1
16.05,Dr. Mundo,jng,1,0
16.05,Ezreal,bot,1,0
16.05,Galio,mid,1,0
16.05,Jarvan IV,jng,1,0
16.05,Jax,top,1,0
16.05,Lee Sin,jng,0,1
16.05,Milio,sup,1,0
16.05,Neeko,sup,1,0
16.05,Nocturne,jng,0,1
16.05,Poppy,sup,0,1
16.05,Rell,sup,1,0
16.05,Ryze,mid,0,1
16.05,Sett,top,1,0
16.05,Sivir,bot,0,1
16.05,Varus,bot,1,0
16.05,Wukong,jng,0,1
16.05,Xin Zhao,jng,1,0
16.06,Azir,mid,0,4
16.06,Orianna,mid,0,4
16.06,Ryze,mid,0,4
16.06,Aurora,mid,2,0
16.06,Ezreal,bot,2,0
16.06,Gnar,top,1,1
16.06,Jarvan IV,jng,1,1
16.06,K'Sante,top,2,0
16.06,Pantheon,jng,1,1
16.06,Wukong,jng,1,1
16.06,Xin Zhao,jng,1,1
16.06,Aatrox,top,1,0
16.06,Braum,sup,1,0
16.06,Corki,bot,1,0
16.06,Galio,mid,0,1
16.06,Hwei,mid,1,0
16.06,Leona,sup,1,0
16.06,Mel,mid,1,0
16.06,Neeko,sup,1,0
16.06,Seraphine,sup,1,0
16.06,Sivir,bot,1,0
16.06,Syndra,mid,0,1
16.06,Taliyah,mid,0,1
16.07,Karma,sup,0,4
16.07,Orianna,mid,0,4
16.07,Seraphine,sup,0,3
16.07,Ambessa,top,1,1
16.07,Galio,mid,0,2
16.07,Rumble,top,0,2
16.07,Wukong,jng,1,1
16.07,Aatrox,top,1,0
16.07,Ahri,mid,1,0
16.07,Alistar,sup,1,0
16.07,Aurora,mid,1,0
16.07,Bard,sup,0,1
16.07,Corki,bot,1,0
16.07,Ezreal,bot,1,0
16.07,Gnar,top,1,0
16.07,Gwen,top,0,1
16.07,Jarvan IV,jng,1,0
16.07,Jinx,bot,1,0
16.07,Kennen,top,0,1
16.07,LeBlanc,mid,1,0
16.07,Leona,sup,1,0
16.07,Lulu,sup,1,0
16.07,Nami,sup,1,0
16.07,Neeko,sup,1,0
16.07,Nocturne,jng,1,0
16.07,Ornn,top,0,1
16.07,Pantheon,jng,0,1
16.07,Rakan,sup,0,1
16.07,Renekton,top,1,0
16.07,Ryze,mid,1,0
16.07,Sion,top,0,1
16.07,Sivir,bot,1,0
16.07,Syndra,mid,1,0
16.07,Vayne,top,1,0
16.07,Vi,jng,1,0
16.07,Xin Zhao,jng,0,1
16.07,Yunara,bot,1,0
16.07,Zaahen,jng,1,0
16.08,Ashe,bot,1,2
16.08,Karma,sup,0,3
16.08,Orianna,mid,0,3
16.08,Ryze,mid,2,1
16.08,Aurora,mid,2,0
16.08,Gwen,top,0,2
16.08,Jarvan IV,jng,1,1
16.08,Rumble,top,0,2
16.08,Sion,top,2,0
16.08,Aatrox,jng,0,1
16.08,Anivia,mid,0,1
16.08,Braum,sup,1,0
16.08,Ezreal,bot,1,0
16.08,Galio,top,1,0
16.08,Jax,jng,1,0
16.08,Lucian,bot,1,0
16.08,Lulu,sup,1,0
16.08,Milio,sup,1,0
16.08,Nautilus,sup,0,1
16.08,Neeko,sup,0,1
16.08,Pantheon,jng,1,0
16.08,Seraphine,sup,1,0
16.08,Taliyah,mid,0,1
16.08,Wukong,top,1,0
16.08,Yunara,bot,1,0
16.08,Zaahen,jng,1,0
16.09,Orianna,mid,0,4
16.09,Caitlyn,bot,1,2
16.09,Karma,sup,0,2
16.09,Nocturne,jng,1,1
16.09,Pantheon,jng,0,2
16.09,Ryze,mid,0,2
16.09,Sion,top,1,1
16.09,Viktor,mid,1,1
16.09,Ahri,mid,1,0
16.09,Anivia,sup,1,0
16.09,Annie,mid,1,0
16.09,Ashe,bot,1,0
16.09,Bard,sup,1,0
16.09,Blitzcrank,sup,1,0
16.09,Ezreal,bot,1,0
16.09,Gnar,top,1,0
16.09,Gwen,top,0,1
16.09,Jarvan IV,jng,0,1
16.09,Jayce,jng,1,0
16.09,Kalista,bot,1,0
16.09,LeBlanc,mid,0,1
16.09,Mel,mid,1,0
16.09,Seraphine,sup,1,0
16.09,Shen,top,1,0
16.09,Taliyah,mid,0,1
16.09,Varus,bot,0,1
16.09,Varus,top,1,0
16.09,Wukong,jng,1,0
16.09,Zaahen,jng,1,0
16.1,Pantheon,jng,1,2
16.1,Orianna,mid,0,2
16.1,Rumble,top,1,1
16.1,Ambessa,top,0,1
16.1,Anivia,mid,0,1
16.1,Annie,mid,1,0
16.1,Ashe,bot,1,0
16.1,Azir,mid,0,1
16.1,Bard,sup,0,1
16.1,Caitlyn,bot,0,1
16.1,Cassiopeia,mid,0,1
16.1,Corki,bot,0,1
16.1,Gwen,top,0,1
16.1,Jhin,bot,1,0
16.1,LeBlanc,mid,1,0
16.1,Lucian,bot,1,0
16.1,Milio,sup,1,0
16.1,Nautilus,sup,0,1
16.1,Rell,sup,1,0
16.1,Seraphine,sup,1,0
16.1,Sion,top,1,0
16.1,Sivir,bot,0,1
16.1,Viktor,mid,1,0
16.1,Wukong,jng,1,0
16.1,Xin Zhao,jng,1,0
16.1,Yorick,top,1,0
