patch,champ,role,picks_by,bans_vs
16.06,Cassiopeia,mid,0,3
16.06,Akali,mid,0,2
16.06,Ambessa,top,0,2
16.06,Anivia,mid,2,0
16.06,Ashe,bot,2,0
16.06,Gnar,top,2,0
16.06,Jayce,top,0,2
16.06,Orianna,mid,0,2
16.06,Pantheon,jng,1,1
16.06,Ryze,mid,0,2
16.06,Seraphine,sup,2,0
16.06,Syndra,mid,1,1
16.06,Vi,jng,0,2
16.06,Xin Zhao,jng,2,0
16.06,Yunara,bot,2,0
16.06,Ahri,mid,1,0
16.06,Alistar,sup,1,0
16.06,Aurora,mid,0,1
16.06,Ezreal,bot,1,0
16.06,Gwen,top,0,1
16.06,Irelia,top,1,0
16.06,Jarvan IV,jng,1,0
16.06,K'Sante,top,0,1
16.06,Karma,sup,0,1
16.06,Lulu,sup,1,0
16.06,Nami,sup,0,1
16.06,Neeko,sup,1,0
16.06,Nocturne,jng,1,0
16.06,Ornn,top,0,1
16.06,Renekton,top,0,1
16.06,Riven,top,1,0
16.06,Rumble,top,1,0
16.06,Twisted Fate,mid,1,0
16.06,Viktor,mid,0,1
16.07,Seraphine,sup,1,3
16.07,Gnar,top,1,2
16.07,Jarvan IV,jng,1,2
16.07,Lulu,sup,2,0
16.07,Malphite,jng,0,2
16.07,Orianna,mid,1,1
16.07,Pantheon,jng,0,2
16.07,Yunara,bot,2,0
16.07,Aatrox,top,1,0
16.07,Ambessa,top,1,0
16.07,Ashe,bot,1,0
16.07,Aurelion Sol,mid,1,0
16.07,Azir,mid,0,1
16.07,Galio,mid,0,1
16.07,Gwen,top,0,1
16.07,Lee Sin,jng,1,0
16.07,Neeko,sup,1,0
16.07,Nocturne,jng,0,1
16.07,Riven,top,0,1
16.07,Ryze,mid,1,0
16.07,Sion,top,1,0
16.07,Sivir,bot,1,0
16.07,Skarner,jng,1,0
16.07,Syndra,mid,1,0
16.07,Trundle,jng,0,1
16.07,Vayne,top,0,1
16.07,Vi,jng,0,1
16.07,Xin Zhao,jng,1,0
16.08,Jayce,top,1,2
16.08,Karma,sup,0,3
16.08,Orianna,mid,0,3
16.08,Seraphine,sup,1,2
16.08,Lulu,sup,1,1
16.08,Nami,sup,2,0
16.08,Pantheon,jng,1,1
16.08,Sion,top,2,0
16.08,Syndra,mid,2,0
16.08,Aatrox,top,1,0
16.08,Alistar,sup,0,1
16.08,Ambessa,top,0,1
16.08,Anivia,mid,1,0
16.08,Ashe,bot,1,0
16.08,Aurora,mid,0,1
16.08,Corki,bot,1,0
16.08,Irelia,top,0,1
16.08,Jhin,bot,1,0
16.08,Malphite,jng,1,0
16.08,Nocturne,jng,0,1
16.08,Ryze,mid,0,1
16.08,Skarner,jng,1,0
16.08,Twisted Fate,mid,1,0
16.08,Varus,bot,0,1
16.08,Vi,jng,0,1
16.08,Xin Zhao,jng,1,0
16.08,Yunara,bot,1,0
16.09,Caitlyn,bot,0,3
16.09,Ezreal,bot,0,3
16.09,Ryze,mid,0,3
16.09,Syndra,mid,1,2
16.09,Irelia,top,0,2
16.09,Jarvan IV,jng,0,2
16.09,Nami,sup,2,0
16.09,Orianna,mid,0,2
16.09,Trundle,jng,2,0
16.09,Vi,jng,1,1
16.09,Viktor,mid,1,1
16.09,Aatrox,top,1,0
16.09,Ambessa,top,0,1
16.09,Anivia,mid,1,0
16.09,Annie,mid,0,1
16.09,Ashe,bot,1,0
16.09,Azir,mid,0,1
16.09,Bard,sup,1,0
16.09,Corki,bot,1,0
16.09,Gwen,top,0,1
16.09,Jayce,top,1,0
16.09,Jhin,bot,1,0
16.09,K'Sante,top,1,0
16.09,Karma,sup,1,0
16.09,Lissandra,mid,1,0
16.09,Lucian,bot,1,0
16.09,Nocturne,jng,0,1
16.09,Ornn,top,1,0
16.09,Seraphine,sup,1,0
16.09,Shen,jng,1,0
16.09,Sion,top,1,0
16.09,Skarner,jng,0,1
16.09,Smolder,bot,1,0
16.09,Twisted Fate,mid,1,0
16.09,Xin Zhao,jng,1,0
16.1,Vi,jng,2,3
16.1,Jarvan IV,jng,2,2
16.1,Orianna,mid,0,4
16.1,Pantheon,jng,1,3
16.1,Ryze,mid,2,2
16.1,Anivia,mid,0,3
16.1,Gnar,top,0,3
16.1,Jayce,top,3,0
16.1,Karma,sup,0,3
16.1,Nautilus,sup,2,1
16.1,Varus,bot,3,0
16.1,Ahri,mid,2,0
16.1,Akali,mid,0,2
16.1,Ambessa,top,1,1
16.1,Bard,sup,1,1
16.1,Lucian,bot,1,1
16.1,Nami,sup,2,0
16.1,Renekton,top,2,0
16.1,Seraphine,sup,0,2
16.1,Syndra,mid,0,2
16.1,Akali,top,1,0
16.1,Ashe,bot,0,1
16.1,Aurora,mid,1,0
16.1,Blitzcrank,sup,1,0
16.1,Caitlyn,bot,1,0
16.1,Cassiopeia,mid,1,0
16.1,Elise,sup,1,0
16.1,Ezreal,bot,1,0
16.1,Irelia,top,0,1
16.1,Jhin,bot,1,0
16.1,K'Sante,top,0,1
16.1,Kog'Maw,mid,1,0
16.1,Lulu,sup,1,0
16.1,Nasus,jng,0,1
16.1,Nidalee,jng,1,0
16.1,Riven,top,1,0
16.1,Sejuani,jng,1,0
16.1,Trundle,jng,0,1
16.1,Twisted Fate,mid,1,0
16.1,Vayne,top,0,1
16.1,Viktor,mid,0,1
16.1,Xin Zhao,jng,1,0
16.1,Yunara,bot,1,0
