patch,champ,role,picks_by,bans_vs,series_presence
16.01,Lulu,sup,2,2,4
16.01,Azir,mid,1,2,3
16.01,Jayce,top,0,3,3
16.01,Syndra,mid,1,2,3
16.01,Yunara,bot,3,0,3
16.01,Braum,sup,1,1,2
16.01,K'Sante,top,2,0,2
16.01,Malphite,jng,0,2,2
16.01,Rumble,top,1,1,2
16.01,Ryze,mid,1,1,2
16.01,Vi,jng,1,1,2
16.01,Xin Zhao,jng,1,1,2
16.01,Alistar,sup,1,0,1
16.01,Ambessa,jng,1,0,1
16.01,Aphelios,bot,1,0,1
16.01,Jarvan IV,jng,0,1,1
16.01,Malzahar,mid,1,0,1
16.01,Orianna,mid,0,1,1
16.01,Pantheon,jng,1,0,1
16.01,Renekton,top,1,0,1
16.01,Taliyah,mid,0,1,1
16.01,Varus,bot,0,1,1
16.02,Alistar,sup,1,1,1
16.02,Jarvan IV,jng,0,2,1
16.02,Neeko,sup,0,2,1
16.02,Renekton,top,0,2,1
16.02,Aatrox,jng,1,0,1
16.02,Aphelios,bot,0,1,1
16.02,Azir,mid,0,1,1
16.02,Gnar,top,0,1,1
16.02,Mordekaiser,top,1,0,1
16.02,Rek'Sai,top,1,0,1
16.02,Rell,sup,1,0,1
16.02,Ryze,mid,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Tristana,bot,1,0,1
16.02,Varus,bot,1,0,1
16.02,Vi,jng,1,0,1
16.03,Azir,mid,2,2,4
16.03,Rumble,top,1,3,4
16.03,Lulu,sup,1,2,3
16.03,Orianna,mid,0,3,3
16.03,Sivir,bot,2,1,3
16.03,Aatrox,jng,2,0,2
16.03,Alistar,sup,2,0,2
16.03,Dr. Mundo,jng,1,1,2
16.03,Gnar,top,0,2,2
16.03,Poppy,sup,1,1,2
16.03,Tristana,bot,1,1,2
16.03,Aatrox,top,1,0,1
16.03,Anivia,mid,1,0,1
16.03,Bard,sup,0,1,1
16.03,Cassiopeia,mid,1,0,1
16.03,Dr. Mundo,top,1,0,1
16.03,Ezreal,bot,1,0,1
16.03,Jarvan IV,jng,1,0,1
16.03,Sion,top,1,0,1
16.03,Syndra,mid,0,1,1
16.03,Vi,jng,0,1,1
16.03,Yunara,bot,0,1,1
16.04,Azir,mid,1,8,3
16.04,Aatrox,jng,2,3,3
16.04,Ezreal,bot,2,3,3
16.04,Xin Zhao,jng,2,3,3
16.04,Lulu,sup,2,2,3
16.04,Orianna,mid,0,4,3
16.04,Qiyana,jng,2,2,3
16.04,Gnar,top,1,2,2
16.04,Hwei,mid,1,2,2
16.04,Jarvan IV,jng,1,2,2
16.04,Karma,sup,1,2,2
16.04,Nami,sup,3,0,3
16.04,Tristana,bot,2,1,3
16.04,Vi,jng,1,2,2
16.04,Zaahen,top,1,2,2
16.04,Anivia,mid,2,0,2
16.04,Ashe,bot,1,1,2
16.04,Caitlyn,bot,1,1,2
16.04,Cassiopeia,mid,0,2,2
16.04,Corki,bot,2,0,2
16.04,Dr. Mundo,jng,1,1,1
16.04,K'Sante,top,2,0,2
16.04,Nautilus,sup,2,0,2
16.04,Neeko,sup,0,2,1
16.04,Poppy,sup,1,1,1
16.04,Ryze,mid,1,1,1
16.04,Sion,top,2,0,2
16.04,Veigar,mid,2,0,2
16.04,Viktor,mid,2,0,2
16.04,Wukong,jng,1,1,1
16.04,Yunara,bot,2,0,2
16.04,Ahri,mid,1,0,1
16.04,Alistar,sup,1,0,1
16.04,Amumu,sup,1,0,1
16.04,Bard,sup,0,1,1
16.04,Darius,jng,1,0,1
16.04,Gragas,top,1,0,1
16.04,Jayce,top,1,0,1
16.04,Jhin,bot,1,0,1
16.04,Kog'Maw,bot,0,1,1
16.04,Kog'Maw,mid,1,0,1
16.04,LeBlanc,mid,0,1,1
16.04,Leona,sup,0,1,1
16.04,Malphite,jng,1,0,1
16.04,Mel,mid,0,1,1
16.04,Olaf,top,0,1,1
16.04,Ornn,top,1,0,1
16.04,Rakan,sup,0,1,1
16.04,Rek'Sai,top,1,0,1
16.04,Rell,sup,0,1,1
16.04,Renekton,top,1,0,1
16.04,Rumble,top,1,0,1
16.04,Sejuani,jng,0,1,1
16.04,Seraphine,sup,1,0,1
16.04,Sivir,bot,1,0,1
16.04,Varus,bot,0,1,1
16.04,Vayne,top,0,1,1
16.04,Ziggs,bot,0,1,1
16.04,Ziggs,mid,1,0,1
16.05,Aatrox,jng,1,3,3
16.05,Ahri,mid,1,3,3
16.05,Azir,mid,1,3,2
16.05,Caitlyn,bot,1,3,3
16.05,Ezreal,bot,2,2,3
16.05,Nautilus,sup,0,4,3
16.05,Vi,jng,1,3,3
16.05,Alistar,sup,1,2,3
16.05,Rumble,top,3,0,3
16.05,Sion,top,3,0,3
16.05,Lulu,sup,1,1,2
16.05,Nami,sup,2,0,2
16.05,Syndra,mid,1,1,2
16.05,Viktor,mid,1,1,2
16.05,Wukong,jng,2,0,2
16.05,Anivia,mid,1,0,1
16.05,Aphelios,bot,1,0,1
16.05,Corki,bot,1,0,1
16.05,Dr. Mundo,jng,1,0,1
16.05,Karma,sup,0,1,1
16.05,Kog'Maw,mid,1,0,1
16.05,Leona,sup,1,0,1
16.05,Mel,mid,0,1,1
16.05,Neeko,sup,1,0,1
16.05,Orianna,mid,0,1,1
16.05,Trundle,jng,1,0,1
16.05,Yunara,bot,1,0,1
16.06,Azir,mid,3,4,5
16.06,Ezreal,bot,1,6,4
16.06,Dr. Mundo,jng,2,3,4
16.06,Rumble,top,0,5,4
16.06,Corki,bot,3,1,4
16.06,Gnar,top,3,1,3
16.06,Nami,sup,4,0,4
16.06,Nautilus,sup,2,2,3
16.06,Orianna,mid,1,3,4
16.06,Sion,top,0,3,3
16.06,Aatrox,top,2,0,2
16.06,Ahri,mid,1,1,2
16.06,Jarvan IV,jng,1,1,2
16.06,Ryze,mid,2,0,2
16.06,Sivir,bot,2,0,2
16.06,Vi,jng,2,0,2
16.06,Yunara,bot,0,2,2
16.06,Alistar,sup,1,0,1
16.06,Ambessa,top,0,1,1
16.06,Gwen,top,0,1,1
16.06,Jayce,top,1,0,1
16.06,Jhin,bot,1,0,1
16.06,K'Sante,top,0,1,1
16.06,Kai'Sa,bot,1,0,1
16.06,Karma,sup,1,0,1
16.06,Kennen,top,1,0,1
16.06,Lulu,sup,0,1,1
16.06,Mel,mid,1,0,1
16.06,Neeko,sup,0,1,1
16.06,Poppy,sup,0,1,1
16.06,Renekton,top,1,0,1
16.06,Skarner,jng,1,0,1
16.06,Syndra,mid,0,1,1
16.06,Wukong,jng,1,0,1
16.06,Xin Zhao,jng,1,0,1
16.06,Zaahen,top,0,1,1
16.07,Azir,mid,0,6,6
16.07,Nautilus,sup,2,3,5
16.07,Ezreal,bot,3,1,4
16.07,Syndra,mid,3,1,4
16.07,Aatrox,jng,2,1,3
16.07,Dr. Mundo,jng,1,2,3
16.07,Jarvan IV,jng,2,1,3
16.07,Mel,mid,0,3,3
16.07,Orianna,mid,1,2,3
16.07,Rumble,top,2,1,3
16.07,Sion,top,2,1,3
16.07,Neeko,sup,2,0,2
16.07,Aatrox,top,1,0,1
16.07,Bard,sup,0,1,1
16.07,Caitlyn,bot,1,0,1
16.07,Corki,bot,1,0,1
16.07,Gnar,top,0,1,1
16.07,Kai'Sa,bot,0,1,1
16.07,Karma,sup,0,1,1
16.07,Kog'Maw,mid,1,0,1
16.07,Morgana,mid,1,0,1
16.07,Nami,sup,1,0,1
16.07,Ornn,top,0,1,1
16.07,Pantheon,jng,1,0,1
16.07,Rakan,sup,1,0,1
16.07,Ryze,mid,0,1,1
16.07,Sivir,bot,0,1,1
16.07,Varus,top,1,0,1
16.07,Vi,jng,0,1,1
16.07,Yunara,bot,1,0,1
16.08,Azir,mid,1,2,2
16.08,Pantheon,jng,0,3,2
16.08,Aatrox,jng,0,2,2
16.08,Bard,sup,2,0,2
16.08,Ezreal,bot,2,0,2
16.08,Nocturne,jng,2,0,2
16.08,Orianna,mid,0,2,1
16.08,Rumble,top,1,1,2
16.08,Sion,top,0,2,2
16.08,Skarner,jng,1,1,2
16.08,Anivia,mid,0,1,1
16.08,Aurora,mid,0,1,1
16.08,Caitlyn,bot,1,0,1
16.08,Dr. Mundo,jng,0,1,1
16.08,Jarvan IV,jng,0,1,1
16.08,Jayce,top,1,0,1
16.08,K'Sante,top,0,1,1
16.08,Karma,sup,1,0,1
16.08,Kog'Maw,mid,1,0,1
16.08,Lucian,bot,1,0,1
16.08,Mel,mid,1,0,1
16.08,Nami,sup,1,0,1
16.08,Nautilus,sup,0,1,1
16.08,Ornn,top,1,0,1
16.08,Trundle,jng,1,0,1
16.08,Varus,bot,0,1,1
16.08,Vayne,top,1,0,1
16.08,Viktor,mid,1,0,1
16.09,Azir,mid,1,2,2
16.09,Aatrox,jng,1,1,2
16.09,Bard,sup,1,1,2
16.09,Ezreal,bot,2,0,2
16.09,Karma,sup,1,1,2
16.09,Orianna,mid,0,2,1
16.09,Rumble,top,2,0,2
16.09,Sion,top,1,1,2
16.09,Syndra,mid,0,2,2
16.09,Ahri,mid,1,0,1
16.09,Anivia,mid,1,0,1
16.09,Hwei,mid,0,1,1
16.09,Jayce,top,0,1,1
16.09,Jhin,bot,1,0,1
16.09,Kog'Maw,bot,0,1,1
16.09,Lucian,bot,1,0,1
16.09,Malzahar,mid,1,0,1
16.09,Milio,sup,1,0,1
16.09,Nami,sup,1,0,1
16.09,Nocturne,jng,1,0,1
16.09,Pantheon,jng,1,0,1
16.09,Skarner,jng,1,0,1
16.09,Varus,bot,0,1,1
16.09,Vayne,top,1,0,1
16.09,Vi,jng,0,1,1
