patch,champ,role,picks_by,bans_vs
16.05,Ambessa,top,1,3
16.05,Bard,sup,1,3
16.05,Karma,sup,1,3
16.05,Rumble,top,2,2
16.05,Ahri,mid,3,0
16.05,Zaahen,jng,3,0
16.05,Ashe,bot,0,2
16.05,Jarvan IV,jng,0,2
16.05,Jayce,top,1,1
16.05,Nautilus,sup,0,2
16.05,Orianna,mid,0,2
16.05,Pantheon,jng,0,2
16.05,Ryze,mid,1,1
16.05,Sivir,bot,2,0
16.05,Vi,jng,1,1
16.05,Annie,mid,1,0
16.05,Aurora,mid,0,1
16.05,Blitzcrank,sup,1,0
16.05,Cho'Gath,top,0,1
16.05,Corki,bot,1,0
16.05,Ezreal,bot,1,0
16.05,Gnar,top,0,1
16.05,Kennen,top,0,1
16.05,Lulu,sup,1,0
16.05,Maokai,jng,1,0
16.05,Nami,sup,1,0
16.05,Nocturne,jng,1,0
16.05,Rakan,sup,1,0
16.05,Renekton,top,1,0
16.05,Varus,bot,1,0
16.05,Xin Zhao,jng,0,1
16.05,Yone,mid,1,0
16.05,Yorick,top,1,0
16.05,Yunara,bot,1,0
16.05,Zeri,bot,0,1
16.06,Ambessa,top,1,7
16.06,Varus,bot,2,6
16.06,Karma,sup,1,6
16.06,Bard,sup,2,4
16.06,Ezreal,bot,5,1
16.06,Azir,mid,3,2
16.06,Jarvan IV,jng,3,2
16.06,Nami,sup,3,2
16.06,Rumble,top,2,3
16.06,Ryze,mid,3,2
16.06,Vi,jng,0,5
16.06,Yone,mid,2,3
16.06,Annie,mid,3,1
16.06,Galio,mid,3,1
16.06,Gnar,top,4,0
16.06,Jayce,top,2,2
16.06,Nocturne,jng,3,1
16.06,Renekton,top,1,3
16.06,Anivia,mid,0,3
16.06,Nautilus,sup,2,1
16.06,Neeko,sup,1,2
16.06,Orianna,mid,0,3
16.06,Skarner,jng,3,0
16.06,Yorick,top,1,2
16.06,Ambessa,jng,2,0
16.06,Anivia,sup,2,0
16.06,Aurora,mid,0,2
16.06,Braum,sup,2,0
16.06,Corki,bot,2,0
16.06,Jhin,bot,1,1
16.06,K'Sante,top,2,0
16.06,Lucian,bot,2,0
16.06,Lulu,sup,2,0
16.06,Naafiri,jng,1,1
16.06,Pantheon,jng,0,2
16.06,Sivir,bot,0,2
16.06,Trundle,jng,1,1
16.06,Yunara,bot,2,0
16.06,Zaahen,jng,2,0
16.06,Zaahen,top,1,1
16.06,Ahri,mid,1,0
16.06,Corki,mid,1,0
16.06,Kai'Sa,bot,1,0
16.06,Kennen,top,0,1
16.06,Lee Sin,jng,0,1
16.06,Maokai,jng,1,0
16.06,Mel,bot,1,0
16.06,Mel,mid,0,1
16.06,Rell,sup,1,0
16.06,Seraphine,sup,0,1
16.06,Skarner,top,1,0
16.06,Vayne,top,1,0
16.06,Viktor,mid,0,1
16.06,Wukong,jng,0,1
16.06,Yuumi,sup,0,1
16.06,Ziggs,bot,0,1
16.07,Karma,sup,3,6
16.07,Rumble,top,0,9
16.07,Varus,bot,2,6
16.07,Nocturne,jng,3,3
16.07,Aurora,mid,3,2
16.07,Galio,mid,2,3
16.07,Gnar,top,4,1
16.07,Nautilus,sup,1,4
16.07,Vi,jng,1,4
16.07,Bard,sup,3,1
16.07,Jarvan IV,jng,3,1
16.07,Orianna,mid,0,4
16.07,Ryze,mid,2,2
16.07,Ambessa,top,1,2
16.07,Anivia,mid,0,3
16.07,Ashe,bot,0,3
16.07,Ezreal,bot,2,1
16.07,LeBlanc,mid,0,3
16.07,Naafiri,jng,1,2
16.07,Neeko,sup,1,2
16.07,Sion,top,3,0
16.07,Sivir,bot,3,0
16.07,Yorick,top,1,2
16.07,Akali,mid,1,1
16.07,Ambessa,jng,2,0
16.07,Annie,mid,2,0
16.07,Azir,mid,1,1
16.07,Cassiopeia,mid,1,1
16.07,K'Sante,top,2,0
16.07,Lucian,bot,2,0
16.07,Lulu,sup,2,0
16.07,Nami,sup,1,1
16.07,Pyke,sup,0,2
16.07,Shyvana,top,2,0
16.07,Skarner,jng,1,1
16.07,Viktor,mid,2,0
16.07,Xin Zhao,jng,2,0
16.07,Yunara,bot,2,0
16.07,Ahri,mid,0,1
16.07,Alistar,sup,1,0
16.07,Caitlyn,bot,1,0
16.07,Draven,bot,1,0
16.07,Ezreal,sup,1,0
16.07,Jayce,top,1,0
16.07,Kalista,bot,1,0
16.07,Lee Sin,jng,1,0
16.07,Mel,mid,1,0
16.07,Milio,sup,1,0
16.07,Miss Fortune,bot,1,0
16.07,Renata Glasc,sup,1,0
16.07,Skarner,top,1,0
16.07,Thresh,sup,0,1
16.07,Viego,jng,1,0
16.07,Wukong,jng,0,1
16.08,Karma,sup,1,7
16.08,Orianna,mid,1,5
16.08,Rumble,top,1,5
16.08,Varus,bot,1,4
16.08,K'Sante,top,4,0
16.08,Kai'Sa,bot,2,2
16.08,Nautilus,sup,1,3
16.08,Neeko,sup,1,3
16.08,Nocturne,jng,3,1
16.08,Aatrox,jng,3,0
16.08,Annie,mid,1,2
16.08,Ryze,mid,2,1
16.08,Vi,jng,2,1
16.08,Akali,mid,2,0
16.08,Ambessa,top,1,1
16.08,Aurora,mid,1,1
16.08,Bard,sup,0,2
16.08,Ezreal,bot,2,0
16.08,Galio,mid,2,0
16.08,Gnar,top,1,1
16.08,Jarvan IV,jng,1,1
16.08,Jayce,top,1,1
16.08,Lee Sin,jng,1,1
16.08,Lucian,bot,2,0
16.08,Lulu,sup,2,0
16.08,Naafiri,jng,1,1
16.08,Pantheon,jng,0,2
16.08,Pyke,sup,1,1
16.08,Sion,top,0,2
16.08,Sivir,bot,0,2
16.08,Yorick,top,1,1
16.08,Yunara,bot,2,0
16.08,Ahri,mid,1,0
16.08,Alistar,sup,1,0
16.08,Anivia,mid,0,1
16.08,Annie,sup,1,0
16.08,Ashe,bot,0,1
16.08,Caitlyn,bot,1,0
16.08,Jhin,bot,1,0
16.08,Leona,sup,1,0
16.08,Milio,sup,1,0
16.08,Nami,sup,1,0
16.08,Renekton,top,1,0
16.08,Seraphine,sup,0,1
16.08,Sett,mid,1,0
16.08,Vayne,top,1,0
16.08,Xin Zhao,jng,0,1
16.09,Varus,bot,0,9
16.09,Karma,sup,1,7
16.09,Caitlyn,bot,1,5
16.09,Vi,jng,1,5
16.09,Annie,mid,3,2
16.09,Ezreal,bot,1,4
16.09,Galio,mid,2,3
16.09,Lucian,bot,2,3
16.09,Rumble,top,2,3
16.09,Ahri,mid,3,1
16.09,Ashe,bot,1,3
16.09,K'Sante,top,2,2
16.09,Nocturne,jng,2,2
16.09,Draven,bot,1,2
16.09,Lulu,sup,3,0
16.09,Naafiri,jng,1,2
16.09,Orianna,mid,0,3
16.09,Pantheon,jng,0,3
16.09,Sion,top,3,0
16.09,Yunara,bot,3,0
16.09,Aatrox,jng,2,0
16.09,Akali,mid,2,0
16.09,Aurora,mid,2,0
16.09,Bard,sup,2,0
16.09,Jarvan IV,jng,1,1
16.09,Jax,top,1,1
16.09,Milio,sup,2,0
16.09,Nautilus,sup,1,1
16.09,Neeko,sup,1,1
16.09,Poppy,sup,2,0
16.09,Pyke,sup,0,2
16.09,Rell,sup,2,0
16.09,Renekton,top,2,0
16.09,Ryze,mid,1,1
16.09,Seraphine,sup,1,1
16.09,Skarner,jng,1,1
16.09,Trundle,jng,2,0
16.09,Twisted Fate,mid,0,2
16.09,Viego,jng,2,0
16.09,Xin Zhao,jng,2,0
16.09,Yone,mid,1,1
16.09,Yorick,top,1,1
16.09,Ziggs,bot,1,1
16.09,Anivia,top,1,0
