patch,champ,role,picks_vs,bans_vs
16.01,Alistar,sup,2,0
16.01,Bard,sup,1,1
16.01,Jayce,top,0,2
16.01,Pantheon,jng,1,1
16.01,Poppy,sup,0,2
16.01,Yunara,bot,2,0
16.01,Aatrox,top,1,0
16.01,Ambessa,top,1,0
16.01,Ambessa,jng,1,0
16.01,Aphelios,bot,1,0
16.01,Azir,mid,0,1
16.01,Corki,bot,0,1
16.01,Jayce,jng,1,0
16.01,K'Sante,top,1,0
16.01,Kai'Sa,bot,0,1
16.01,Malphite,jng,0,1
16.01,Nautilus,sup,0,1
16.01,Renekton,top,0,1
16.01,Rumble,top,0,1
16.01,Ryze,mid,1,0
16.01,Sivir,bot,0,1
16.01,Taliyah,mid,1,0
16.01,Varus,bot,0,1
16.01,Viktor,mid,1,0
16.02,Orianna,mid,2,3
16.02,Pantheon,jng,1,4
16.02,Rakan,sup,1,4
16.02,K'Sante,top,3,1
16.02,Rumble,top,3,1
16.02,Alistar,sup,2,0
16.02,Azir,mid,1,1
16.02,Corki,bot,1,1
16.02,Jayce,top,0,2
16.02,Kai'Sa,bot,1,1
16.02,Renekton,top,0,2
16.02,Sivir,bot,2,0
16.02,Xayah,bot,1,1
16.02,Aphelios,bot,1,0
16.02,Aurelion Sol,mid,0,1
16.02,Cassiopeia,mid,1,0
16.02,Dr. Mundo,jng,1,0
16.02,Ezreal,bot,0,1
16.02,Gnar,top,0,1
16.02,Jarvan IV,jng,1,0
16.02,Karma,sup,0,1
16.02,Lulu,sup,0,1
16.02,Nami,sup,1,0
16.02,Nautilus,sup,1,0
16.02,Neeko,sup,0,1
16.02,Ryze,mid,1,0
16.02,Swain,mid,1,0
16.02,Taliyah,mid,0,1
16.02,Thresh,sup,1,0
16.02,Varus,bot,0,1
16.02,Vi,jng,1,0
16.02,Wukong,jng,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,0,1
16.03,Pantheon,jng,1,5
16.03,Nautilus,sup,0,4
16.03,Neeko,sup,2,2
16.03,Varus,bot,0,4
16.03,Alistar,sup,3,0
16.03,Bard,sup,2,1
16.03,Dr. Mundo,jng,0,3
16.03,Ezreal,bot,1,2
16.03,Gwen,top,0,3
16.03,Jarvan IV,jng,2,1
16.03,Nami,sup,0,3
16.03,Taliyah,mid,2,1
16.03,Yunara,bot,3,0
16.03,Zaahen,top,2,1
16.03,Corki,bot,2,0
16.03,Jayce,top,0,2
16.03,Orianna,mid,1,1
16.03,Rumble,top,1,1
16.03,Sion,top,2,0
16.03,Vi,jng,1,1
16.03,Zoe,mid,0,2
16.03,Ahri,mid,1,0
16.03,Ambessa,top,0,1
16.03,Anivia,mid,1,0
16.03,Ashe,bot,0,1
16.03,Aurora,top,1,0
16.03,Azir,mid,1,0
16.03,Caitlyn,bot,1,0
16.03,Cassiopeia,mid,1,0
16.03,Jayce,jng,1,0
16.03,Jhin,bot,0,1
16.03,K'Sante,top,0,1
16.03,Kai'Sa,bot,0,1
16.03,Lulu,sup,1,0
16.03,Malphite,jng,0,1
16.03,Nocturne,jng,1,0
16.03,Ornn,top,1,0
16.03,Poppy,top,1,0
16.03,Rakan,sup,1,0
16.03,Rek'Sai,top,1,0
16.03,Renekton,top,0,1
16.03,Ryze,mid,1,0
16.03,Sivir,bot,0,1
16.03,Sylas,jng,1,0
16.03,Wukong,jng,1,0
16.03,Xayah,bot,1,0
16.03,Xin Zhao,jng,1,0
16.03,Yone,mid,1,0
16.03,Zeri,bot,1,0
16.06,Karma,sup,0,4
16.06,Ryze,mid,0,4
16.06,Dr. Mundo,jng,0,3
16.06,Xin Zhao,jng,2,1
16.06,Ashe,bot,2,0
16.06,Nocturne,jng,1,1
16.06,Orianna,mid,0,2
16.06,Pantheon,jng,0,2
16.06,Rumble,top,1,1
16.06,Seraphine,sup,2,0
16.06,Vi,jng,0,2
16.06,Ahri,mid,1,0
16.06,Akali,mid,0,1
16.06,Ambessa,top,1,0
16.06,Aurora,top,1,0
16.06,Azir,mid,1,0
16.06,Corki,bot,1,0
16.06,Ezreal,bot,1,0
16.06,Galio,mid,1,0
16.06,Hwei,mid,1,0
16.06,Jarvan IV,jng,1,0
16.06,Jinx,bot,1,0
16.06,K'Sante,top,1,0
16.06,LeBlanc,mid,1,0
16.06,Leona,sup,1,0
16.06,Lulu,sup,1,0
16.06,Mel,mid,0,1
16.06,Nami,sup,1,0
16.06,Nautilus,sup,0,1
16.06,Sion,top,1,0
16.06,Trundle,jng,0,1
16.06,Viktor,mid,0,1
16.06,Wukong,jng,1,0
16.07,Nautilus,sup,0,6
16.07,Bard,sup,1,4
16.07,Karma,sup,1,4
16.07,Pantheon,jng,0,5
16.07,Varus,bot,1,4
16.07,Jarvan IV,jng,3,1
16.07,Orianna,mid,0,4
16.07,Vi,jng,3,1
16.07,Ambessa,top,1,2
16.07,Caitlyn,bot,0,3
16.07,Ezreal,bot,1,2
16.07,Jayce,top,1,2
16.07,Lulu,sup,3,0
16.07,Rumble,top,3,0
16.07,Viktor,mid,3,0
16.07,Yunara,bot,3,0
16.07,Ashe,bot,2,0
16.07,Aurelion Sol,mid,0,2
16.07,Aurora,mid,1,1
16.07,Azir,mid,2,0
16.07,LeBlanc,mid,1,1
16.07,Mel,mid,1,1
16.07,Nami,sup,1,1
16.07,Renekton,top,1,1
16.07,Seraphine,sup,2,0
16.07,Sion,top,2,0
16.07,Syndra,mid,0,2
16.07,Xin Zhao,jng,2,0
16.07,Zoe,mid,1,1
16.07,Ahri,mid,1,0
16.07,Akali,mid,0,1
16.07,Ambessa,jng,1,0
16.07,Braum,sup,1,0
16.07,Corki,bot,1,0
16.07,Dr. Mundo,jng,0,1
16.07,Gwen,top,0,1
16.07,K'Sante,top,1,0
16.07,Kai'Sa,bot,1,0
16.07,Lucian,bot,1,0
16.07,Mel,bot,1,0
16.07,Milio,sup,1,0
16.07,Neeko,sup,1,0
16.07,Nocturne,jng,0,1
16.07,Olaf,jng,1,0
16.07,Ornn,top,0,1
16.07,Rakan,sup,0,1
16.07,Taliyah,mid,1,0
16.07,Yasuo,top,1,0
16.07,Zaahen,jng,1,0
16.07,Zaahen,top,1,0
16.08,Nautilus,sup,0,5
16.08,Pantheon,jng,1,4
16.08,Bard,sup,1,3
16.08,Ezreal,bot,0,4
16.08,Gnar,top,0,4
16.08,Jarvan IV,jng,2,2
16.08,Rumble,top,4,0
16.08,Ashe,bot,2,1
