patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.03,Lulu,sup,2,5,5,2,3,5
16.03,Yunara,bot,3,2,5,3,2,5
16.03,Orianna,mid,3,1,4,3,1,4
16.03,Syndra,mid,2,2,4,1,1,2
16.03,Xin Zhao,jng,0,4,3,0,2,2
16.03,Bard,sup,1,2,3,1,1,2
16.03,Karma,sup,1,2,2,0,2,2
16.03,Qiyana,jng,2,1,3,2,1,3
16.03,Ryze,mid,0,3,3,0,3,3
16.03,Alistar,sup,2,0,2,2,0,2
16.03,Ambessa,top,1,1,2,1,1,2
16.03,Aphelios,bot,2,0,2,1,0,1
16.03,Dr. Mundo,jng,1,1,2,1,1,2
16.03,Jax,top,2,0,2,1,0,1
16.03,Jayce,top,0,2,2,0,1,1
16.03,K'Sante,top,1,1,2,1,1,2
16.03,Vi,jng,2,0,2,2,0,2
16.03,Viktor,mid,2,0,2,1,0,1
16.03,Wukong,jng,1,1,2,0,1,1
16.03,Caitlyn,bot,0,1,1,0,1,1
16.03,Corki,bot,1,0,1,0,0,0
16.03,Gwen,top,1,0,1,0,0,0
16.03,Jarvan IV,jng,0,1,1,0,0,0
16.03,Jhin,bot,0,1,1,0,1,1
16.03,Kha'Zix,jng,1,0,1,0,0,0
16.03,Lee Sin,jng,0,1,1,0,0,0
16.03,Naafiri,jng,0,1,1,0,1,1
16.03,Nami,sup,1,0,1,0,0,0
16.03,Ornn,top,1,0,1,1,0,1
16.03,Sion,top,1,0,1,1,0,1
16.03,Sivir,bot,1,0,1,1,0,1
16.03,Talon,jng,0,1,1,0,0,0
16.03,Varus,bot,0,1,1,0,1,1
16.06,Bard,sup,0,3,1,0,1,1
16.06,Orianna,mid,0,3,1,0,1,1
16.06,Illaoi,top,0,2,1,0,1,1
16.06,Lulu,sup,0,2,1,0,1,1
16.06,Syndra,mid,1,1,1,0,0,0
16.06,Aatrox,top,1,0,1,1,0,1
16.06,Ahri,mid,1,0,1,0,0,0
16.06,Alistar,sup,0,1,1,0,0,0
16.06,Ambessa,jng,1,0,1,0,0,0
16.06,Corki,bot,1,0,1,1,0,1
16.06,Dr. Mundo,jng,1,0,1,1,0,1
16.06,Graves,top,1,0,1,0,0,0
16.06,Jarvan IV,jng,0,1,1,0,1,1
16.06,K'Sante,top,1,0,1,0,0,0
16.06,Mel,mid,0,1,1,0,0,0
16.06,Nami,sup,1,0,1,1,0,1
16.06,Neeko,sup,1,0,1,0,0,0
16.06,Pantheon,jng,1,0,1,0,0,0
16.06,Senna,bot,0,1,1,0,0,0
16.06,Sivir,bot,1,0,1,0,0,0
16.06,Soraka,sup,1,0,1,0,0,0
16.06,Viktor,mid,1,0,1,1,0,1
16.06,Yunara,bot,1,0,1,0,0,0
16.07,Lulu,sup,2,1,2,0,1,1
16.07,Ryze,mid,0,3,2,0,2,2
16.07,Aatrox,jng,1,1,2,0,1,1
16.07,Ambessa,top,0,2,1,0,1,1
16.07,Ashe,bot,1,1,2,1,1,2
16.07,Illaoi,top,1,1,2,1,1,2
16.07,Jarvan IV,jng,0,2,1,0,1,1
16.07,K'Sante,top,1,1,2,1,0,1
16.07,Mel,mid,2,0,2,1,0,1
16.07,Nocturne,jng,1,1,2,1,0,1
16.07,Syndra,mid,0,2,1,0,1,1
16.07,Yunara,bot,2,0,2,0,0,0
16.07,Akali,mid,1,0,1,1,0,1
16.07,Alistar,sup,1,0,1,1,0,1
16.07,Bard,sup,0,1,1,0,0,0
16.07,Dr. Mundo,jng,0,1,1,0,0,0
16.07,Ezreal,bot,1,0,1,1,0,1
16.07,Jayce,top,1,0,1,0,0,0
16.07,Naafiri,jng,1,0,1,0,0,0
16.07,Nautilus,sup,0,1,1,0,0,0
16.07,Neeko,sup,0,1,1,0,1,1
16.07,Orianna,mid,1,0,1,0,0,0
16.07,Ryze,top,1,0,1,0,0,0
16.07,Seraphine,sup,1,0,1,1,0,1
16.07,Swain,mid,0,1,1,0,0,0
16.07,Zaahen,jng,1,0,1,1,0,1
16.08,Bard,sup,0,3,1,0,1,1
16.08,Nocturne,jng,0,3,1,0,1,1
16.08,Ezreal,bot,1,1,1,0,1,1
16.08,Orianna,mid,0,2,1,0,1,1
16.08,Akali,mid,0,1,1,0,0,0
16.08,Alistar,sup,1,0,1,0,0,0
16.08,Ambessa,top,1,0,1,0,0,0
16.08,Ashe,bot,1,0,1,1,0,1
16.08,Illaoi,top,0,1,1,0,0,0
16.08,Jayce,top,1,0,1,0,0,0
16.08,Jhin,bot,1,0,1,0,0,0
16.08,Leona,sup,0,1,1,0,0,0
16.08,Lissandra,mid,1,0,1,0,0,0
16.08,Naafiri,jng,0,1,1,0,1,1
16.08,Nautilus,sup,0,1,1,0,0,0
16.08,Neeko,sup,0,1,1,0,0,0
16.08,Pantheon,jng,1,0,1,0,0,0
16.08,Rakan,sup,1,0,1,0,0,0
16.08,Ryze,mid,1,0,1,1,0,1
