patch,champ,role,picks_vs,bans_vs
16.01,Malphite,jng,1,5
16.01,Ambessa,top,1,4
16.01,Jayce,top,1,3
16.01,Neeko,sup,0,4
16.01,Sion,top,2,2
16.01,Vi,jng,2,2
16.01,Akali,mid,0,3
16.01,Aphelios,bot,2,1
16.01,Azir,mid,1,2
16.01,Pantheon,jng,1,2
16.01,Rumble,top,0,3
16.01,Ryze,mid,3,0
16.01,Taliyah,mid,2,1
16.01,Varus,bot,2,1
16.01,Bard,sup,1,1
16.01,Corki,bot,2,0
16.01,Gnar,top,1,1
16.01,Jarvan IV,jng,1,1
16.01,Leona,sup,1,1
16.01,Lucian,bot,1,1
16.01,Nami,sup,2,0
16.01,Nautilus,sup,1,1
16.01,Renekton,top,2,0
16.01,Syndra,mid,1,1
16.01,Xin Zhao,jng,2,0
16.01,Yunara,bot,0,2
16.01,Alistar,sup,1,0
16.01,Aurora,mid,0,1
16.01,Aurora,top,1,0
16.01,Braum,sup,1,0
16.01,Cassiopeia,mid,0,1
16.01,Dr. Mundo,jng,0,1
16.01,Ezreal,bot,1,0
16.01,Galio,mid,1,0
16.01,Gwen,top,1,0
16.01,Jax,top,0,1
16.01,Jhin,bot,1,0
16.01,K'Sante,top,1,0
16.01,Kai'Sa,bot,1,0
16.01,Kalista,bot,0,1
16.01,Karma,sup,1,0
16.01,LeBlanc,mid,0,1
16.01,Orianna,mid,1,0
16.01,Poppy,jng,1,0
16.01,Rakan,sup,1,0
16.01,Rek'Sai,top,0,1
16.01,Sylas,mid,0,1
16.01,Thresh,sup,1,0
16.01,Trundle,jng,1,0
16.01,Wukong,jng,1,0
16.01,Yone,mid,1,0
16.02,Pantheon,jng,0,3
16.02,Ezreal,bot,0,2
16.02,Gwen,top,0,2
16.02,Neeko,sup,1,1
16.02,Rumble,top,0,2
16.02,Varus,bot,0,2
16.02,Akali,mid,0,1
16.02,Alistar,sup,0,1
16.02,Ambessa,top,1,0
16.02,Bard,sup,0,1
16.02,Jarvan IV,jng,1,0
16.02,Jayce,top,0,1
16.02,K'Sante,top,1,0
16.02,Kai'Sa,bot,1,0
16.02,Karma,sup,0,1
16.02,LeBlanc,mid,0,1
16.02,Lee Sin,jng,1,0
16.02,Leona,sup,0,1
16.02,Lulu,sup,1,0
16.02,Nocturne,jng,0,1
16.02,Orianna,mid,1,0
16.02,Pantheon,sup,1,0
16.02,Rakan,sup,1,0
16.02,Rek'Sai,top,1,0
16.02,Sejuani,jng,1,0
16.02,Sion,top,1,0
16.02,Sivir,bot,1,0
16.02,Syndra,mid,1,0
16.02,Taliyah,mid,1,0
16.02,Wukong,jng,1,0
16.02,Yone,mid,1,0
16.02,Yunara,bot,1,0
16.02,Ziggs,bot,1,0
16.03,Neeko,sup,2,9
16.03,Yunara,bot,4,7
16.03,Lucian,bot,0,8
16.03,Rumble,top,0,8
16.03,Varus,bot,2,4
16.03,Wukong,jng,5,1
16.03,Nautilus,sup,3,2
16.03,Orianna,mid,1,4
16.03,Pantheon,jng,1,4
16.03,Vi,jng,2,3
16.03,Kennen,top,1,3
16.03,Lulu,sup,1,3
16.03,Aurora,mid,2,1
16.03,Azir,mid,2,1
16.03,Corki,bot,2,1
16.03,Dr. Mundo,jng,1,2
16.03,Galio,mid,1,2
16.03,Jax,top,3,0
16.03,Karma,sup,0,3
16.03,Lee Sin,jng,0,3
16.03,Nocturne,jng,1,2
16.03,Rakan,sup,3,0
16.03,Rek'Sai,top,2,1
16.03,Renekton,top,1,2
16.03,Ryze,mid,1,2
16.03,Twisted Fate,mid,0,3
16.03,Xin Zhao,jng,2,1
16.03,Zaahen,top,3,0
