patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Orianna,mid,1,3,4,1,3,4
16.01,Aatrox,jng,3,0,3,3,0,3
16.01,Alistar,sup,1,2,3,1,2,3
16.01,Bard,sup,2,1,3,2,1,3
16.01,Jayce,top,0,3,3,0,3,3
16.01,Ryze,mid,1,2,3,1,2,3
16.01,Caitlyn,bot,1,1,2,1,1,2
16.01,K'Sante,top,2,0,2,2,0,2
16.01,Malphite,jng,1,1,2,1,1,2
16.01,Rumble,top,0,2,2,0,2,2
16.01,Yunara,bot,0,2,2,0,2,2
16.01,Ambessa,top,0,1,1,0,1,1
16.01,Corki,bot,1,0,1,1,0,1
16.01,Ekko,mid,1,0,1,1,0,1
16.01,Gnar,top,1,0,1,1,0,1
16.01,Leona,sup,1,0,1,1,0,1
16.01,Neeko,sup,0,1,1,0,1,1
16.01,Ryze,top,1,0,1,1,0,1
16.01,Sivir,bot,1,0,1,1,0,1
16.01,Smolder,bot,1,0,1,1,0,1
16.01,Xin Zhao,jng,0,1,1,0,1,1
16.01,Yasuo,mid,1,0,1,1,0,1
16.02,Ryze,mid,1,7,3,0,3,3
16.02,Jarvan IV,jng,2,3,3,1,1,2
16.02,Bard,sup,3,1,3,2,1,3
16.02,Qiyana,jng,2,2,3,1,1,2
16.02,Rumble,top,0,4,2,0,0,0
16.02,Varus,bot,0,4,3,0,1,1
16.02,Aatrox,jng,2,1,2,1,0,1
16.02,Alistar,sup,2,1,2,0,1,1
16.02,Jayce,top,0,3,1,0,1,1
16.02,K'Sante,top,3,0,3,3,0,3
16.02,Kennen,top,2,1,2,0,0,0
16.02,Lucian,bot,2,1,2,0,0,0
16.02,Neeko,sup,0,3,2,0,1,1
16.02,Sivir,bot,0,3,2,0,1,1
16.02,Yunara,bot,2,1,2,1,1,2
16.02,Braum,sup,2,0,2,0,0,0
16.02,Caitlyn,bot,1,1,2,1,1,2
16.02,Cassiopeia,mid,1,1,2,1,0,1
16.02,Corki,bot,2,0,2,1,0,1
16.02,Ekko,mid,2,0,2,1,0,1
16.02,Gnar,top,1,1,2,0,0,0
16.02,Jayce,jng,2,0,2,0,0,0
16.02,Jinx,bot,2,0,2,0,0,0
16.02,Nautilus,sup,0,2,1,0,1,1
16.02,Orianna,mid,0,2,1,0,0,0
16.02,Sylas,mid,0,2,2,0,0,0
16.02,Zeri,bot,2,0,2,0,0,0
16.02,Ambessa,top,1,0,1,0,0,0
16.02,Anivia,mid,1,0,1,0,0,0
16.02,Aphelios,bot,0,1,1,0,0,0
16.02,Azir,mid,1,0,1,1,0,1
16.02,Galio,mid,1,0,1,0,0,0
16.02,Gwen,top,0,1,1,0,0,0
16.02,Jhin,bot,0,1,1,0,0,0
16.02,Kai'Sa,bot,0,1,1,0,0,0
16.02,LeBlanc,mid,0,1,1,0,0,0
16.02,Malphite,jng,0,1,1,0,0,0
16.02,Nami,sup,1,0,1,1,0,1
16.02,Ornn,top,1,0,1,0,0,0
16.02,Pantheon,jng,0,1,1,0,0,0
16.02,Rakan,sup,1,0,1,0,0,0
16.02,Renekton,top,1,0,1,0,0,0
16.02,Senna,sup,1,0,1,0,0,0
16.02,Sion,mid,1,0,1,0,0,0
16.02,Sion,top,1,0,1,0,0,0
16.02,Smolder,bot,0,1,1,0,0,0
16.02,Sona,sup,1,0,1,0,0,0
16.02,Swain,mid,1,0,1,0,0,0
16.02,Syndra,mid,1,0,1,0,0,0
16.02,Taliyah,jng,1,0,1,0,0,0
16.02,Tristana,bot,0,1,1,0,0,0
16.02,Varus,mid,1,0,1,0,0,0
16.02,Viego,jng,1,0,1,0,0,0
16.02,Volibear,top,1,0,1,0,0,0
16.02,Wukong,jng,1,0,1,0,0,0
16.02,Xayah,bot,0,1,1,0,0,0
16.02,Xin Zhao,jng,0,1,1,0,1,1
16.03,Azir,mid,1,2,3,1,2,3
16.03,Corki,bot,3,0,3,3,0,3
16.03,Nami,sup,2,1,3,2,1,3
16.03,Nautilus,sup,1,2,3,1,2,3
16.03,Varus,bot,0,3,3,0,3,3
16.03,Cassiopeia,mid,1,1,2,1,1,2
16.03,Jarvan IV,jng,0,2,2,0,2,2
16.03,Orianna,mid,1,1,2,1,1,2
16.03,Rumble,top,2,0,2,2,0,2
16.03,Ryze,mid,0,2,2,0,2,2
16.03,Aatrox,jng,0,1,1,0,1,1
16.03,Alistar,sup,1,0,1,1,0,1
16.03,Ambessa,jng,1,0,1,1,0,1
16.03,Bard,sup,0,1,1,0,1,1
16.03,Braum,sup,0,1,1,0,1,1
16.03,Cassiopeia,top,1,0,1,1,0,1
16.03,K'Sante,top,1,0,1,1,0,1
16.03,Neeko,sup,0,1,1,0,1,1
16.03,Qiyana,jng,1,0,1,1,0,1
16.03,Rakan,sup,0,1,1,0,1,1
16.03,Sion,mid,1,0,1,1,0,1
16.03,Taliyah,mid,0,1,1,0,1,1
16.03,Wukong,jng,1,0,1,1,0,1
16.03,Yunara,bot,1,0,1,1,0,1
16.03,Zaahen,jng,1,0,1,1,0,1
16.04,Ryze,mid,0,9,3,0,2,2
16.04,Orianna,mid,0,6,3,0,1,1
16.04,Sion,top,0,5,1,0,1,1
16.04,Varus,bot,2,3,3,0,2,2
16.04,Alistar,sup,2,2,3,1,0,1
16.04,Ambessa,top,0,3,1,0,0,0
16.04,Bard,sup,1,2,2,0,2,2
16.04,Cassiopeia,top,3,0,3,1,0,1
16.04,K'Sante,top,1,2,2,0,1,1
16.04,Nautilus,sup,0,3,3,0,3,3
16.04,Neeko,sup,1,2,2,1,1,2
16.04,Sivir,bot,2,1,3,1,0,1
16.04,Ambessa,jng,2,0,2,0,0,0
16.04,Ashe,bot,2,0,2,1,0,1
16.04,Azir,mid,2,0,2,2,0,2
16.04,Braum,sup,0,2,1,0,0,0
16.04,Caitlyn,bot,0,2,1,0,1,1
16.04,Corki,bot,2,0,2,1,0,1
16.04,Gnar,top,1,1,2,0,0,0
16.04,Gwen,top,1,1,2,0,0,0
16.04,Jarvan IV,jng,2,0,2,1,0,1
16.04,Leona,sup,1,1,2,0,0,0
16.04,Lulu,sup,2,0,2,0,0,0
16.04,Qiyana,jng,0,2,2,0,1,1
16.04,Rakan,sup,2,0,2,0,0,0
16.04,Rumble,top,2,0,2,2,0,2
16.04,Seraphine,sup,2,0,2,1,0,1
16.04,Taliyah,mid,1,1,1,0,0,0
16.04,Wukong,jng,2,0,2,0,0,0
16.04,Zaahen,jng,2,0,2,2,0,2
16.04,Aatrox,jng,1,0,1,0,0,0
16.04,Ahri,mid,0,1,1,0,0,0
16.04,Anivia,mid,1,0,1,0,0,0
16.04,Aurora,mid,1,0,1,1,0,1
16.04,Aurora,top,1,0,1,0,0,0
16.04,Dr. Mundo,jng,1,0,1,0,0,0
16.04,Ekko,mid,0,1,1,0,0,0
16.04,Hwei,mid,1,0,1,0,0,0
16.04,Jayce,mid,1,0,1,0,0,0
16.04,Jinx,bot,0,1,1,0,0,0
16.04,Kai'Sa,bot,1,0,1,0,0,0
16.04,Kennen,top,0,1,1,0,0,0
16.04,Kog'Maw,bot,1,0,1,0,0,0
16.04,Lee Sin,jng,1,0,1,0,0,0
16.04,Renekton,mid,1,0,1,0,0,0
16.04,Renekton,top,1,0,1,0,0,0
16.04,Sett,top,1,0,1,0,0,0
16.04,Sion,mid,1,0,1,0,0,0
16.04,Sylas,mid,1,0,1,0,0,0
16.04,Syndra,mid,1,0,1,0,0,0
16.04,Tristana,bot,1,0,1,0,0,0
16.04,Vi,jng,0,1,1,0,0,0
16.04,Xayah,bot,0,1,1,0,0,0
16.04,Zeri,bot,0,1,1,0,0,0
16.05,Rumble,top,2,4,4,2,2,4
16.05,Qiyana,jng,2,2,3,0,1,1
16.05,Sion,top,1,3,3,0,2,2
16.05,Aatrox,jng,1,2,3,1,1,2
16.05,Ashe,bot,1,2,3,0,0,0
16.05,Cassiopeia,mid,0,3,2,0,2,2
16.05,Corki,bot,1,2,2,1,1,2
16.05,Orianna,mid,0,3,2,0,2,2
16.05,Wukong,jng,1,2,3,1,1,2
16.05,Ambessa,top,0,2,1,0,1,1
16.05,Anivia,mid,1,1,2,0,1,1
16.05,Aurora,mid,0,2,2,0,0,0
16.05,Azir,mid,1,1,2,1,0,1
16.05,Bard,sup,2,0,2,0,0,0
16.05,Dr. Mundo,jng,1,1,2,0,0,0
16.05,Jarvan IV,jng,2,0,2,2,0,2
16.05,K'Sante,top,2,0,2,2,0,2
16.05,Lulu,sup,2,0,2,2,0,2
16.05,Ryze,mid,2,0,2,2,0,2
16.05,Seraphine,sup,1,1,1,0,1,1
16.05,Sivir,bot,2,0,2,1,0,1
16.05,Yunara,bot,2,0,2,2,0,2
16.05,Zaahen,top,0,2,2,0,1,1
16.05,Alistar,sup,1,0,1,0,0,0
16.05,Ambessa,jng,1,0,1,0,0,0
16.05,Aurora,top,1,0,1,0,0,0
16.05,Braum,sup,1,0,1,1,0,1
16.05,Caitlyn,bot,1,0,1,0,0,0
16.05,Karma,sup,0,1,1,0,0,0
16.05,Kog'Maw,mid,1,0,1,1,0,1
16.05,Nami,sup,1,0,1,1,0,1
16.05,Nautilus,sup,0,1,1,0,1,1
16.05,Neeko,sup,0,1,1,0,0,0
16.05,Renekton,top,1,0,1,0,0,0
16.05,Sion,mid,1,0,1,0,0,0
16.05,Sylas,mid,0,1,1,0,0,0
16.05,Taliyah,mid,0,1,1,0,1,1
16.05,Varus,bot,1,0,1,0,0,0
16.05,Viktor,mid,1,0,1,0,0,0
16.05,Volibear,top,1,0,1,0,0,0
16.05,Xayah,bot,0,1,1,0,1,1
16.05,Xerath,mid,1,0,1,0,0,0
16.05,Xin Zhao,jng,0,1,1,0,1,1
16.06,Aatrox,jng,2,6,7,2,4,6
16.06,Rumble,top,3,5,6,2,3,5
16.06,Bard,sup,2,5,3,0,2,2
16.06,Orianna,mid,0,7,5,0,5,5
16.06,Wukong,jng,4,2,5,2,2,4
16.06,Ambessa,top,0,5,2,0,2,2
16.06,Anivia,mid,1,4,5,0,2,2
16.06,Ashe,bot,4,1,5,4,1,5
16.06,Jarvan IV,jng,1,4,4,0,3,3
16.06,Karma,sup,2,3,4,2,1,3
16.06,Pantheon,jng,3,1,4,2,1,3
16.06,Ryze,mid,2,2,4,2,0,2
16.06,Seraphine,sup,4,0,4,4,0,4
16.06,Sion,top,2,2,4,1,1,2
16.06,Azir,mid,2,1,3,2,1,3
16.06,Cassiopeia,top,3,0,3,1,0,1
16.06,Lulu,sup,2,1,3,0,1,1
16.06,Renekton,top,2,1,3,2,0,2
16.06,Aurora,mid,1,1,2,0,0,0
16.06,Caitlyn,bot,2,0,2,1,0,1
16.06,Cassiopeia,mid,0,2,2,0,2,2
16.06,Corki,bot,2,0,2,1,0,1
16.06,Dr. Mundo,jng,0,2,2,0,1,1
16.06,Ezreal,bot,1,1,2,1,1,2
16.06,Gnar,top,2,0,2,0,0,0
16.06,K'Sante,top,0,2,1,0,1,1
16.06,Nami,sup,1,1,2,1,0,1
16.06,Rakan,sup,1,1,2,0,0,0
16.06,Sion,mid,2,0,2,2,0,2
16.06,Yunara,bot,2,0,2,0,0,0
16.06,Ahri,mid,1,0,1,0,0,0
16.06,Alistar,sup,1,0,1,0,0,0
16.06,Ambessa,jng,1,0,1,1,0,1
16.06,Aurora,top,1,0,1,1,0,1
16.06,Braum,sup,0,1,1,0,0,0
16.06,Galio,mid,1,0,1,1,0,1
16.06,Jhin,bot,0,1,1,0,0,0
16.06,Mel,mid,1,0,1,0,0,0
16.06,Miss Fortune,bot,1,0,1,0,0,0
16.06,Qiyana,jng,1,0,1,0,0,0
16.06,Sylas,jng,1,0,1,0,0,0
16.06,Syndra,mid,1,0,1,0,0,0
16.06,Varus,bot,0,1,1,0,1,1
