patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Alistar,sup,1,0,1,1,0,1
16.01,Ambessa,top,0,1,1,0,1,1
16.01,Azir,mid,0,1,1,0,1,1
16.01,Jayce,top,0,1,1,0,1,1
16.01,Karma,sup,0,1,1,0,1,1
16.01,Malphite,jng,1,0,1,1,0,1
16.01,Orianna,mid,0,1,1,0,1,1
16.01,Renekton,top,1,0,1,1,0,1
16.01,Taliyah,mid,1,0,1,1,0,1
16.01,Varus,bot,1,0,1,1,0,1
16.02,Corki,bot,4,0,4,4,0,4
16.02,Malphite,jng,0,4,4,0,4,4
16.02,Ambessa,top,0,3,3,0,3,3
16.02,Fiora,top,0,3,3,0,3,3
16.02,Alistar,sup,2,0,2,2,0,2
16.02,Bard,sup,0,2,2,0,2,2
16.02,Renekton,top,2,0,2,2,0,2
16.02,Rumble,top,1,1,2,1,1,2
16.02,Taliyah,mid,1,1,2,1,1,2
16.02,Varus,bot,0,2,2,0,2,2
16.02,Zaahen,top,1,1,2,1,1,2
16.02,Ambessa,jng,1,0,1,1,0,1
16.02,Anivia,mid,1,0,1,1,0,1
16.02,Azir,mid,1,0,1,1,0,1
16.02,Braum,sup,0,1,1,0,1,1
16.02,Dr. Mundo,jng,1,0,1,1,0,1
16.02,Ezreal,bot,1,0,1,1,0,1
16.02,Gwen,top,0,1,1,0,1,1
16.02,K'Sante,top,0,1,1,0,1,1
16.02,Karma,sup,1,0,1,1,0,1
16.02,Leona,sup,0,1,1,0,1,1
16.02,Nautilus,sup,0,1,1,0,1,1
16.02,Neeko,sup,1,0,1,1,0,1
16.02,Ornn,top,1,0,1,1,0,1
16.02,Pantheon,jng,1,0,1,1,0,1
16.02,Pyke,sup,1,0,1,1,0,1
16.02,Ryze,mid,1,0,1,1,0,1
16.02,Syndra,mid,1,0,1,1,0,1
16.02,Taliyah,jng,1,0,1,1,0,1
16.02,Vi,jng,1,0,1,1,0,1
16.02,Wukong,jng,0,1,1,0,1,1
16.02,Xin Zhao,jng,0,1,1,0,1,1
16.02,Yunara,bot,0,1,1,0,1,1
16.03,Fiora,top,0,6,6,0,6,6
16.03,Alistar,sup,1,3,4,1,3,4
16.03,Ambessa,top,1,3,4,1,3,4
16.03,Orianna,mid,1,3,4,1,3,4
16.03,Rumble,top,2,2,4,2,2,4
16.03,Varus,bot,4,0,4,4,0,4
16.03,Pantheon,jng,2,1,3,2,1,3
16.03,Rell,sup,3,0,3,3,0,3
16.03,Renekton,top,3,0,3,3,0,3
16.03,Taliyah,mid,2,1,3,2,1,3
16.03,Rakan,sup,2,0,2,2,0,2
16.03,Vi,jng,2,0,2,2,0,2
16.03,Yunara,bot,0,2,2,0,2,2
16.03,Ahri,mid,0,1,1,0,1,1
16.03,Akali,mid,0,1,1,0,1,1
16.03,Ambessa,jng,1,0,1,1,0,1
16.03,Anivia,mid,0,1,1,0,1,1
16.03,Aurora,mid,1,0,1,1,0,1
16.03,Corki,bot,0,1,1,0,1,1
16.03,Dr. Mundo,jng,0,1,1,0,1,1
16.03,Ezreal,bot,1,0,1,1,0,1
16.03,Gwen,top,0,1,1,0,1,1
16.03,Jhin,bot,1,0,1,1,0,1
16.03,Mel,mid,0,1,1,0,1,1
16.03,Naafiri,jng,1,0,1,1,0,1
16.03,Nautilus,sup,0,1,1,0,1,1
16.03,Neeko,sup,0,1,1,0,1,1
16.03,Syndra,mid,1,0,1,1,0,1
16.03,Viktor,mid,1,0,1,1,0,1
16.07,Fiora,top,1,4,5,1,4,5
16.07,Nautilus,sup,2,3,5,2,3,5
16.07,Pantheon,jng,1,4,5,1,4,5
16.07,Ashe,bot,2,2,4,2,2,4
16.07,Vi,jng,3,1,4,3,1,4
16.07,Lulu,sup,2,1,3,2,1,3
16.07,Yunara,bot,2,1,3,2,1,3
16.07,Zoe,mid,2,1,3,2,1,3
16.07,Ambessa,top,1,1,2,1,1,2
16.07,Aurora,mid,2,0,2,2,0,2
16.07,Jarvan IV,jng,0,2,2,0,2,2
16.07,K'Sante,top,2,0,2,2,0,2
16.07,Nocturne,jng,1,1,2,1,1,2
16.07,Rumble,top,1,1,2,1,1,2
16.07,Taliyah,mid,1,1,2,1,1,2
16.07,Varus,bot,1,1,2,1,1,2
16.07,Viktor,mid,1,1,2,1,1,2
