patch,champ,role,picks_by,bans_vs,series_presence
16.06,Zoe,mid,0,5,3
16.06,Ambessa,top,1,3,3
16.06,Mel,mid,0,4,3
16.06,Jarvan IV,jng,0,3,3
16.06,Nocturne,jng,1,2,2
16.06,Aurora,mid,1,1,2
16.06,Ezreal,bot,2,0,2
16.06,Neeko,sup,1,1,2
16.06,Orianna,mid,1,1,2
16.06,Sion,top,1,1,2
16.06,Ashe,bot,1,0,1
16.06,Corki,bot,1,0,1
16.06,Dr. Mundo,jng,1,0,1
16.06,Galio,mid,1,0,1
16.06,Gnar,top,1,0,1
16.06,Hwei,mid,1,0,1
16.06,Karma,sup,0,1,1
16.06,Leona,sup,1,0,1
16.06,Lulu,sup,1,0,1
16.06,Master Yi,jng,1,0,1
16.06,Nami,sup,1,0,1
16.06,Pantheon,jng,1,0,1
16.06,Poppy,top,1,0,1
16.06,Rumble,top,1,0,1
16.06,Seraphine,sup,1,0,1
16.06,Sivir,bot,1,0,1
16.06,Taliyah,mid,1,0,1
16.06,Vex,mid,0,1,1
16.06,Vi,jng,1,0,1
16.06,Wukong,jng,0,1,1
16.06,Xin Zhao,jng,0,1,1
16.07,Zoe,mid,0,7,4
16.07,Neeko,sup,1,4,4
16.07,Mel,mid,0,4,2
16.07,Aurora,mid,1,2,3
16.07,Nocturne,jng,1,2,2
16.07,Seraphine,sup,1,2,3
16.07,Ahri,mid,1,1,2
16.07,Ambessa,top,1,1,2
16.07,Bard,sup,2,0,2
16.07,Gnar,top,1,1,1
16.07,Karma,sup,1,1,1
16.07,Orianna,mid,1,1,2
16.07,Pantheon,jng,2,0,2
16.07,Rumble,top,0,2,1
16.07,Sion,top,2,0,2
16.07,Yorick,top,1,1,2
16.07,Yunara,bot,2,0,2
16.07,Alistar,sup,0,1,1
16.07,Annie,mid,0,1,1
16.07,Ashe,bot,1,0,1
16.07,Caitlyn,bot,1,0,1
16.07,Corki,bot,1,0,1
16.07,Dr. Mundo,jng,1,0,1
16.07,Ezreal,bot,1,0,1
16.07,Galio,mid,1,0,1
16.07,Gwen,top,0,1,1
16.07,Hwei,mid,1,0,1
16.07,Jarvan IV,jng,0,1,1
16.07,Kennen,top,1,0,1
16.07,Lux,mid,1,0,1
16.07,Master Yi,jng,0,1,1
16.07,Nami,sup,1,0,1
16.07,Rakan,sup,1,0,1
16.07,Rengar,jng,1,0,1
16.07,Varus,bot,1,0,1
16.07,Vayne,top,1,0,1
16.07,Viktor,mid,0,1,1
16.07,Wukong,jng,1,0,1
16.07,Xin Zhao,jng,1,0,1
16.07,Ziggs,mid,1,0,1
16.08,Orianna,mid,0,6,3
16.08,Varus,bot,2,2,3
16.08,Zoe,mid,1,3,3
16.08,Aurora,mid,1,2,2
16.08,Ezreal,bot,3,0,3
16.08,Karma,sup,0,3,1
16.08,Mel,mid,1,2,2
16.08,Pantheon,jng,2,1,3
16.08,Ambessa,top,1,1,2
16.08,Bard,sup,2,0,2
16.08,Jarvan IV,jng,2,0,2
16.08,Master Yi,jng,0,2,2
16.08,Nautilus,sup,2,0,2
16.08,Neeko,sup,1,1,1
16.08,Nocturne,jng,0,2,2
16.08,Rumble,top,2,0,2
16.08,Seraphine,sup,0,2,1
16.08,Vi,jng,2,0,2
16.08,Ziggs,mid,2,0,2
16.08,Alistar,sup,0,1,1
16.08,Anivia,mid,0,1,1
16.08,Annie,mid,1,0,1
16.08,Ashe,bot,0,1,1
16.08,Hwei,mid,1,0,1
16.08,Jayce,top,0,1,1
16.08,Kai'Sa,bot,1,0,1
16.08,Lucian,bot,1,0,1
16.08,Milio,sup,1,0,1
16.08,Ornn,top,1,0,1
16.08,Poppy,top,1,0,1
16.08,Renekton,top,1,0,1
16.08,Sejuani,jng,1,0,1
16.08,Sion,top,1,0,1
16.08,Yorick,top,0,1,1
16.08,Yuumi,sup,1,0,1
16.09,Karma,sup,0,2,1
16.09,Neeko,sup,0,2,1
16.09,Nocturne,jng,0,2,1
16.09,Orianna,mid,0,2,1
16.09,Zoe,mid,1,1,1
16.09,Ahri,mid,1,0,1
16.09,Annie,mid,0,1,1
16.09,Aurora,mid,1,0,1
16.09,Bard,sup,0,1,1
16.09,Dr. Mundo,jng,0,1,1
16.09,Ezreal,bot,1,0,1
16.09,Jarvan IV,jng,1,0,1
16.09,Jhin,bot,1,0,1
16.09,Leona,sup,1,0,1
16.09,Lulu,sup,0,1,1
16.09,Nautilus,sup,1,0,1
16.09,Pantheon,jng,1,0,1
16.09,Rakan,sup,1,0,1
16.09,Rumble,top,1,0,1
16.09,Sion,top,1,0,1
16.09,Varus,bot,0,1,1
16.09,Wukong,jng,1,0,1
16.09,Xayah,bot,1,0,1
16.09,Yorick,top,1,0,1
16.09,Ziggs,bot,0,1,1
