patch,champ,role,picks_vs,bans_vs
16.01,Jayce,top,0,7
16.01,Neeko,sup,1,5
16.01,Rumble,top,1,5
16.01,Azir,mid,3,2
16.01,Malphite,jng,0,4
16.01,Nautilus,sup,1,3
16.01,Yunara,bot,3,1
16.01,Alistar,sup,2,1
16.01,Gwen,top,1,2
16.01,Jarvan IV,jng,2,1
16.01,Kai'Sa,bot,2,1
16.01,Orianna,mid,1,2
16.01,Poppy,sup,1,2
16.01,Rakan,sup,2,1
16.01,Renekton,top,1,2
16.01,Vi,jng,1,2
16.01,Wukong,jng,2,1
16.01,Akali,mid,1,1
16.01,Aphelios,bot,0,2
16.01,Bard,sup,1,1
16.01,Gnar,top,2,0
16.01,Kennen,top,1,1
16.01,LeBlanc,mid,1,1
16.01,Nocturne,jng,0,2
16.01,Pantheon,jng,2,0
16.01,Sivir,bot,2,0
16.01,Varus,bot,1,1
16.01,Xin Zhao,jng,2,0
16.01,Aatrox,top,1,0
16.01,Aatrox,jng,1,0
16.01,Ahri,mid,0,1
16.01,Ambessa,top,1,0
16.01,Aurora,mid,1,0
16.01,Braum,sup,1,0
16.01,Cassiopeia,mid,0,1
16.01,Corki,bot,0,1
16.01,Dr. Mundo,jng,1,0
16.01,Ezreal,bot,1,0
16.01,Galio,mid,1,0
16.01,K'Sante,top,1,0
16.01,Karma,sup,1,0
16.01,Lucian,bot,1,0
16.01,Lulu,sup,1,0
16.01,Rek'Sai,top,1,0
16.01,Ryze,mid,1,0
16.01,Taliyah,mid,1,0
16.01,Trundle,jng,0,1
16.01,Xayah,bot,1,0
16.01,Zaahen,top,1,0
16.01,Zoe,mid,1,0
16.02,Malphite,jng,1,4
16.02,Varus,bot,0,5
16.02,Gnar,top,1,2
16.02,Jayce,top,0,3
16.02,Kennen,top,0,3
16.02,Neeko,sup,1,2
16.02,Orianna,mid,2,1
16.02,Rumble,top,0,3
16.02,Ambessa,top,2,0
16.02,Azir,mid,1,1
16.02,Corki,bot,0,2
16.02,Jarvan IV,jng,1,1
16.02,Jax,top,1,1
16.02,K'Sante,top,2,0
16.02,Lucian,bot,1,1
16.02,Nautilus,sup,2,0
16.02,Poppy,sup,0,2
16.02,Rakan,sup,2,0
16.02,Xayah,bot,2,0
16.02,Xin Zhao,jng,2,0
16.02,Yunara,bot,2,0
16.02,Aatrox,jng,1,0
16.02,Ahri,mid,1,0
16.02,Akali,mid,0,1
16.02,Alistar,sup,1,0
16.02,Aphelios,bot,0,1
16.02,Bard,sup,1,0
16.02,Caitlyn,bot,0,1
16.02,Elise,sup,0,1
