patch,champ,role,picks_vs,bans_vs
16.04,Ambessa,top,0,2
16.04,Azir,mid,0,2
16.04,Karma,sup,0,2
16.04,Nocturne,jng,0,2
16.04,Orianna,mid,1,1
16.04,Alistar,sup,1,0
16.04,Ashe,bot,1,0
16.04,Leona,sup,0,1
16.04,Pantheon,jng,1,0
16.04,Renekton,top,1,0
16.04,Seraphine,sup,1,0
16.04,Sion,top,1,0
16.04,Sivir,bot,1,0
16.04,Taliyah,mid,1,0
16.04,Trundle,jng,1,0
16.05,Ambessa,top,0,3
16.05,Yunara,bot,2,1
16.05,K'Sante,top,2,0
16.05,Neeko,sup,1,1
16.05,Pantheon,jng,0,2
16.05,Ryze,mid,1,1
16.05,Varus,bot,0,2
16.05,Wukong,jng,2,0
16.05,Zaahen,top,0,2
16.05,Aatrox,jng,1,0
16.05,Akali,mid,1,0
16.05,Anivia,mid,0,1
16.05,Ashe,sup,1,0
16.05,Corki,bot,0,1
16.05,Draven,bot,0,1
16.05,Ezreal,bot,1,0
16.05,Gnar,top,0,1
16.05,Gwen,top,0,1
16.05,Jhin,bot,1,0
16.05,Kai'Sa,bot,0,1
16.05,Karma,sup,1,0
16.05,Mel,mid,1,0
16.05,Nautilus,sup,1,0
16.05,Orianna,mid,0,1
16.05,Poppy,sup,0,1
16.05,Renekton,top,1,0
16.05,Singed,top,1,0
16.05,Taliyah,mid,1,0
16.05,Trundle,jng,1,0
16.06,Orianna,mid,0,3
16.06,Rumble,top,1,2
16.06,Ryze,mid,0,3
16.06,Vi,jng,1,2
16.06,Ahri,mid,1,1
16.06,Ambessa,top,2,0
16.06,Azir,mid,1,1
16.06,Bard,sup,0,2
16.06,Ezreal,bot,2,0
16.06,Lulu,sup,2,0
16.06,Neeko,sup,1,1
16.06,Pantheon,jng,0,2
16.06,Xin Zhao,jng,1,1
16.06,Aatrox,top,1,0
16.06,Akali,mid,0,1
16.06,Aurora,mid,1,0
16.06,Corki,bot,1,0
16.06,Dr. Mundo,jng,1,0
16.06,Jayce,top,1,0
16.06,Leona,sup,1,0
16.06,Nami,sup,0,1
16.06,Nocturne,jng,1,0
16.06,Ornn,top,0,1
16.06,Seraphine,sup,1,0
16.06,Sion,top,0,1
16.06,Sivir,bot,1,0
16.06,Skarner,jng,1,0
16.06,Sylas,mid,1,0
16.06,Varus,bot,0,1
16.06,Viktor,mid,1,0
16.06,Wukong,jng,0,1
16.06,Yunara,bot,1,0
16.06,Zaahen,top,0,1
16.07,Gnar,top,0,3
16.07,Jarvan IV,jng,1,2
16.07,Akali,mid,0,2
16.07,Dr. Mundo,jng,0,2
16.07,Karma,sup,0,2
16.07,Orianna,mid,0,2
16.07,Ryze,mid,0,2
16.07,Ambessa,top,0,1
16.07,Annie,mid,1,0
16.07,Ashe,bot,1,0
16.07,Aurora,mid,1,0
16.07,Blitzcrank,sup,1,0
16.07,Braum,sup,1,0
16.07,Corki,bot,1,0
16.07,Ezreal,bot,1,0
16.07,Galio,top,1,0
16.07,Jax,top,0,1
16.07,K'Sante,top,1,0
16.07,Lissandra,mid,1,0
