patch,champ,role,picks_by,bans_vs
16.02,Qiyana,jng,3,4
16.02,Sion,top,6,1
16.02,Ryze,mid,4,2
16.02,Bard,sup,2,3
16.02,Varus,bot,3,2
16.02,Jayce,top,0,4
16.02,Neeko,sup,2,2
16.02,Viego,jng,3,1
16.02,Viktor,mid,2,2
16.02,Alistar,sup,2,1
16.02,Rumble,top,0,3
16.02,Ahri,mid,1,1
16.02,Aurora,mid,0,2
16.02,Graves,jng,2,0
16.02,Jarvan IV,jng,0,2
16.02,Malphite,jng,0,2
16.02,Yunara,bot,2,0
16.02,Caitlyn,bot,0,1
16.02,Ekko,mid,0,1
16.02,Ezreal,bot,1,0
16.02,Galio,mid,0,1
16.02,Gnar,top,0,1
16.02,K'Sante,top,1,0
16.02,Kai'Sa,bot,1,0
16.02,Karma,sup,0,1
16.02,LeBlanc,mid,0,1
16.02,Lee Sin,jng,0,1
16.02,Nautilus,sup,1,0
16.02,Rell,sup,1,0
16.02,Renekton,top,1,0
16.02,Talon,jng,0,1
16.02,Varus,mid,1,0
16.02,Ziggs,bot,1,0
16.03,Graves,jng,1,4
16.03,Qiyana,jng,0,5
16.03,Viego,jng,3,2
16.03,Bard,sup,4,0
16.03,Jhin,bot,4,0
16.03,Neeko,sup,2,1
16.03,Ornn,top,3,0
16.03,Sion,top,1,2
16.03,K'Sante,top,0,2
16.03,Lee Sin,jng,2,0
16.03,Malphite,jng,0,2
16.03,Ryze,mid,1,1
16.03,Viktor,mid,0,2
16.03,Akali,mid,0,1
16.03,Ambessa,top,1,0
16.03,Anivia,mid,0,1
16.03,Aurora,mid,1,0
16.03,Azir,mid,0,1
16.03,Ezreal,bot,1,0
16.03,Galio,mid,0,1
16.03,Gnar,top,1,0
16.03,Hwei,mid,1,0
16.03,Jayce,top,0,1
16.03,Kai'Sa,bot,1,0
16.03,Renekton,top,0,1
16.03,Rumble,top,0,1
16.03,Swain,mid,1,0
16.03,Sylas,mid,1,0
16.03,Syndra,mid,1,0
16.03,Varus,bot,0,1
16.03,Vi,jng,0,1
16.04,Graves,jng,1,3
16.04,Ryze,mid,2,2
16.04,Sion,top,3,1
16.04,Viego,jng,0,4
16.04,Ezreal,bot,3,0
16.04,Viktor,mid,1,2
16.04,Ahri,mid,2,0
16.04,Corki,bot,1,1
16.04,Karma,sup,2,0
16.04,Lee Sin,jng,1,1
16.04,Qiyana,jng,1,1
16.04,Zed,jng,2,0
16.04,Ashe,bot,0,1
16.04,Braum,sup,1,0
16.04,Caitlyn,bot,0,1
16.04,Jarvan IV,jng,0,1
16.04,K'Sante,top,1,0
16.04,Kalista,bot,1,0
16.04,Kha'Zix,jng,0,1
16.04,Nautilus,sup,1,0
16.04,Ornn,top,1,0
16.04,Renata Glasc,sup,1,0
16.04,Renekton,top,0,1
16.04,Sylas,mid,0,1
16.04,Taliyah,mid,0,1
16.04,Varus,bot,0,1
16.04,Yunara,bot,0,1
16.04,Zed,mid,0,1
16.07,Ryze,mid,3,3
16.07,Ashe,bot,2,3
16.07,Naafiri,jng,3,2
16.07,Bard,sup,1,3
16.07,Akali,mid,2,1
16.07,Ambessa,top,1,2
16.07,Ezreal,bot,1,2
16.07,Renekton,top,2,1
16.07,Gnar,top,1,1
16.07,Gwen,top,1,1
16.07,Kalista,bot,2,0
16.07,Karma,sup,1,1
16.07,LeBlanc,mid,1,1
16.07,Neeko,sup,1,1
16.07,Pantheon,jng,2,0
16.07,Rumble,top,0,2
16.07,Seraphine,sup,1,1
16.07,Xin Zhao,jng,2,0
16.07,Aurora,mid,1,0
16.07,Dr. Mundo,jng,0,1
16.07,Jarvan IV,jng,0,1
16.07,Jayce,top,0,1
16.07,Jhin,bot,0,1
16.07,Lucian,bot,1,0
16.07,Lulu,sup,0,1
16.07,Nami,sup,1,0
16.07,Orianna,mid,0,1
16.07,Poppy,sup,1,0
16.07,Rakan,sup,0,1
16.07,Renata Glasc,sup,1,0
16.07,Sion,top,1,0
16.07,Sivir,bot,1,0
16.07,Varus,bot,0,1
16.07,Vi,jng,0,1
16.07,Yunara,bot,0,1
16.07,Zaahen,top,1,0
16.08,Akali,mid,1,3
16.08,Kalista,bot,2,2
16.08,Ryze,mid,2,2
16.08,Jarvan IV,jng,2,1
16.08,Naafiri,jng,0,3
16.08,Yunara,bot,1,2
16.08,Bard,sup,1,1
16.08,Ezreal,bot,0,2
16.08,Gnar,top,2,0
16.08,Karma,sup,0,2
16.08,LeBlanc,mid,2,0
16.08,Renekton,top,1,1
16.08,Varus,bot,1,1
16.08,Alistar,sup,1,0
16.08,Ambessa,top,1,0
16.08,Ambessa,jng,1,0
16.08,Ashe,bot,0,1
16.08,Dr. Mundo,jng,1,0
16.08,Hwei,mid,0,1
16.08,K'Sante,top,1,0
16.08,Nautilus,sup,0,1
16.08,Neeko,sup,0,1
16.08,Orianna,mid,0,1
16.08,Rakan,sup,1,0
16.08,Rell,sup,1,0
16.08,Sivir,bot,1,0
16.08,Soraka,sup,1,0
16.08,Xin Zhao,jng,1,0
