patch,champ,role,picks_by,bans_vs
16.02,Jayce,top,0,3
16.02,Orianna,mid,2,1
16.02,Akali,mid,0,2
16.02,Bard,sup,1,1
16.02,Corki,bot,2,0
16.02,Nami,sup,2,0
16.02,Nocturne,jng,1,1
16.02,Rumble,top,1,1
16.02,Ryze,mid,1,1
16.02,Varus,bot,0,2
16.02,Yone,mid,1,1
16.02,Ahri,mid,0,1
16.02,Ambessa,top,1,0
16.02,Jarvan IV,jng,1,0
16.02,Jhin,bot,1,0
16.02,Karma,sup,0,1
16.02,Lulu,sup,0,1
16.02,Malphite,jng,0,1
16.02,Nautilus,sup,0,1
16.02,Neeko,sup,0,1
16.02,Renekton,top,1,0
16.02,Sion,top,1,0
16.02,Sylas,mid,0,1
16.02,Tahm Kench,sup,1,0
16.02,Vi,jng,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.03,Ezreal,bot,2,1
16.03,Aurora,mid,0,2
16.03,Azir,mid,0,2
16.03,Jarvan IV,jng,2,0
16.03,Karma,sup,1,1
16.03,Nami,sup,1,1
16.03,Nautilus,sup,0,2
16.03,Orianna,mid,1,1
16.03,Renekton,top,1,1
16.03,Rumble,top,1,1
16.03,Ryze,mid,2,0
16.03,Akali,mid,0,1
16.03,Alistar,sup,1,0
16.03,Ambessa,top,1,0
16.03,Bard,sup,0,1
16.03,Gwen,top,0,1
16.03,Jayce,top,0,1
16.03,Lee Sin,jng,1,0
16.03,Lucian,bot,1,0
16.03,Lulu,sup,0,1
16.03,Neeko,sup,1,0
16.03,Sion,top,1,0
16.03,Sivir,bot,0,1
16.03,Sylas,mid,0,1
16.03,Trundle,jng,0,1
16.03,Viktor,mid,1,0
16.03,Wukong,jng,1,0
16.03,Yunara,bot,1,0
16.04,Vi,jng,1,5
16.04,Ambessa,top,1,3
16.04,Jarvan IV,jng,1,3
16.04,Pantheon,jng,1,2
16.04,Rumble,top,2,1
16.04,Sylas,mid,0,3
16.04,Azir,mid,1,1
16.04,Gnar,top,2,0
16.04,Jhin,bot,1,1
16.04,Karma,sup,0,2
16.04,Nami,sup,1,1
16.04,Neeko,sup,2,0
16.04,Orianna,mid,1,1
16.04,Rakan,sup,1,1
16.04,Renekton,top,1,1
16.04,Trundle,jng,1,1
16.04,Ahri,mid,1,0
16.04,Anivia,mid,0,1
16.04,Aphelios,bot,1,0
16.04,Ashe,bot,0,1
16.04,Aurora,mid,1,0
16.04,Bard,sup,1,0
16.04,Blitzcrank,sup,0,1
16.04,Camille,top,1,0
16.04,Corki,bot,1,0
16.04,Dr. Mundo,jng,1,0
16.04,Galio,mid,1,0
16.04,Gwen,top,0,1
16.04,Kai'Sa,bot,1,0
16.04,Kalista,bot,1,0
16.04,LeBlanc,mid,0,1
16.04,Lucian,bot,1,0
16.04,Lulu,sup,1,0
16.04,Nocturne,jng,0,1
16.04,Renata Glasc,sup,1,0
16.04,Ryze,mid,1,0
16.04,Taliyah,mid,1,0
16.04,Varus,bot,0,1
16.04,Viktor,mid,0,1
16.04,Wukong,jng,1,0
16.04,Xayah,bot,0,1
16.04,Yunara,bot,1,0
16.04,Zaahen,jng,1,0
16.07,Karma,sup,0,6
16.07,Seraphine,sup,2,4
16.07,Ryze,mid,4,1
16.07,Varus,bot,2,3
16.07,Bard,sup,1,3
16.07,Nautilus,sup,1,3
16.07,Pantheon,jng,1,3
16.07,Renekton,top,2,2
16.07,Rumble,top,2,2
16.07,Jarvan IV,jng,1,2
16.07,Orianna,mid,0,3
16.07,Rell,sup,3,0
16.07,Xin Zhao,jng,3,0
16.07,Akali,mid,1,1
16.07,Anivia,mid,0,2
16.07,Ashe,bot,2,0
16.07,Aurora,mid,2,0
16.07,Gnar,top,1,1
16.07,Jayce,top,2,0
16.07,Lee Sin,jng,2,0
16.07,Rakan,sup,1,1
16.07,Vi,jng,1,1
16.07,Xayah,bot,2,0
16.07,Ambessa,top,0,1
16.07,Azir,mid,1,0
16.07,Caitlyn,bot,1,0
16.07,Draven,bot,0,1
16.07,Ezreal,bot,1,0
16.07,Galio,mid,1,0
16.07,Gwen,top,0,1
16.07,Jax,top,1,0
16.07,Jhin,bot,1,0
16.07,Lulu,sup,1,0
16.07,Mel,mid,0,1
16.07,Miss Fortune,bot,0,1
16.07,Naafiri,jng,0,1
16.07,Neeko,sup,1,0
16.07,Nocturne,jng,1,0
16.07,Ornn,top,1,0
16.07,Sejuani,jng,1,0
16.07,Sivir,bot,0,1
16.07,Sylas,mid,1,0
16.07,Trundle,jng,0,1
16.07,Vayne,top,0,1
16.07,Viktor,mid,0,1
16.07,Yone,mid,0,1
16.07,Yorick,top,1,0
16.07,Yunara,bot,1,0
16.07,Ziggs,bot,0,1
16.08,Lucian,bot,2,6
16.08,Seraphine,sup,4,4
16.08,Karma,sup,1,5
16.08,Ryze,mid,1,5
16.08,Jayce,top,0,5
16.08,Nocturne,jng,1,4
16.08,Sion,top,4,1
16.08,Annie,mid,3,1
16.08,Ashe,bot,4,0
16.08,Gnar,top,4,0
16.08,Ornn,top,2,2
16.08,Pantheon,jng,3,1
16.08,Aurora,mid,1,2
16.08,Nautilus,sup,2,1
16.08,Orianna,mid,0,3
16.08,Rakan,sup,2,1
16.08,Renata Glasc,sup,1,2
16.08,Renekton,top,1,2
16.08,Sylas,mid,1,2
16.08,Xayah,bot,2,1
16.08,Xin Zhao,jng,3,0
16.08,Yone,mid,2,1
16.08,Ahri,mid,2,0
16.08,Akali,mid,0,2
16.08,Bard,sup,0,2
16.08,Ezreal,bot,1,1
16.08,Jarvan IV,jng,2,0
16.08,Jax,top,1,1
16.08,Varus,bot,1,1
16.08,Aatrox,jng,1,0
16.08,Ambessa,top,0,1
16.08,Anivia,mid,0,1
16.08,Azir,mid,1,0
16.08,Caitlyn,bot,0,1
16.08,Galio,mid,0,1
16.08,Gwen,top,0,1
16.08,Jayce,mid,1,0
16.08,Jhin,bot,1,0
16.08,K'Sante,top,0,1
16.08,Kalista,bot,1,0
16.08,LeBlanc,mid,1,0
16.08,Lulu,sup,0,1
16.08,Maokai,jng,1,0
16.08,Milio,sup,1,0
16.08,Naafiri,jng,1,0
16.08,Nami,sup,1,0
16.08,Neeko,sup,1,0
16.08,Rumble,top,1,0
16.08,Senna,bot,1,0
16.08,Skarner,jng,0,1
16.08,Wukong,jng,1,0
16.08,Ziggs,bot,0,1
16.09,Lee Sin,jng,1,2
16.09,Pantheon,jng,0,3
16.09,Annie,mid,1,1
16.09,Ashe,bot,2,0
16.09,Gragas,top,2,0
16.09,Jarvan IV,jng,0,2
16.09,Karma,sup,0,2
16.09,Nocturne,jng,0,2
16.09,Orianna,mid,0,2
16.09,Rakan,sup,2,0
16.09,Sejuani,jng,2,0
16.09,Seraphine,sup,2,0
16.09,Sion,top,0,2
16.09,Wukong,jng,0,2
16.09,Xayah,bot,2,0
16.09,Xin Zhao,jng,1,1
16.09,Yone,mid,2,0
16.09,Anivia,mid,0,1
16.09,Aurora,mid,1,0
16.09,Bard,sup,0,1
16.09,Caitlyn,bot,1,0
16.09,Jax,top,1,0
16.09,Naafiri,jng,0,1
16.09,Neeko,sup,1,0
16.09,Ornn,top,1,0
16.09,Renekton,top,0,1
16.09,Rumble,top,1,0
16.09,Ryze,mid,0,1
16.09,Skarner,jng,1,0
16.09,Viktor,mid,1,0
16.09,Yorick,top,0,1
16.10,Nocturne,jng,0,5
16.10,Jarvan IV,jng,1,2
16.10,Lucian,bot,1,2
16.10,Neeko,sup,1,2
16.10,Orianna,mid,1,2
16.10,Seraphine,sup,0,3
16.10,Varus,bot,0,3
16.10,Ambessa,top,1,1
16.10,Annie,mid,1,1
16.10,Bard,sup,0,2
16.10,Ezreal,bot,2,0
16.10,Jayce,top,1,1
16.10,Karma,sup,1,1
16.10,Lee Sin,jng,1,1
16.10,Naafiri,jng,1,1
16.10,Renekton,top,2,0
16.10,Ryze,mid,2,0
16.10,Vi,jng,1,1
16.10,Yone,mid,1,1
16.10,Ziggs,bot,0,2
16.10,Akali,mid,0,1
16.10,Aphelios,bot,1,0
16.10,Aurora,mid,1,0
16.10,Caitlyn,bot,1,0
16.10,Cassiopeia,mid,0,1
16.10,Corki,bot,1,0
16.10,Jax,top,1,0
16.10,Mel,bot,1,0
16.10,Milio,sup,1,0
16.10,Ornn,top,0,1
16.10,Pantheon,jng,1,0
16.10,Pantheon,sup,1,0
16.10,Rakan,sup,1,0
16.10,Rek'Sai,jng,1,0
16.10,Rell,sup,1,0
16.10,Rumble,top,1,0
16.10,Shen,top,1,0
16.10,Sona,sup,1,0
16.10,Twisted Fate,mid,1,0
16.10,Xayah,bot,0,1
16.10,Xin Zhao,jng,1,0
