patch,champ,role,picks_by,bans_vs,series_presence
16.04,Bard,sup,0,2,2
16.04,Dr. Mundo,jng,1,1,2
16.04,Jarvan IV,jng,0,2,2
16.04,Alistar,sup,0,1,1
16.04,Anivia,mid,1,0,1
16.04,Corki,bot,1,0,1
16.04,Hwei,mid,1,0,1
16.04,Karma,sup,1,0,1
16.04,Nami,sup,0,1,1
16.04,Nautilus,sup,0,1,1
16.04,Neeko,sup,0,1,1
16.04,Orianna,mid,0,1,1
16.04,Ornn,top,1,0,1
16.04,Pyke,sup,1,0,1
16.04,Rumble,top,1,0,1
16.04,Varus,bot,1,0,1
16.04,Xin Zhao,jng,1,0,1
16.05,Jarvan IV,jng,0,4,3
16.05,Aurora,mid,0,3,2
16.05,Kai'Sa,bot,2,0,2
16.05,Karma,sup,1,1,2
16.05,Orianna,mid,2,0,2
16.05,Pantheon,jng,0,2,2
16.05,Renekton,top,0,2,1
16.05,Ryze,mid,1,1,2
16.05,Wukong,jng,0,2,2
16.05,Yunara,bot,2,0,2
16.05,Anivia,mid,0,1,1
16.05,Caitlyn,bot,1,0,1
16.05,Dr. Mundo,jng,1,0,1
16.05,Gwen,top,1,0,1
16.05,Hwei,mid,1,0,1
16.05,Jax,top,1,0,1
16.05,K'Sante,top,0,1,1
16.05,Kennen,top,0,1,1
16.05,Malphite,jng,0,1,1
16.05,Maokai,jng,1,0,1
16.05,Mordekaiser,top,1,0,1
16.05,Naafiri,jng,1,0,1
16.05,Nautilus,sup,0,1,1
16.05,Neeko,sup,1,0,1
16.05,Nocturne,jng,0,1,1
16.05,Ornn,top,1,0,1
16.05,Pyke,sup,1,0,1
16.05,Rakan,sup,1,0,1
16.05,Rell,sup,1,0,1
16.05,Rumble,top,1,0,1
16.05,Sion,top,0,1,1
16.05,Trundle,jng,1,0,1
16.05,Varus,bot,0,1,1
16.05,Vi,jng,0,1,1
16.05,Viktor,mid,1,0,1
16.05,Xin Zhao,jng,1,0,1
16.05,Zaahen,top,0,1,1
16.06,Jayce,top,0,2,1
16.06,Karma,sup,0,2,1
16.06,Ambessa,top,0,1,1
16.06,Corki,bot,1,0,1
16.06,Dr. Mundo,jng,1,0,1
16.06,Gwen,top,0,1,1
16.06,Morgana,sup,1,0,1
16.06,Nami,sup,1,0,1
16.06,Ornn,top,1,0,1
16.06,Pantheon,jng,0,1,1
16.06,Renekton,top,0,1,1
16.06,Rumble,top,1,0,1
16.06,Ryze,mid,1,0,1
16.06,Sion,top,0,1,1
16.06,Sivir,bot,1,0,1
16.06,Varus,bot,0,1,1
16.06,Viktor,mid,1,0,1
16.06,Wukong,jng,1,0,1
16.07,Aurora,mid,1,2,2
16.07,Karma,sup,2,1,2
16.07,Ashe,bot,0,2,1
16.07,Braum,sup,1,1,2
16.07,Dr. Mundo,jng,0,2,1
16.07,Ezreal,bot,2,0,2
16.07,Gwen,top,0,2,1
16.07,Jayce,top,0,2,1
16.07,Orianna,mid,0,2,1
16.07,Anivia,mid,0,1,1
16.07,Caitlyn,bot,1,0,1
16.07,Galio,mid,0,1,1
16.07,Jarvan IV,jng,1,0,1
16.07,Jhin,bot,1,0,1
16.07,LeBlanc,mid,0,1,1
16.07,Malphite,top,1,0,1
16.07,Mel,mid,1,0,1
16.07,Neeko,sup,1,0,1
16.07,Pantheon,jng,0,1,1
16.07,Poppy,sup,0,1,1
16.07,Renekton,mid,1,0,1
16.07,Rumble,top,1,0,1
16.07,Sion,top,1,0,1
16.07,Sylas,mid,1,0,1
16.07,Varus,bot,0,1,1
16.07,Viktor,top,1,0,1
16.07,Wukong,jng,1,0,1
16.07,Xin Zhao,jng,1,0,1
16.07,Zaahen,jng,1,0,1
