patch,champ,role,picks_by,bans_vs
16.09,Orianna,mid,0,6
16.09,Karma,sup,0,5
16.09,Pantheon,jng,1,4
16.09,Bard,sup,4,0
16.09,Ezreal,bot,1,3
16.09,Jarvan IV,jng,2,2
16.09,Jhin,bot,2,2
16.09,Annie,mid,2,1
16.09,K'Sante,top,2,1
16.09,Xin Zhao,jng,2,1
16.09,Aurora,mid,1,1
16.09,Braum,sup,0,2
16.09,Cassiopeia,mid,2,0
16.09,Corki,bot,2,0
16.09,Gnar,top,2,0
16.09,Lee Sin,jng,2,0
16.09,Lucian,bot,2,0
16.09,Milio,sup,1,1
16.09,Nocturne,jng,1,1
16.09,Seraphine,sup,0,2
16.09,Anivia,mid,1,0
16.09,Ashe,bot,0,1
16.09,Azir,mid,1,0
16.09,Caitlyn,bot,0,1
16.09,Galio,mid,0,1
16.09,Gwen,top,1,0
16.09,Hwei,mid,0,1
16.09,Jayce,top,1,0
16.09,Nami,sup,0,1
16.09,Nautilus,sup,1,0
16.09,Neeko,sup,1,0
16.09,Pyke,sup,1,0
16.09,Renekton,top,1,0
16.09,Ryze,mid,0,1
16.09,Sion,top,1,0
16.09,Syndra,mid,0,1
16.09,Varus,bot,0,1
16.09,Viktor,mid,1,0
16.09,Yunara,bot,1,0
