patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Malphite,jng,1,6,6,1,5,6
16.01,Lucian,bot,1,5,6,1,5,6
16.01,Rumble,top,1,5,5,1,4,5
16.01,Karma,sup,2,3,5,2,3,5
16.01,Jarvan IV,jng,4,0,4,4,0,4
16.01,Nami,sup,3,1,4,3,1,4
16.01,Ryze,mid,3,1,4,3,1,4
16.01,Sejuani,jng,3,1,3,2,1,3
16.01,K'Sante,top,3,0,3,3,0,3
16.01,Kai'Sa,bot,2,1,3,2,1,3
16.01,Orianna,mid,1,2,3,1,2,3
16.01,Viktor,mid,2,1,3,1,1,2
16.01,Yunara,bot,1,2,3,1,2,3
16.01,Aphelios,bot,1,1,2,0,1,1
16.01,Cho'Gath,top,0,2,2,0,1,1
16.01,Diana,jng,1,1,2,1,1,2
16.01,Ezreal,bot,2,0,2,2,0,2
16.01,Jayce,top,1,1,2,1,1,2
16.01,Lulu,sup,2,0,2,1,0,1
16.01,Sion,top,1,1,2,1,1,2
16.01,Aatrox,jng,0,1,1,0,1,1
16.01,Aatrox,top,1,0,1,0,0,0
16.01,Alistar,sup,0,1,1,0,1,1
16.01,Corki,bot,1,0,1,1,0,1
16.01,Corki,mid,1,0,1,1,0,1
16.01,Fiora,top,0,1,1,0,0,0
16.01,Kennen,top,1,0,1,1,0,1
16.01,Miss Fortune,bot,0,1,1,0,1,1
16.01,Naafiri,jng,0,1,1,0,1,1
16.01,Neeko,sup,0,1,1,0,1,1
16.01,Ornn,top,0,1,1,0,0,0
16.01,Rakan,sup,1,0,1,1,0,1
16.01,Rumble,mid,1,0,1,1,0,1
16.01,Seraphine,sup,1,0,1,1,0,1
16.01,Sivir,bot,0,1,1,0,1,1
16.01,Syndra,mid,0,1,1,0,1,1
16.01,Taliyah,mid,0,1,1,0,1,1
16.01,Varus,bot,1,0,1,1,0,1
16.01,Yone,top,1,0,1,1,0,1
16.01,Ziggs,mid,1,0,1,1,0,1
16.01,Ziggs,bot,0,1,1,0,1,1
16.02,Jarvan IV,jng,0,5,2,0,2,2
16.02,Malphite,jng,0,4,2,0,2,2
16.02,Nami,sup,2,1,2,1,1,2
16.02,Rakan,sup,2,1,2,0,1,1
16.02,Rumble,top,1,2,2,1,1,2
16.02,Sejuani,jng,0,3,1,0,1,1
16.02,Kai'Sa,bot,1,1,2,0,1,1
16.02,Nocturne,jng,1,1,2,0,0,0
16.02,Orianna,mid,2,0,2,0,0,0
16.02,Trundle,jng,1,1,2,0,1,1
16.02,Viktor,mid,1,1,2,1,0,1
16.02,Zaahen,top,2,0,2,1,0,1
16.02,Aphelios,bot,1,0,1,1,0,1
16.02,Cassiopeia,mid,0,1,1,0,0,0
16.02,Corki,bot,1,0,1,1,0,1
16.02,Galio,mid,1,0,1,0,0,0
16.02,Gwen,top,1,0,1,0,0,0
16.02,Lucian,bot,1,0,1,0,0,0
16.02,Lulu,sup,1,0,1,1,0,1
16.02,Neeko,sup,0,1,1,0,0,0
16.02,Ornn,top,0,1,1,0,0,0
16.02,Renekton,top,1,0,1,0,0,0
16.02,Ryze,mid,1,0,1,1,0,1
16.02,Varus,bot,0,1,1,0,0,0
16.02,Vayne,top,0,1,1,0,0,0
16.02,Vi,jng,1,0,1,1,0,1
16.02,Wukong,jng,1,0,1,0,0,0
16.02,Xayah,bot,1,0,1,0,0,0
16.02,Xin Zhao,jng,1,0,1,1,0,1
16.03,Orianna,mid,0,3,1,0,1,1
16.03,Rumble,top,0,3,1,0,1,1
16.03,Corki,bot,1,1,1,0,1,1
16.03,Jarvan IV,jng,0,2,1,0,0,0
16.03,Ryze,mid,0,2,1,0,1,1
16.03,Ahri,mid,1,0,1,0,0,0
16.03,Azir,mid,1,0,1,0,0,0
16.03,Cho'Gath,top,1,0,1,0,0,0
16.03,Dr. Mundo,jng,1,0,1,0,0,0
16.03,Ezreal,bot,0,1,1,0,1,1
16.03,Gnar,top,0,1,1,0,0,0
16.03,Jax,top,1,0,1,0,0,0
16.03,K'Sante,top,1,0,1,1,0,1
16.03,Leona,sup,1,0,1,0,0,0
16.03,Nami,sup,1,0,1,1,0,1
