patch,champ,role,picks_by,bans_vs,series_presence
16.06,Ashe,bot,0,2,2
16.06,Caitlyn,bot,1,1,2
16.06,Lulu,sup,1,1,2
16.06,Pantheon,jng,1,1,2
16.06,Shen,top,1,1,2
16.06,Taliyah,mid,1,1,2
16.06,Varus,bot,1,1,2
16.06,Akali,mid,0,1,1
16.06,Alistar,sup,1,0,1
16.06,Ambessa,top,1,0,1
16.06,Anivia,mid,1,0,1
16.06,Elise,sup,1,0,1
16.06,Fiora,top,1,0,1
16.06,Gnar,top,0,1,1
16.06,Jarvan IV,jng,1,0,1
16.06,Naafiri,jng,1,0,1
16.06,Nautilus,sup,0,1,1
16.06,Neeko,sup,0,1,1
16.06,Nocturne,jng,0,1,1
16.06,Orianna,mid,1,0,1
16.06,Vi,jng,0,1,1
16.06,Xin Zhao,jng,0,1,1
16.06,Yunara,bot,1,0,1
16.07,Ambessa,top,1,2,3
16.07,Orianna,mid,1,2,3
16.07,Xin Zhao,jng,3,0,3
16.07,Ashe,bot,1,1,2
16.07,Ezreal,bot,1,1,2
16.07,Karma,sup,0,2,2
16.07,Ryze,mid,1,1,2
16.07,Seraphine,sup,2,0,2
16.07,Annie,mid,1,0,1
16.07,Caitlyn,bot,0,1,1
16.07,Gnar,top,0,1,1
16.07,Jarvan IV,jng,0,1,1
16.07,Jax,top,1,0,1
16.07,Jayce,top,1,0,1
16.07,Leona,sup,1,0,1
16.07,Miss Fortune,bot,1,0,1
16.07,Pantheon,jng,0,1,1
16.07,Rumble,top,0,1,1
16.07,Varus,bot,0,1,1
16.08,Ambessa,top,0,3,3
16.08,Orianna,mid,0,3,3
16.08,Xin Zhao,jng,1,2,3
16.08,Karma,sup,1,1,2
16.08,Ryze,mid,2,0,2
16.08,Seraphine,sup,1,1,2
16.08,Aatrox,jng,1,0,1
16.08,Anivia,mid,1,0,1
16.08,Annie,mid,0,1,1
16.08,Ashe,bot,1,0,1
16.08,Corki,bot,1,0,1
16.08,Ezreal,bot,1,0,1
16.08,Gnar,top,0,1,1
16.08,Gwen,top,1,0,1
16.08,Jarvan IV,jng,0,1,1
16.08,K'Sante,top,0,1,1
16.08,Nami,sup,1,0,1
16.08,Ornn,top,1,0,1
16.08,Pantheon,jng,0,1,1
16.08,Vi,jng,1,0,1
16.08,Yorick,top,1,0,1
16.09,Caitlyn,bot,1,3,2
16.09,Orianna,mid,1,3,2
16.09,Ryze,mid,0,4,2
16.09,Pantheon,jng,2,1,2
16.09,Seraphine,sup,1,2,2
16.09,Aatrox,jng,2,0,2
16.09,Bard,sup,2,0,2
16.09,Cassiopeia,mid,1,1,2
16.09,Ezreal,bot,1,1,2
16.09,Gnar,top,1,1,1
16.09,Jayce,top,0,2,2
16.09,Karma,sup,1,1,1
16.09,Nocturne,jng,0,2,2
16.09,Rek'Sai,top,2,0,2
16.09,Sivir,bot,1,1,2
16.09,Wukong,jng,2,0,2
16.09,Alistar,sup,1,0,1
16.09,Ambessa,top,0,1,1
16.09,Annie,mid,1,0,1
16.09,Ashe,bot,1,0,1
16.09,Aurora,mid,1,0,1
16.09,Elise,sup,1,0,1
16.09,Gwen,top,0,1,1
16.09,Jarvan IV,jng,0,1,1
16.09,Jax,top,0,1,1
16.09,Jhin,bot,1,0,1
16.09,LeBlanc,mid,1,0,1
16.09,Lucian,bot,0,1,1
16.09,Renekton,top,0,1,1
16.09,Rumble,top,1,0,1
16.09,Taliyah,mid,1,0,1
16.09,Twisted Fate,top,1,0,1
16.09,Twisted Fate,mid,0,1,1
16.09,Vayne,top,0,1,1
16.09,Yorick,top,1,0,1
16.09,Yunara,bot,1,0,1
16.10,Pantheon,jng,0,5,1
16.10,Aatrox,jng,1,2,1
16.10,Akali,mid,0,3,1
16.10,Lucian,bot,0,3,1
16.10,Kalista,bot,0,2,1
16.10,Nautilus,sup,1,1,1
16.10,Orianna,mid,0,2,1
16.10,Ambessa,top,1,0,1
16.10,Anivia,top,1,0,1
16.10,Aurora,mid,1,0,1
16.10,Azir,mid,0,1,1
16.10,Bard,sup,1,0,1
16.10,Corki,bot,1,0,1
16.10,Dr. Mundo,jng,1,0,1
16.10,Ezreal,bot,1,0,1
16.10,Gwen,top,1,0,1
16.10,Hwei,mid,1,0,1
16.10,Jarvan IV,jng,0,1,1
16.10,Jayce,top,1,0,1
16.10,Jhin,bot,1,0,1
16.10,LeBlanc,mid,0,1,1
16.10,Leona,sup,1,0,1
16.10,Miss Fortune,bot,1,0,1
16.10,Naafiri,jng,1,0,1
16.10,Nami,sup,1,0,1
16.10,Neeko,sup,1,0,1
16.10,Nocturne,jng,1,0,1
16.10,Ryze,mid,1,0,1
16.10,Sivir,bot,1,0,1
16.10,Taliyah,mid,0,1,1
16.10,Twisted Fate,mid,1,0,1
16.10,Varus,bot,0,1,1
16.10,Vayne,top,1,0,1
16.10,Vi,jng,0,1,1
16.10,Viktor,mid,1,0,1
16.10,Xayah,bot,0,1,1
16.10,Xin Zhao,jng,1,0,1
