patch,champ,role,picks_by,bans_vs
16.01,Neeko,sup,1,3
16.01,Bard,sup,2,1
16.01,Jayce,top,0,3
16.01,Varus,bot,1,2
16.01,Xin Zhao,jng,3,0
16.01,Ahri,mid,2,0
16.01,Alistar,sup,1,1
16.01,Caitlyn,bot,2,0
16.01,Jarvan IV,jng,1,1
16.01,Orianna,mid,0,2
16.01,Rumble,top,1,1
16.01,Sion,top,2,0
16.01,Yunara,bot,1,1
16.01,Braum,sup,0,1
16.01,Elise,sup,0,1
16.01,K'Sante,top,1,0
16.01,Leona,sup,0,1
16.01,Malphite,jng,0,1
16.01,Ryze,mid,1,0
16.01,Sylas,mid,0,1
16.01,Taliyah,mid,1,0
16.02,Bard,sup,0,2
16.02,Neeko,sup,0,2
16.02,Orianna,mid,0,2
16.02,Ahri,mid,0,1
16.02,Akali,mid,1,0
16.02,Alistar,sup,1,0
16.02,Anivia,mid,1,0
16.02,Azir,mid,0,1
16.02,Elise,sup,1,0
16.02,K'Sante,top,1,0
16.02,Rakan,sup,0,1
16.02,Sion,top,1,0
16.02,Varus,bot,1,0
16.02,Vi,jng,0,1
16.02,Wukong,jng,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.03,Bard,sup,0,4
16.03,Xin Zhao,jng,2,2
16.03,Ambessa,top,1,1
16.03,Azir,mid,0,2
16.03,Caitlyn,bot,0,2
16.03,Kog'Maw,bot,1,1
16.03,Poppy,sup,2,0
16.03,Taliyah,mid,2,0
16.03,Varus,bot,2,0
16.03,Vi,jng,1,1
16.03,Yunara,bot,0,2
16.03,Ahri,mid,1,0
16.03,Alistar,sup,1,0
16.03,Corki,bot,1,0
16.03,Dr. Mundo,jng,1,0
16.03,Gwen,top,0,1
16.03,K'Sante,top,0,1
16.03,Kai'Sa,bot,0,1
16.03,Lulu,sup,1,0
16.03,Neeko,sup,0,1
16.03,Orianna,mid,0,1
16.03,Rumble,top,1,0
16.03,Ryze,top,1,0
16.03,Yone,mid,1,0
16.03,Zaahen,top,1,0
16.04,Bard,sup,0,2
16.04,Jarvan IV,jng,0,2
16.04,Lulu,sup,0,2
16.04,Yunara,bot,1,1
16.04,Anivia,mid,0,1
16.04,Corki,bot,1,0
16.04,Gnar,top,0,1
16.04,K'Sante,top,1,0
16.04,Karma,sup,1,0
16.04,Nami,sup,0,1
