patch,champ,role,picks_by,bans_vs,series_presence
16.01,Akali,mid,0,2,1
16.01,K'Sante,top,1,1,1
16.01,Zed,mid,0,2,1
16.01,Ambessa,jng,1,0,1
16.01,Bard,sup,0,1,1
16.01,Dr. Mundo,jng,1,0,1
16.01,Jayce,top,0,1,1
16.01,Neeko,sup,0,1,1
16.01,Pyke,sup,1,0,1
16.01,Rell,sup,1,0,1
16.01,Rumble,top,0,1,1
16.01,Ryze,mid,1,0,1
16.01,Shen,top,1,0,1
16.01,Varus,bot,1,0,1
16.01,Viktor,mid,1,0,1
16.01,Yone,mid,0,1,1
16.01,Yunara,bot,1,0,1
16.02,Varus,bot,0,4,2
16.02,Neeko,sup,1,2,2
16.02,Ambessa,top,0,2,1
16.02,Cassiopeia,mid,2,0,2
16.02,Corki,bot,2,0,2
16.02,Jayce,top,0,2,1
16.02,Leona,sup,2,0,2
16.02,Qiyana,jng,0,2,1
16.02,Rumble,top,2,0,2
16.02,Sion,top,2,0,2
16.02,Yunara,bot,1,1,1
16.02,Azir,mid,0,1,1
16.02,Diana,jng,1,0,1
16.02,Ekko,jng,1,0,1
16.02,Jayce,jng,1,0,1
16.02,Kai'Sa,bot,0,1,1
16.02,Malphite,jng,0,1,1
16.02,Orianna,mid,0,1,1
16.02,Rakan,sup,1,0,1
16.02,Ryze,mid,0,1,1
16.02,Sivir,bot,1,0,1
16.02,Viego,jng,0,1,1
16.02,Wukong,jng,1,0,1
16.02,Xin Zhao,jng,0,1,1
16.02,Yasuo,mid,1,0,1
16.02,Yone,mid,1,0,1
16.03,Ambessa,top,0,11,3
16.03,Jayce,top,0,9,3
16.03,Neeko,sup,3,3,4
16.03,Qiyana,jng,1,5,4
16.03,Rumble,top,0,6,3
16.03,Varus,bot,3,3,4
16.03,Akali,mid,1,4,2
16.03,Lee Sin,jng,3,2,4
16.03,Azir,mid,4,0,4
16.03,Pantheon,jng,1,3,2
16.03,Yunara,bot,3,1,3
16.03,Corki,bot,3,0,3
16.03,Galio,mid,1,2,2
16.03,Gwen,top,2,1,3
16.03,Leona,sup,2,1,2
16.03,Sion,top,3,0,3
16.03,Aatrox,top,2,0,2
16.03,Alistar,sup,2,0,2
16.03,Aurora,mid,1,1,1
16.03,Bard,sup,1,1,2
16.03,Braum,sup,0,2,1
16.03,Cassiopeia,mid,2,0,2
16.03,Dr. Mundo,jng,1,1,2
16.03,Ezreal,bot,2,0,2
16.03,Kalista,bot,0,2,2
16.03,Rell,sup,2,0,2
16.03,Sivir,bot,1,1,2
16.03,Yasuo,mid,1,1,2
16.03,Yone,mid,2,0,2
16.03,Zaahen,top,2,0,2
16.03,Zyra,jng,1,1,1
16.03,Diana,jng,0,1,1
16.03,Gragas,top,1,0,1
16.03,Jarvan IV,jng,0,1,1
16.03,Jax,jng,1,0,1
16.03,Jayce,jng,1,0,1
16.03,K'Sante,top,1,0,1
16.03,Kai'Sa,bot,1,0,1
16.03,Karthus,jng,1,0,1
16.03,Kennen,top,0,1,1
16.03,Lillia,jng,0,1,1
16.03,Lucian,bot,1,0,1
16.03,Lulu,sup,1,0,1
16.03,Malphite,jng,0,1,1
16.03,Miss Fortune,bot,0,1,1
16.03,Naafiri,jng,1,0,1
16.03,Nami,sup,1,0,1
16.03,Nautilus,sup,1,0,1
16.03,Pantheon,top,1,0,1
16.03,Poppy,sup,0,1,1
16.03,Rakan,sup,1,0,1
16.03,Renekton,top,1,0,1
16.03,Ryze,mid,1,0,1
16.03,Sejuani,jng,1,0,1
16.03,Shen,top,0,1,1
16.03,Sylas,jng,1,0,1
16.03,Vi,jng,1,0,1
16.03,Viktor,mid,1,0,1
16.03,Yorick,top,1,0,1
16.07,K'Sante,top,1,3,2
16.07,Ambessa,top,0,3,2
16.07,Karma,sup,1,2,2
16.07,Rumble,top,0,3,2
16.07,Ashe,bot,0,2,1
16.07,Jarvan IV,jng,1,1,1
16.07,Jax,top,1,1,1
16.07,Lulu,sup,2,0,2
16.07,Orianna,mid,1,1,2
16.07,Ryze,mid,1,1,1
16.07,Syndra,mid,1,1,2
16.07,Tristana,bot,2,0,2
16.07,Xin Zhao,jng,2,0,2
16.07,Ahri,mid,1,0,1
16.07,Alistar,sup,1,0,1
16.07,Annie,mid,1,0,1
16.07,Caitlyn,bot,1,0,1
16.07,Corki,bot,0,1,1
16.07,Gnar,top,1,0,1
16.07,Gwen,top,0,1,1
16.07,Irelia,top,1,0,1
16.07,Kai'Sa,bot,1,0,1
16.07,Leona,sup,0,1,1
16.07,Nami,sup,0,1,1
16.07,Neeko,sup,0,1,1
16.07,Pantheon,jng,1,0,1
16.07,Rell,sup,1,0,1
16.07,Sion,top,1,0,1
16.07,Vi,jng,1,0,1
16.07,Wukong,jng,0,1,1
16.07,Xayah,bot,0,1,1
16.07,Yunara,bot,1,0,1
16.08,Ryze,mid,0,5,2
16.08,Orianna,mid,1,3,2
16.08,Ashe,bot,1,2,2
16.08,Jarvan IV,jng,1,2,2
16.08,Pantheon,jng,1,2,2
16.08,Syndra,mid,1,2,2
16.08,Ahri,mid,2,0,2
16.08,Caitlyn,bot,1,1,1
16.08,Karma,sup,1,1,1
16.08,LeBlanc,mid,0,2,2
16.08,Lulu,sup,1,1,2
16.08,Aatrox,jng,1,0,1
16.08,Ambessa,top,1,0,1
16.08,Annie,mid,0,1,1
16.08,K'Sante,top,1,0,1
16.08,Kai'Sa,bot,0,1,1
16.08,Lissandra,mid,1,0,1
16.08,Lucian,bot,1,0,1
16.08,Milio,sup,1,0,1
16.08,Nautilus,sup,1,0,1
16.08,Nocturne,jng,1,0,1
16.08,Renekton,top,1,0,1
16.08,Rumble,top,1,0,1
16.08,Seraphine,sup,1,0,1
16.08,Sion,top,1,0,1
16.08,Sivir,bot,1,0,1
16.08,Tristana,bot,0,1,1
16.08,Vi,jng,1,0,1
16.08,Viktor,mid,0,1,1
16.08,Xayah,bot,1,0,1
16.09,Orianna,mid,1,5,3
16.09,Ahri,mid,1,4,2
16.09,Syndra,mid,2,3,3
16.09,Ashe,bot,1,3,3
