patch,champ,role,picks_by,bans_vs
16.01,Aatrox,jng,0,1
16.01,Caitlyn,bot,1,0
16.01,Cassiopeia,mid,0,1
16.01,Cho'Gath,top,0,1
16.01,Galio,mid,0,1
16.01,Jayce,jng,1,0
16.01,Kai'Sa,bot,0,1
16.01,Mordekaiser,top,1,0
16.01,Neeko,sup,1,0
16.01,Ryze,mid,1,0
16.02,Ryze,mid,1,3
16.02,Caitlyn,bot,1,2
16.02,Dr. Mundo,jng,1,2
16.02,Jayce,top,0,3
16.02,Kai'Sa,bot,0,3
16.02,Nautilus,sup,2,1
16.02,Neeko,sup,0,3
16.02,Rell,sup,2,1
16.02,Varus,bot,1,2
16.02,Braum,sup,0,2
16.02,Gnar,top,2,0
16.02,Orianna,mid,1,1
16.02,Sejuani,jng,2,0
16.02,Alistar,sup,0,1
16.02,Ambessa,top,1,0
16.02,Annie,top,1,0
16.02,Azir,mid,1,0
16.02,Bard,sup,1,0
16.02,Corki,bot,1,0
16.02,Pantheon,jng,1,0
16.02,Poppy,jng,1,0
16.02,Renekton,top,0,1
16.02,Sion,top,1,0
16.02,Sivir,bot,1,0
16.02,Syndra,mid,1,0
16.02,Tristana,bot,1,0
16.02,Yone,mid,1,0
16.03,Caitlyn,bot,0,6
16.03,Dr. Mundo,jng,1,4
16.03,Neeko,sup,2,2
16.03,Ambessa,top,2,1
16.03,Ryze,mid,1,2
16.03,Bard,sup,2,0
16.03,Ezreal,bot,1,1
16.03,Jayce,jng,2,0
16.03,Kai'Sa,bot,1,1
16.03,Kindred,jng,1,1
16.03,Orianna,mid,1,1
16.03,Pantheon,jng,0,2
16.03,Riven,top,1,1
16.03,Vayne,bot,2,0
16.03,Yasuo,bot,2,0
16.03,Zoe,mid,2,0
16.03,Akali,mid,0,1
16.03,Azir,mid,1,0
16.03,Gnar,top,0,1
16.03,Ivern,jng,1,0
16.03,K'Sante,top,1,0
16.03,Leona,sup,1,0
16.03,Nautilus,sup,0,1
16.03,Ornn,top,1,0
16.03,Poppy,sup,1,0
16.03,Rumble,top,0,1
16.03,Sejuani,jng,1,0
16.03,Sivir,bot,0,1
16.03,Smolder,top,1,0
16.03,Taliyah,mid,1,0
16.03,Tristana,bot,0,1
16.03,Varus,bot,0,1
16.03,Yasuo,mid,0,1
16.07,Nautilus,sup,3,2
16.07,Rumble,top,3,2
16.07,Ryze,mid,0,4
16.07,Caitlyn,bot,2,1
16.07,Kalista,bot,2,1
16.07,Orianna,mid,0,3
16.07,Xin Zhao,jng,3,0
16.07,Ahri,mid,2,0
16.07,Ambessa,top,0,2
16.07,Anivia,mid,1,1
16.07,Bard,sup,0,2
16.07,Galio,mid,1,1
16.07,Jax,top,1,1
16.07,Neeko,sup,1,1
16.07,Rell,sup,1,1
16.07,Azir,mid,0,1
16.07,Corki,bot,1,0
16.07,Elise,sup,1,0
16.07,Ezreal,bot,0,1
16.07,Jax,jng,1,0
16.07,Jayce,jng,1,0
16.07,Kai'Sa,bot,0,1
16.07,Karma,sup,0,1
16.07,LeBlanc,mid,1,0
16.07,Leona,sup,0,1
16.07,Ornn,top,1,0
16.07,Sion,top,1,0
16.07,Tristana,bot,1,0
16.07,Vayne,top,0,1
16.07,Viktor,mid,1,0
16.07,Xayah,bot,0,1
16.07,Yasuo,mid,0,1
16.07,Zaahen,jng,1,0
16.08,Jax,top,2,1
16.08,Caitlyn,bot,0,2
16.08,Kai'Sa,bot,1,1
16.08,Kalista,bot,0,2
16.08,Orianna,mid,0,2
16.08,Rumble,top,0,2
16.08,Ryze,mid,2,0
16.08,Anivia,mid,0,1
16.08,Bard,sup,1,0
16.08,Darius,top,0,1
16.08,Ezreal,bot,1,0
16.08,Nautilus,sup,1,0
16.08,Neeko,sup,1,0
16.08,Olaf,top,1,0
16.08,Pantheon,jng,1,0
16.08,Rell,sup,0,1
16.08,Syndra,mid,1,0
16.08,Tristana,bot,0,1
16.08,Vayne,bot,1,0
16.08,Xin Zhao,jng,1,0
16.08,Zaahen,jng,1,0
16.08,Zoe,mid,0,1
16.09,Caitlyn,bot,0,4
16.09,Orianna,mid,0,4
16.09,Karma,sup,1,2
16.09,Nautilus,sup,0,3
16.09,Rumble,top,1,2
16.09,Azir,mid,2,0
16.09,Neeko,sup,1,1
16.09,Yasuo,mid,0,2
16.09,Akali,mid,1,0
16.09,Ambessa,top,1,0
16.09,Aurora,mid,1,0
16.09,Bard,sup,0,1
16.09,Cassiopeia,mid,1,0
16.09,Ezreal,bot,1,0
16.09,Gnar,top,1,0
16.09,Jax,jng,1,0
16.09,Jax,top,1,0
16.09,Jinx,bot,1,0
16.09,K'Sante,top,0,1
16.09,Kai'Sa,bot,1,0
16.09,Kalista,bot,0,1
16.09,Mel,mid,0,1
16.09,Nami,sup,1,0
16.09,Nocturne,jng,0,1
16.09,Pantheon,jng,1,0
16.09,Rell,sup,1,0
16.09,Samira,bot,1,0
16.09,Sejuani,jng,1,0
16.09,Shen,jng,1,0
16.09,Sion,top,1,0
16.09,Syndra,mid,0,1
16.09,Thresh,sup,1,0
16.09,Vayne,bot,1,0
16.09,Vi,jng,0,1
16.09,Xin Zhao,jng,1,0
