patch,champ,role,picks_by,bans_vs,series_presence
16.06,Pyke,sup,0,3,3
16.06,Xin Zhao,jng,2,1,3
16.06,Darius,top,0,2,2
16.06,K'Sante,top,1,1,2
16.06,Karma,sup,1,1,2
16.06,Lulu,sup,2,0,2
16.06,Pantheon,jng,1,1,2
16.06,Yunara,bot,2,0,2
16.06,Aatrox,top,1,0,1
16.06,Aatrox,jng,0,1,1
16.06,Anivia,mid,0,1,1
16.06,Caitlyn,bot,1,0,1
16.06,Ezreal,bot,0,1,1
16.06,Jarvan IV,jng,0,1,1
16.06,Jhin,bot,0,1,1
16.06,Orianna,mid,0,1,1
16.06,Ryze,mid,1,0,1
16.06,Sion,top,1,0,1
16.06,Taliyah,mid,1,0,1
16.06,Ziggs,mid,1,0,1
16.07,K'Sante,top,3,0,3
16.07,Wukong,jng,2,1,3
16.07,Ashe,bot,1,1,2
16.07,Karma,sup,1,1,2
16.07,Orianna,mid,0,2,2
16.07,Pyke,sup,0,2,2
16.07,Ryze,mid,1,1,2
16.07,Varus,bot,1,1,2
16.07,Xin Zhao,jng,0,2,2
16.07,Aatrox,jng,0,1,1
16.07,Azir,mid,1,0,1
16.07,Jarvan IV,jng,0,1,1
16.07,Lucian,bot,1,0,1
16.07,Mel,mid,0,1,1
16.07,Nami,sup,1,0,1
16.07,Pantheon,jng,0,1,1
16.07,Seraphine,sup,1,0,1
16.07,Skarner,jng,1,0,1
16.07,Viktor,mid,1,0,1
16.08,K'Sante,top,0,5,4
16.08,Wukong,jng,2,3,4
16.08,Pyke,sup,0,3,3
16.08,Ryze,mid,3,0,3
16.08,Varus,bot,1,2,3
16.08,Ashe,bot,2,0,2
16.08,Karma,sup,1,1,2
16.08,Nautilus,sup,0,2,1
16.08,Orianna,mid,0,2,2
16.08,Seraphine,sup,2,0,2
16.08,Aatrox,jng,0,1,1
16.08,Aatrox,top,1,0,1
16.08,Ambessa,top,1,0,1
16.08,Annie,mid,1,0,1
16.08,Bard,sup,1,0,1
16.08,Darius,top,1,0,1
16.08,Dr. Mundo,jng,1,0,1
16.08,Ezreal,bot,1,0,1
16.08,Lucian,bot,1,0,1
16.08,Naafiri,jng,1,0,1
16.08,Nami,sup,1,0,1
16.08,Neeko,sup,0,1,1
16.08,Ornn,top,0,1,1
16.08,Pantheon,jng,0,1,1
16.08,Rakan,sup,0,1,1
16.08,Renekton,top,1,0,1
16.08,Sion,top,1,0,1
16.08,Syndra,mid,1,0,1
16.08,Vi,jng,1,0,1
16.08,Xin Zhao,jng,0,1,1
16.08,Yorick,top,0,1,1
16.09,K'Sante,top,1,2,1
16.09,Pyke,sup,0,3,1
16.09,Lulu,sup,0,2,1
16.09,Seraphine,sup,0,2,1
16.09,Xin Zhao,jng,1,1,1
16.09,Aurora,mid,1,0,1
16.09,Azir,mid,0,1,1
16.09,Corki,bot,1,0,1
16.09,Galio,mid,1,0,1
16.09,Lucian,bot,1,0,1
16.09,Milio,sup,1,0,1
16.09,Nami,sup,1,0,1
16.09,Neeko,sup,1,0,1
16.09,Olaf,top,1,0,1
16.09,Orianna,mid,0,1,1
16.09,Ornn,top,1,0,1
16.09,Skarner,jng,1,0,1
16.09,Varus,bot,0,1,1
16.09,Vi,jng,0,1,1
16.09,Viktor,mid,0,1,1
16.09,Wukong,jng,1,0,1
16.09,Yunara,bot,1,0,1
16.09,Zoe,mid,1,0,1
