patch,champ,role,picks_vs,bans_vs
16.03,Yunara,bot,2,0
16.03,Aurora,mid,0,1
16.03,Darius,top,0,1
16.03,Dr. Mundo,top,1,0
16.03,Gwen,top,0,1
16.03,Jarvan IV,jng,1,0
16.03,Jayce,top,0,1
16.03,Karma,sup,0,1
16.03,Lulu,sup,1,0
16.03,Nami,sup,0,1
16.03,Orianna,mid,0,1
16.03,Ryze,mid,0,1
16.03,Sion,top,1,0
16.03,Sylas,sup,1,0
16.03,Trundle,jng,1,0
16.03,Varus,bot,0,1
16.03,Vel'Koz,mid,1,0
16.03,Xerath,mid,1,0
16.03,Zaahen,top,0,1
16.04,Zaahen,top,1,3
16.04,Akali,mid,0,3
16.04,Jhin,bot,2,1
16.04,Syndra,mid,0,3
16.04,Aatrox,jng,1,1
16.04,Azir,mid,2,0
16.04,Galio,mid,0,2
16.04,Naafiri,jng,1,1
16.04,Rell,sup,0,2
16.04,Sion,top,2,0
16.04,Ahri,mid,1,0
16.04,Alistar,sup,0,1
16.04,Annie,mid,0,1
16.04,Aurora,mid,0,1
16.04,Bard,sup,1,0
16.04,Caitlyn,bot,1,0
16.04,Corki,bot,1,0
16.04,Dr. Mundo,jng,0,1
16.04,Gnar,top,1,0
16.04,Gwen,top,0,1
16.04,Hwei,mid,0,1
16.04,Jarvan IV,jng,0,1
16.04,Jayce,mid,1,0
16.04,Karma,sup,1,0
16.04,Leona,sup,1,0
16.04,Mordekaiser,top,1,0
16.04,Nautilus,sup,1,0
16.04,Orianna,mid,1,0
16.04,Rek'Sai,jng,1,0
16.04,Renekton,top,0,1
16.04,Sivir,bot,1,0
16.04,Sylas,jng,1,0
16.04,Taric,sup,1,0
16.04,Trundle,jng,1,0
16.04,Yunara,bot,0,1
16.08,Aurora,mid,0,2
16.08,Pantheon,jng,2,0
16.08,Xin Zhao,jng,0,2
16.08,Ahri,mid,0,1
16.08,Ambessa,top,0,1
16.08,Annie,mid,1,0
16.08,Darius,top,0,1
16.08,Gwen,top,0,1
16.08,Hwei,mid,1,0
16.08,Jax,top,1,0
16.08,K'Sante,top,1,0
16.08,Kalista,bot,1,0
16.08,Karma,sup,1,0
16.08,Nautilus,sup,0,1
16.08,Neeko,sup,1,0
16.08,Renekton,top,0,1
16.08,Sivir,bot,1,0
16.09,Xin Zhao,jng,3,1
16.09,Aurora,mid,0,3
16.09,Jarvan IV,jng,1,2
16.09,Karma,sup,1,2
16.09,Nami,sup,3,0
16.09,Nautilus,sup,1,2
16.09,Orianna,mid,0,3
16.09,Syndra,mid,1,2
16.09,Corki,bot,2,0
16.09,Ornn,top,1,1
16.09,Akali,mid,1,0
16.09,Aurora,top,1,0
16.09,Cassiopeia,mid,1,0
16.09,Draven,bot,1,0
16.09,Ezreal,bot,0,1
16.09,Gnar,top,0,1
16.09,Hwei,mid,1,0
16.09,Jhin,bot,1,0
16.09,K'Sante,top,1,0
16.09,Lucian,bot,1,0
16.09,Lulu,sup,0,1
16.09,Malphite,top,1,0
16.09,Nocturne,jng,0,1
16.09,Pantheon,jng,1,0
16.09,Sion,top,0,1
16.09,Sivir,bot,0,1
16.09,Varus,bot,0,1
16.09,Varus,top,1,0
16.09,Vi,jng,0,1
16.09,Viktor,mid,1,0
16.09,Wukong,jng,0,1
