patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.02,Jayce,top,0,4,2,0,2,2
16.02,Vladimir,mid,0,4,2,0,1,1
16.02,Mel,mid,1,2,2,0,1,1
16.02,Sion,top,0,3,2,0,1,1
16.02,Wukong,jng,2,1,2,1,1,2
16.02,Ambessa,top,0,2,1,0,1,1
16.02,Ashe,bot,2,0,2,1,0,1
16.02,Pantheon,jng,2,0,2,0,0,0
16.02,Seraphine,sup,1,1,2,1,0,1
16.02,Varus,bot,1,1,2,1,1,2
16.02,Xin Zhao,jng,0,2,1,0,1,1
16.02,Zoe,mid,1,1,2,0,0,0
16.02,Akali,mid,1,0,1,1,0,1
16.02,Braum,sup,0,1,1,0,1,1
16.02,Dr. Mundo,top,1,0,1,0,0,0
16.02,K'Sante,top,1,0,1,1,0,1
16.02,Karma,sup,1,0,1,0,0,0
16.02,Kayle,top,1,0,1,0,0,0
16.02,Leona,sup,0,1,1,0,0,0
16.02,Malphite,jng,0,1,1,0,0,0
16.02,Nautilus,sup,1,0,1,0,0,0
16.02,Neeko,sup,1,0,1,1,0,1
16.02,Ornn,top,0,1,1,0,0,0
16.02,Rakan,sup,1,0,1,0,0,0
16.02,Rek'Sai,jng,1,0,1,1,0,1
16.02,Renekton,top,1,0,1,1,0,1
16.02,Ryze,mid,1,0,1,1,0,1
16.02,Sivir,bot,1,0,1,0,0,0
16.02,Syndra,mid,1,0,1,0,0,0
16.02,Yunara,bot,1,0,1,0,0,0
16.02,Zaahen,top,1,0,1,0,0,0
