patch,champ,role,picks_by,bans_vs
16.03,Rell,sup,0,5
16.03,Wukong,jng,2,3
16.03,Rumble,top,2,2
16.03,Varus,bot,0,4
16.03,Ambessa,top,2,1
16.03,Azir,mid,1,2
16.03,Ezreal,bot,2,1
16.03,Orianna,mid,0,3
16.03,Braum,sup,1,1
16.03,Galio,mid,2,0
16.03,Jarvan IV,jng,2,0
16.03,Leona,sup,1,1
16.03,Lulu,sup,0,2
16.03,Nautilus,sup,1,1
16.03,Rakan,sup,2,0
16.03,Renekton,top,1,1
16.03,Ryze,mid,1,1
16.03,Xayah,bot,2,0
16.03,Xin Zhao,jng,2,0
16.03,Ahri,mid,1,0
16.03,Alistar,sup,1,0
16.03,Aphelios,bot,0,1
16.03,Caitlyn,bot,0,1
16.03,Jax,top,1,0
16.03,Kai'Sa,bot,0,1
16.03,Kalista,bot,1,0
16.03,Nocturne,jng,0,1
16.03,Pantheon,jng,1,0
16.03,Poppy,sup,1,0
16.03,Pyke,sup,0,1
16.03,Sion,top,1,0
16.03,Sivir,bot,1,0
16.03,Sylas,mid,0,1
16.03,Syndra,mid,0,1
16.03,Taliyah,mid,1,0
16.03,Viktor,mid,1,0
16.03,Yunara,bot,1,0
16.05,Nocturne,jng,1,7
16.05,Jarvan IV,jng,2,5
16.05,Galio,mid,2,3
16.05,Nautilus,sup,3,2
16.05,Ambessa,top,4,0
16.05,Ezreal,bot,1,3
16.05,Kai'Sa,bot,2,2
16.05,Orianna,mid,0,4
16.05,Wukong,jng,3,1
16.05,Pyke,sup,1,2
16.05,Rakan,sup,1,2
16.05,Rumble,top,0,3
16.05,Ahri,mid,1,1
16.05,Azir,mid,1,1
16.05,Corki,bot,2,0
16.05,Gnar,top,1,1
16.05,Jax,top,1,1
16.05,Lulu,sup,1,1
16.05,Nami,sup,1,1
16.05,Rell,sup,0,2
16.05,Taliyah,mid,2,0
16.05,Yunara,bot,2,0
16.05,Alistar,sup,1,0
16.05,Ashe,bot,0,1
16.05,Camille,top,0,1
16.05,Cassiopeia,mid,1,0
16.05,Dr. Mundo,top,1,0
16.05,K'Sante,top,1,0
16.05,Kalista,bot,1,0
16.05,Leona,sup,1,0
16.05,Pantheon,jng,1,0
16.05,Ryze,mid,1,0
16.05,Sivir,bot,1,0
16.05,Trundle,jng,1,0
16.05,Viktor,mid,1,0
16.05,Xayah,bot,0,1
16.05,Xin Zhao,jng,1,0
16.05,Zaahen,top,1,0
16.07,Ambessa,top,0,4
16.07,Pyke,sup,1,3
16.07,Nocturne,jng,1,2
16.07,Vi,jng,1,2
16.07,Aurora,mid,2,0
16.07,Corki,bot,1,1
16.07,Gnar,top,1,1
16.07,Gwen,top,0,2
16.07,Jarvan IV,jng,1,1
16.07,Kai'Sa,bot,1,1
16.07,Leona,sup,0,2
16.07,Nautilus,sup,2,0
16.07,Rakan,sup,1,1
16.07,Wukong,jng,1,1
16.07,Ahri,mid,0,1
16.07,Anivia,mid,1,0
16.07,Fiora,top,1,0
16.07,Galio,mid,1,0
16.07,Jhin,bot,1,0
16.07,Kalista,bot,1,0
16.07,Neeko,sup,1,0
16.07,Orianna,mid,0,1
16.07,Rumble,top,1,0
16.07,Ryze,mid,1,0
16.07,Sion,top,1,0
16.07,Xayah,bot,0,1
16.07,Xin Zhao,jng,1,0
16.07,Yorick,top,0,1
16.07,Yunara,bot,1,0
16.07,Zaahen,top,1,0
16.08,Nautilus,sup,1,5
16.08,Pyke,sup,0,5
16.08,Kalista,bot,1,3
16.08,Orianna,mid,0,4
16.08,Ryze,mid,1,3
16.08,Ahri,mid,1,2
16.08,Ambessa,top,2,0
16.08,Jayce,top,1,1
16.08,Kai'Sa,bot,2,0
16.08,LeBlanc,mid,2,0
16.08,Nocturne,jng,1,1
16.08,Rakan,sup,1,1
16.08,Wukong,jng,2,0
16.08,Ashe,bot,1,0
16.08,Bard,sup,1,0
16.08,Ezreal,bot,1,0
16.08,Galio,mid,0,1
16.08,Gnar,top,1,0
16.08,Gwen,top,1,0
16.08,Hwei,mid,1,0
16.08,Jarvan IV,jng,1,0
16.08,Jhin,bot,0,1
16.08,K'Sante,top,0,1
16.08,Leona,sup,0,1
16.08,Neeko,sup,1,0
16.08,Pantheon,jng,1,0
16.08,Renata Glasc,sup,1,0
16.08,Seraphine,sup,1,0
16.08,Sion,top,1,0
16.08,Syndra,mid,0,1
16.08,Viktor,mid,1,0
16.08,Xayah,bot,1,0
16.08,Xin Zhao,jng,1,0
16.09,Nocturne,jng,0,4
16.09,Pyke,sup,0,4
16.09,Kalista,bot,1,2
16.09,Orianna,mid,1,2
16.09,Ambessa,top,2,0
16.09,Ezreal,bot,2,0
16.09,Nautilus,sup,2,0
16.09,Neeko,sup,0,2
16.09,Ryze,mid,0,2
16.09,Anivia,mid,1,0
16.09,Annie,mid,1,0
16.09,Ashe,bot,1,0
16.09,Gnar,top,0,1
16.09,Jarvan IV,jng,1,0
16.09,Jayce,top,1,0
16.09,LeBlanc,mid,1,0
16.09,Leona,sup,1,0
16.09,Pantheon,jng,1,0
16.09,Poppy,sup,0,1
16.09,Renata Glasc,sup,0,1
16.09,Rumble,top,1,0
16.09,Seraphine,sup,1,0
16.09,Vi,jng,1,0
16.09,Wukong,jng,0,1
16.09,Xin Zhao,jng,1,0
16.10,Nocturne,jng,0,3
16.10,LeBlanc,mid,1,1
16.10,Nautilus,sup,0,2
16.10,Pyke,sup,0,2
16.10,Rumble,top,1,1
16.10,Sion,top,1,1
16.10,Ahri,mid,0,1
16.10,Annie,mid,1,0
16.10,Ashe,bot,1,0
16.10,Aurora,mid,0,1
16.10,Hwei,mid,0,1
16.10,Jhin,bot,1,0
16.10,Kalista,bot,0,1
16.10,Lucian,bot,1,0
16.10,Milio,sup,1,0
16.10,Orianna,mid,0,1
16.10,Pantheon,jng,1,0
16.10,Rell,sup,1,0
16.10,Seraphine,sup,1,0
16.10,Viktor,mid,1,0
16.10,Wukong,jng,1,0
16.10,Xin Zhao,jng,1,0
16.10,Yorick,top,1,0
