patch,champ,role,picks_vs,bans_vs
16.09,Illaoi,top,0,4
16.09,Akali,mid,1,2
16.09,Karma,sup,1,2
16.09,Pantheon,jng,1,2
16.09,Ryze,mid,1,2
16.09,Skarner,jng,1,2
16.09,Ezreal,bot,1,1
16.09,Jarvan IV,jng,0,2
16.09,Lulu,sup,0,2
16.09,Milio,sup,0,2
16.09,Aatrox,top,1,0
16.09,Anivia,mid,1,0
16.09,Aurora,mid,0,1
16.09,Azir,mid,1,0
16.09,Bard,sup,1,0
16.09,Corki,bot,1,0
16.09,Jayce,jng,1,0
16.09,Jhin,bot,1,0
16.09,K'Sante,top,1,0
16.09,Lucian,bot,0,1
16.09,Mel,mid,0,1
16.09,Nautilus,sup,1,0
16.09,Nocturne,jng,1,0
16.09,Olaf,top,1,0
16.09,Orianna,mid,1,0
16.09,Pyke,sup,1,0
16.09,Rakan,sup,1,0
16.09,Rumble,top,1,0
16.09,Seraphine,bot,1,0
16.09,Sion,top,1,0
16.09,Syndra,mid,0,1
16.09,Vi,jng,1,0
16.09,Xayah,bot,1,0
16.1,Orianna,mid,0,2
16.1,Alistar,sup,0,1
16.1,Camille,sup,1,0
16.1,Ezreal,bot,1,0
16.1,Galio,mid,1,0
16.1,Jayce,top,0,1
16.1,Karma,sup,1,0
16.1,Pantheon,jng,1,0
16.1,Poppy,sup,0,1
16.1,Samira,bot,1,0
16.1,Seraphine,sup,0,1
16.1,Sion,top,1,0
16.1,Sivir,bot,0,1
16.1,Skarner,jng,0,1
16.1,Smolder,bot,0,1
16.1,Vayne,top,1,0
16.1,Vi,jng,0,1
16.1,Xin Zhao,jng,1,0
16.1,Zoe,mid,1,0
