patch,champ,role,picks_by,bans_vs,series_presence
16.01,Ambessa,top,0,1,1
16.01,Darius,top,1,0,1
16.01,Gwen,jng,1,0,1
16.01,Jax,top,0,1,1
16.01,Kai'Sa,bot,1,0,1
16.01,Malphite,jng,0,1,1
16.01,Neeko,sup,0,1,1
16.01,Rell,sup,1,0,1
16.01,Syndra,mid,1,0,1
16.01,Zoe,mid,0,1,1
16.02,Gwen,top,0,2,2
16.02,Jax,top,0,2,2
16.02,Neeko,sup,2,0,2
16.02,Varus,bot,1,1,2
16.02,Zoe,mid,0,2,2
16.02,Aatrox,jng,1,0,1
16.02,Ahri,mid,1,0,1
16.02,Ambessa,top,0,1,1
16.02,Gnar,top,0,1,1
16.02,Hwei,mid,1,0,1
16.02,Jayce,top,0,1,1
16.02,Malphite,top,1,0,1
16.02,Rek'Sai,jng,1,0,1
16.02,Yunara,bot,1,0,1
16.02,Zaahen,top,1,0,1
16.07,Ambessa,top,0,4,4
16.07,Zoe,mid,0,4,4
16.07,Ezreal,bot,3,0,3
16.07,Karma,sup,2,1,3
16.07,Gnar,top,1,1,2
16.07,Jarvan IV,jng,1,1,2
16.07,Orianna,mid,1,1,2
16.07,Syndra,mid,1,1,2
16.07,Vel'Koz,mid,1,1,2
16.07,Zaahen,jng,2,0,2
16.07,Ahri,mid,0,1,1
16.07,Bard,sup,0,1,1
16.07,Braum,sup,0,1,1
16.07,Jayce,top,0,1,1
16.07,Kai'Sa,bot,1,0,1
16.07,Nautilus,sup,0,1,1
16.07,Neeko,sup,1,0,1
16.07,Olaf,top,1,0,1
16.07,Poppy,sup,0,1,1
16.07,Rek'Sai,jng,1,0,1
16.07,Rell,sup,1,0,1
16.07,Viktor,mid,1,0,1
16.07,Yasuo,top,1,0,1
16.07,Yorick,top,1,0,1
16.08,Karma,sup,2,2,4
16.08,Ezreal,bot,3,0,3
16.08,Zoe,mid,0,3,3
16.08,Ambessa,top,0,2,2
16.08,Aurora,mid,2,0,2
16.08,Jarvan IV,jng,0,2,2
16.08,Jayce,top,1,1,2
16.08,Nocturne,jng,2,0,2
16.08,Orianna,mid,0,2,2
16.08,Ambessa,jng,1,0,1
16.08,Gnar,top,1,0,1
16.08,Hwei,mid,0,1,1
16.08,Jax,top,0,1,1
16.08,K'Sante,top,1,0,1
16.08,Kai'Sa,bot,0,1,1
16.08,Lee Sin,jng,1,0,1
16.08,Lucian,bot,1,0,1
16.08,Lulu,sup,0,1,1
16.08,Mel,mid,1,0,1
16.08,Milio,sup,1,0,1
16.08,Nautilus,sup,0,1,1
16.08,Neeko,sup,1,0,1
16.08,Olaf,top,1,0,1
16.08,Pantheon,jng,0,1,1
16.08,Rek'Sai,top,0,1,1
16.08,Renekton,top,0,1,1
16.08,Syndra,mid,1,0,1
16.09,Viktor,mid,3,0,3
16.09,Zoe,mid,0,3,3
16.09,Ahri,mid,0,2,2
16.09,Ezreal,bot,0,2,2
16.09,Jarvan IV,jng,0,2,2
16.09,Karma,sup,2,0,2
16.09,Orianna,mid,0,2,2
16.09,Rek'Sai,jng,2,0,2
16.09,Rell,sup,1,1,2
16.09,Aurora,mid,0,1,1
16.09,Bard,sup,0,1,1
16.09,Caitlyn,bot,1,0,1
16.09,Gnar,top,1,0,1
16.09,Gwen,top,1,0,1
16.09,Jayce,mid,1,0,1
16.09,Jayce,top,0,1,1
16.09,Jhin,bot,1,0,1
16.09,Kai'Sa,bot,1,0,1
16.09,Kalista,bot,1,0,1
16.09,Kennen,top,1,0,1
16.09,Lee Sin,jng,1,0,1
16.09,Lucian,bot,0,1,1
16.09,Naafiri,jng,0,1,1
16.09,Nautilus,sup,0,1,1
16.09,Neeko,sup,1,0,1
16.09,Olaf,top,1,0,1
16.09,Pantheon,jng,0,1,1
16.09,Vi,jng,1,0,1
16.09,Xin Zhao,jng,0,1,1
16.10,Orianna,mid,0,2,2
16.10,Zoe,mid,0,2,2
16.10,Ezreal,bot,0,1,1
16.10,Graves,jng,1,0,1
16.10,Kalista,bot,1,0,1
16.10,Karma,sup,0,1,1
16.10,Malphite,top,1,0,1
16.10,Mel,mid,1,0,1
16.10,Nautilus,sup,1,0,1
16.10,Neeko,sup,0,1,1
16.10,Nocturne,jng,0,1,1
16.10,Olaf,top,0,1,1
16.10,Rek'Sai,top,0,1,1
16.10,Rell,sup,1,0,1
16.10,Rumble,top,1,0,1
16.10,Varus,bot,1,0,1
16.10,Vi,jng,1,0,1
16.10,Viktor,mid,1,0,1
