patch,champ,role,picks_by,bans_vs
16.02,Jayce,top,0,6
16.02,Taliyah,mid,2,3
16.02,Yunara,bot,2,3
16.02,Akali,mid,0,4
16.02,Orianna,mid,1,3
16.02,Sion,top,4,0
16.02,Sivir,bot,3,1
16.02,Azir,mid,1,2
16.02,Ezreal,bot,1,2
16.02,K'Sante,top,2,1
16.02,Malphite,jng,0,3
16.02,Nautilus,sup,1,2
16.02,Pantheon,jng,2,1
16.02,Varus,bot,0,3
16.02,Xin Zhao,jng,3,0
16.02,Alistar,sup,2,0
16.02,Aurora,mid,2,0
16.02,Braum,sup,1,1
16.02,Karma,sup,0,2
16.02,Lulu,sup,1,1
16.02,Neeko,sup,2,0
16.02,Rakan,sup,1,1
16.02,Renekton,top,1,1
16.02,Ryze,mid,2,0
16.02,Wukong,jng,1,1
16.02,Xayah,bot,0,2
16.02,Ahri,mid,1,0
16.02,Aphelios,bot,0,1
16.02,Bard,sup,1,0
16.02,Caitlyn,bot,0,1
16.02,Corki,bot,1,0
16.02,Galio,top,1,0
16.02,Gnar,top,0,1
16.02,Jayce,jng,1,0
16.02,Jinx,bot,1,0
16.02,Kai'Sa,bot,0,1
16.02,Leona,sup,0,1
16.02,Miss Fortune,bot,1,0
16.02,Ornn,top,1,0
16.02,Poppy,top,1,0
16.02,Poppy,sup,0,1
16.02,Qiyana,jng,1,0
16.02,Rumble,top,0,1
16.02,Syndra,mid,1,0
16.02,Taliyah,jng,1,0
16.02,Thresh,sup,1,0
16.02,Tristana,bot,1,0
16.02,Vi,jng,1,0
16.03,Caitlyn,bot,0,4
16.03,Azir,mid,1,2
16.03,Sivir,bot,1,2
16.03,Akali,mid,0,2
16.03,Alistar,sup,1,1
16.03,Braum,sup,0,2
16.03,Jayce,top,0,2
16.03,Lulu,sup,1,1
16.03,Orianna,mid,0,2
16.03,Sion,top,2,0
16.03,Swain,mid,2,0
16.03,Yunara,bot,2,0
16.03,Ambessa,jng,1,0
16.03,Aphelios,bot,1,0
16.03,Cassiopeia,mid,0,1
16.03,Gwen,top,0,1
16.03,Jayce,jng,1,0
16.03,Kog'Maw,mid,1,0
16.03,Malphite,jng,0,1
16.03,Maokai,top,1,0
16.03,Nautilus,sup,1,0
16.03,Neeko,sup,1,0
16.03,Poppy,sup,0,1
16.03,Rakan,sup,1,0
16.03,Renekton,top,1,0
16.03,Rumble,top,1,0
16.03,Ryze,mid,1,0
16.03,Smolder,bot,1,0
16.03,Taliyah,jng,1,0
16.03,Taliyah,mid,0,1
16.03,Vi,jng,0,1
16.03,Wukong,jng,1,0
16.03,Xayah,bot,0,1
16.03,Xin Zhao,jng,1,0
16.04,Azir,mid,1,8
16.04,Lulu,sup,2,4
16.04,Taliyah,mid,1,5
16.04,Sivir,bot,1,4
16.04,Aurora,mid,3,1
16.04,Jarvan IV,jng,3,1
16.04,Nami,sup,3,1
16.04,Orianna,mid,1,3
16.04,Syndra,mid,2,2
16.04,Wukong,jng,2,2
16.04,Corki,bot,3,0
16.04,Ornn,top,0,3
16.04,Rumble,top,2,1
16.04,Sion,top,2,1
16.04,Varus,bot,1,2
16.04,Xin Zhao,jng,1,2
16.04,Yunara,bot,3,0
16.04,Galio,mid,1,1
16.04,K'Sante,top,2,0
16.04,Karma,sup,2,0
16.04,Kog'Maw,bot,0,2
16.04,Malphite,top,2,0
16.04,Neeko,sup,1,1
16.04,Poppy,sup,0,2
16.04,Renekton,top,2,0
16.04,Vi,jng,0,2
16.04,Aatrox,jng,1,0
16.04,Ahri,mid,0,1
16.04,Alistar,sup,0,1
16.04,Aphelios,bot,0,1
16.04,Braum,sup,1,0
16.04,Ezreal,bot,1,0
16.04,Gnar,top,1,0
16.04,Hwei,mid,1,0
16.04,Jayce,mid,1,0
16.04,Kai'Sa,bot,1,0
16.04,Leona,sup,0,1
16.04,Nautilus,sup,1,0
16.04,Poppy,jng,1,0
16.04,Qiyana,jng,1,0
16.04,Rell,sup,1,0
16.04,Ryze,mid,0,1
16.04,Swain,mid,0,1
16.04,Taliyah,jng,1,0
16.04,Tristana,bot,1,0
16.04,Zaahen,jng,1,0
16.04,Zeri,bot,0,1
16.05,Sion,top,0,4
16.05,Sivir,bot,0,4
16.05,Corki,bot,2,0
16.05,Nami,sup,2,0
16.05,Nautilus,sup,0,2
16.05,Orianna,mid,1,1
16.05,Ornn,top,2,0
16.05,Syndra,mid,1,1
16.05,Ahri,mid,0,1
16.05,Ambessa,jng,1,0
16.05,Azir,mid,0,1
16.05,Bard,sup,1,0
16.05,Caitlyn,bot,1,0
16.05,Dr. Mundo,jng,1,0
16.05,Gnar,top,1,0
16.05,Hwei,mid,1,0
16.05,Jarvan IV,jng,0,1
16.05,K'Sante,top,1,0
16.05,Karma,sup,0,1
16.05,Neeko,sup,0,1
16.05,Pantheon,jng,0,1
16.05,Poppy,sup,0,1
16.05,Rakan,sup,1,0
16.05,Taliyah,mid,1,0
16.05,Vi,jng,1,0
16.05,Wukong,jng,1,0
16.05,Xayah,bot,1,0
16.05,Xin Zhao,jng,0,1
16.07,Orianna,mid,0,4
16.07,Sion,top,0,4
16.07,Ornn,top,1,2
16.07,Ryze,mid,1,2
16.07,Ahri,mid,1,1
16.07,Ashe,bot,2,0
16.07,Corki,bot,2,0
16.07,K'Sante,top,2,0
16.07,Nami,sup,2,0
16.07,Renekton,top,0,2
16.07,Rumble,top,0,2
16.07,Seraphine,sup,2,0
16.07,Ambessa,top,0,1
16.07,Annie,mid,1,0
16.07,Camille,top,1,0
16.07,LeBlanc,mid,1,0
16.07,Lee Sin,jng,1,0
16.07,Nocturne,jng,0,1
16.07,Pantheon,jng,1,0
16.07,Xin Zhao,jng,1,0
16.07,Yunara,bot,0,1
16.07,Zaahen,jng,1,0
16.08,Aurora,mid,1,5
16.08,Nautilus,sup,0,5
16.08,Pantheon,jng,2,3
16.08,LeBlanc,mid,0,4
16.08,Ryze,mid,2,2
16.08,Rumble,top,0,3
16.08,Corki,bot,2,0
16.08,K'Sante,top,2,0
16.08,Lulu,sup,1,1
16.08,Nami,sup,2,0
16.08,Ornn,top,1,1
16.08,Renekton,top,1,1
16.08,Seraphine,sup,0,2
16.08,Yunara,bot,2,0
16.08,Ahri,mid,0,1
16.08,Akali,mid,0,1
16.08,Anivia,mid,1,0
16.08,Annie,mid,1,0
16.08,Ashe,bot,0,1
16.08,Azir,mid,0,1
16.08,Bard,sup,1,0
16.08,Caitlyn,bot,1,0
16.08,Dr. Mundo,jng,1,0
16.08,Ezreal,bot,0,1
16.08,Jarvan IV,jng,1,0
16.08,Karma,sup,1,0
16.08,Lee Sin,jng,1,0
16.08,Malphite,top,1,0
16.08,Mel,mid,0,1
16.08,Neeko,sup,1,0
16.08,Orianna,mid,0,1
16.08,Sion,top,1,0
16.08,Sivir,bot,1,0
16.08,Sylas,mid,1,0
16.08,Vayne,top,1,0
16.08,Viktor,mid,1,0
16.08,Wukong,jng,1,0
16.08,Xayah,bot,1,0
16.08,Xin Zhao,jng,1,0
16.08,Yuumi,sup,1,0
16.08,Zaahen,top,0,1
