patch,champ,role,picks_vs,bans_vs
16.02,Orianna,mid,0,5
16.02,Malphite,jng,0,4
16.02,Vi,jng,1,3
16.02,Darius,top,0,3
16.02,Ezreal,bot,3,0
16.02,Gwen,top,0,3
16.02,Alistar,sup,2,0
16.02,Azir,mid,2,0
16.02,Fiora,top,0,2
16.02,Jax,top,2,0
16.02,Jayce,top,0,2
16.02,Karma,sup,0,2
16.02,Nautilus,sup,0,2
16.02,Olaf,top,0,2
16.02,Sion,top,2,0
16.02,Varus,bot,0,2
16.02,Aatrox,jng,1,0
16.02,Akali,mid,0,1
16.02,Ambessa,top,1,0
16.02,Aurora,mid,1,0
16.02,Blitzcrank,sup,1,0
16.02,Braum,sup,0,1
16.02,Cassiopeia,mid,1,0
16.02,Corki,bot,1,0
16.02,Irelia,top,0,1
16.02,Jarvan IV,jng,1,0
16.02,Jayce,jng,1,0
16.02,Leona,sup,1,0
16.02,Lucian,bot,1,0
16.02,Morgana,mid,0,1
16.02,Nami,sup,1,0
16.02,Neeko,sup,0,1
16.02,Ornn,top,1,0
16.02,Pantheon,jng,1,0
16.02,Rakan,sup,1,0
16.02,Renekton,top,1,0
16.02,Ryze,mid,1,0
16.02,Sivir,bot,1,0
16.02,Taliyah,mid,1,0
16.02,Taliyah,jng,1,0
16.02,Thresh,sup,1,0
16.02,Xin Zhao,jng,1,0
16.02,Yunara,bot,1,0
16.02,Zoe,mid,1,0
16.03,Darius,top,0,2
16.03,Jayce,top,0,2
16.03,Syndra,mid,0,2
16.03,Akali,mid,0,1
16.03,Alistar,sup,1,0
16.03,Caitlyn,bot,1,0
16.03,Dr. Mundo,jng,1,0
16.03,Fiora,top,0,1
16.03,Galio,mid,0,1
16.03,Gnar,top,1,0
16.03,Gwen,top,0,1
16.03,Karma,sup,1,0
16.03,Lucian,bot,1,0
16.03,Orianna,mid,1,0
16.03,Rumble,top,1,0
16.03,Taliyah,mid,1,0
16.03,Wukong,jng,1,0
