patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Neeko,sup,2,8,6,1,4,5
16.01,Jayce,top,0,9,5,0,5,5
16.01,Kai'Sa,bot,3,4,4,1,2,3
16.01,Rengar,jng,1,6,4,0,2,2
16.01,Akali,mid,3,3,4,0,2,2
16.01,Ambessa,top,2,3,3,2,1,3
16.01,Corki,bot,3,2,5,3,1,4
16.01,Orianna,mid,2,3,3,1,2,3
16.01,Malphite,jng,1,3,3,0,0,0
16.01,Nautilus,sup,3,1,4,1,0,1
16.01,Rell,sup,4,0,4,3,0,3
16.01,Syndra,mid,1,3,3,1,2,3
16.01,Taliyah,mid,2,2,4,2,1,3
16.01,Wukong,jng,2,2,3,1,1,2
16.01,Xin Zhao,jng,3,1,4,3,1,4
16.01,Sylas,mid,0,3,2,0,2,2
16.01,Viktor,mid,1,2,2,1,1,2
16.01,Zaahen,top,2,1,3,0,0,0
16.01,Aatrox,top,2,0,2,1,0,1
16.01,Azir,mid,1,1,2,0,1,1
16.01,Ezreal,bot,1,1,2,0,0,0
16.01,K'Sante,top,2,0,2,0,0,0
16.01,Kled,top,2,0,2,0,0,0
16.01,LeBlanc,mid,0,2,2,0,0,0
16.01,Leona,sup,1,1,2,1,0,1
16.01,Miss Fortune,bot,2,0,2,1,0,1
16.01,Rakan,sup,1,1,2,0,0,0
16.01,Ryze,mid,2,0,2,1,0,1
16.01,Xayah,bot,0,2,2,0,0,0
16.01,Yunara,bot,2,0,2,1,0,1
16.01,Aatrox,jng,1,0,1,1,0,1
16.01,Alistar,sup,1,0,1,0,0,0
16.01,Ambessa,jng,1,0,1,0,0,0
16.01,Bard,sup,0,1,1,0,0,0
16.01,Braum,sup,1,0,1,0,0,0
16.01,Galio,mid,1,0,1,0,0,0
16.01,Jayce,jng,1,0,1,0,0,0
16.01,Karma,sup,1,0,1,0,0,0
16.01,Lucian,bot,1,0,1,0,0,0
16.01,Mel,mid,0,1,1,0,0,0
16.01,Nami,sup,0,1,1,0,0,0
16.01,Nocturne,jng,1,0,1,0,0,0
16.01,Ornn,top,1,0,1,1,0,1
16.01,Pantheon,jng,0,1,1,0,1,1
16.01,Rek'Sai,jng,1,0,1,1,0,1
16.01,Rumble,top,1,0,1,1,0,1
16.01,Sion,top,1,0,1,0,0,0
16.01,Sylas,jng,1,0,1,0,0,0
16.01,Tristana,bot,1,0,1,0,0,0
16.01,Trundle,jng,0,1,1,0,0,0
16.01,Veigar,mid,1,0,1,0,0,0
16.01,Vi,jng,0,1,1,0,1,1
16.01,Volibear,top,1,0,1,1,0,1
16.01,Zaahen,jng,1,0,1,0,0,0
16.01,Zeri,bot,1,0,1,0,0,0
16.02,Corki,bot,0,3,1,0,1,1
16.02,Orianna,mid,1,2,1,0,1,1
16.02,Nautilus,sup,1,1,1,0,1,1
16.02,Nocturne,jng,0,2,1,0,0,0
16.02,Aatrox,jng,0,1,1,0,0,0
16.02,Gnar,top,1,0,1,0,0,0
16.02,Jayce,top,0,1,1,0,1,1
16.02,Kai'Sa,bot,1,0,1,0,0,0
16.02,Karma,sup,1,0,1,0,0,0
16.02,Malphite,jng,0,1,1,0,0,0
16.02,Nami,sup,0,1,1,0,0,0
16.02,Poppy,sup,0,1,1,0,0,0
16.02,Rakan,sup,0,1,1,0,1,1
16.02,Rek'Sai,jng,1,0,1,0,0,0
16.02,Rell,sup,1,0,1,1,0,1
16.02,Rengar,jng,0,1,1,0,0,0
16.02,Rumble,top,1,0,1,1,0,1
16.02,Sion,mid,1,0,1,0,0,0
16.02,Smolder,bot,1,0,1,0,0,0
16.02,Sylas,mid,1,0,1,1,0,1
16.02,Taliyah,jng,1,0,1,0,0,0
16.02,Xayah,bot,1,0,1,1,0,1
16.02,Xin Zhao,jng,1,0,1,1,0,1
16.02,Zaahen,top,1,0,1,0,0,0
16.03,Neeko,sup,4,8,7,1,5,6
16.03,Rengar,jng,4,7,6,2,4,6
16.03,Rumble,top,2,8,5,1,4,5
16.03,Akali,mid,2,7,6,1,3,4
16.03,Jayce,top,0,9,3,0,3,3
16.03,Orianna,mid,3,5,6,1,2,3
16.03,LeBlanc,mid,1,6,5,1,3,4
16.03,Nautilus,sup,5,2,7,3,2,5
16.03,Zaahen,top,2,4,4,1,1,2
16.03,Ahri,mid,5,0,5,3,0,3
16.03,Ambessa,top,1,4,3,0,2,2
16.03,Corki,bot,4,1,5,2,0,2
16.03,Sion,top,5,0,5,3,0,3
16.03,Xin Zhao,jng,4,1,5,2,1,3
16.03,Leona,sup,3,1,4,1,1,2
16.03,Syndra,mid,3,1,4,1,0,1
16.03,Wukong,jng,3,1,4,2,0,2
16.03,Yunara,bot,4,0,4,2,0,2
16.03,Ezreal,bot,3,0,3,1,0,1
16.03,Galio,mid,2,1,2,0,0,0
16.03,K'Sante,top,3,0,3,0,0,0
16.03,Miss Fortune,bot,2,1,3,0,1,1
16.03,Nami,sup,1,2,3,0,0,0
16.03,Poppy,sup,3,0,3,1,0,1
16.03,Renekton,top,3,0,3,2,0,2
16.03,Ryze,mid,0,3,2,0,1,1
16.03,Sylas,mid,1,2,3,0,0,0
16.03,Taliyah,mid,2,1,3,1,0,1
16.03,Aatrox,jng,0,2,1,0,1,1
16.03,Aurora,mid,0,2,2,0,0,0
16.03,Braum,sup,0,2,2,0,0,0
16.03,Caitlyn,bot,1,1,2,1,1,2
16.03,Kai'Sa,bot,2,0,2,1,0,1
16.03,Kha'Zix,jng,1,1,2,0,0,0
16.03,Qiyana,jng,0,2,2,0,0,0
16.03,Rakan,sup,2,0,2,1,0,1
16.03,Rell,sup,1,1,2,1,1,2
16.03,Viego,jng,2,0,2,0,0,0
16.03,Aatrox,top,1,0,1,1,0,1
16.03,Ambessa,jng,1,0,1,1,0,1
16.03,Dr. Mundo,top,1,0,1,0,0,0
16.03,Jax,jng,1,0,1,0,0,0
16.03,Jayce,jng,1,0,1,0,0,0
16.03,Karma,sup,0,1,1,0,0,0
16.03,Lucian,bot,1,0,1,0,0,0
16.03,Nocturne,jng,0,1,1,0,0,0
16.03,Ornn,top,0,1,1,0,0,0
16.03,Pantheon,jng,0,1,1,0,0,0
16.03,Rek'Sai,top,1,0,1,0,0,0
16.03,Sivir,bot,1,0,1,0,0,0
16.03,Sylas,jng,1,0,1,1,0,1
16.03,Varus,bot,1,0,1,1,0,1
16.03,Xayah,bot,0,1,1,0,0,0
16.03,Zaahen,jng,1,0,1,0,0,0
16.03,Zed,mid,0,1,1,0,1,1
16.05,Rengar,jng,0,6,3,0,3,3
16.05,Orianna,mid,0,5,3,0,2,2
16.05,Akali,mid,2,2,3,0,2,2
16.05,Ambessa,top,2,1,2,1,1,2
16.05,Nautilus,sup,1,2,2,0,1,1
16.05,Zaahen,top,0,3,2,0,1,1
16.05,Ahri,mid,2,0,2,2,0,2
16.05,Aurora,mid,2,0,2,1,0,1
16.05,Ezreal,bot,0,2,2,0,0,0
16.05,Kai'Sa,bot,1,1,2,0,0,0
16.05,Lulu,sup,1,1,2,1,1,2
16.05,Naafiri,jng,2,0,2,1,0,1
16.05,Neeko,sup,1,1,2,0,0,0
16.05,Rumble,top,2,0,2,1,0,1
16.05,Yunara,bot,2,0,2,2,0,2
16.05,Aatrox,jng,1,0,1,0,0,0
16.05,Aatrox,top,1,0,1,0,0,0
16.05,Ambessa,jng,1,0,1,0,0,0
16.05,Caitlyn,bot,1,0,1,1,0,1
16.05,Gnar,top,0,1,1,0,1,1
16.05,Gwen,top,0,1,1,0,1,1
16.05,Jarvan IV,jng,0,1,1,0,0,0
16.05,K'Sante,top,1,0,1,1,0,1
16.05,Leona,sup,1,0,1,0,0,0
16.05,Nami,sup,1,0,1,1,0,1
16.05,Nocturne,jng,0,1,1,0,0,0
16.05,Poppy,sup,1,0,1,1,0,1
16.05,Qiyana,jng,1,0,1,1,0,1
16.05,Sion,top,0,1,1,0,1,1
16.05,Tristana,bot,1,0,1,0,0,0
16.05,Varus,bot,1,0,1,0,0,0
16.05,Xin Zhao,jng,0,1,1,0,1,1
16.05,Zaahen,jng,1,0,1,1,0,1
16.07,Ahri,mid,1,11,7,1,4,5
16.07,Pantheon,jng,3,6,6,1,3,4
16.07,Akali,mid,4,4,6,1,3,4
16.07,Karma,sup,2,5,5,1,2,3
16.07,Nocturne,jng,4,3,5,3,2,5
16.07,Yunara,bot,6,1,6,2,1,3
16.07,LeBlanc,mid,2,4,5,1,1,2
16.07,Sion,top,4,2,5,3,1,4
16.07,Ambessa,top,1,4,3,1,2,3
16.07,Galio,mid,3,2,4,2,1,3
16.07,Jarvan IV,jng,0,5,3,0,3,3
16.07,Lulu,sup,4,1,5,2,0,2
16.07,Nautilus,sup,1,4,4,0,1,1
16.07,Gnar,top,4,0,4,1,0,1
16.07,Orianna,mid,1,3,4,0,1,1
16.07,Rumble,top,0,4,2,0,1,1
16.07,Vi,jng,2,2,4,0,1,1
16.07,Caitlyn,bot,1,2,3,1,1,2
16.07,Corki,bot,2,1,3,1,1,2
16.07,Dr. Mundo,jng,0,3,2,0,1,1
16.07,Ezreal,bot,2,1,3,2,0,2
16.07,Jhin,bot,3,0,3,0,0,0
16.07,K'Sante,top,2,1,3,0,0,0
16.07,Kai'Sa,bot,2,1,3,1,1,2
16.07,Wukong,jng,2,1,3,0,0,0
16.07,Aurora,mid,1,1,2,1,1,2
