patch,champ,role,picks_vs,bans_vs
16.01,Orianna,mid,1,6
16.01,Jayce,top,0,5
16.01,Rumble,top,0,5
16.01,Varus,bot,2,3
16.01,Azir,mid,1,3
16.01,Nautilus,sup,1,3
16.01,Alistar,sup,0,3
16.01,Ambessa,top,1,2
16.01,Gwen,top,2,1
16.01,Lulu,sup,2,1
16.01,Neeko,sup,2,1
16.01,Pantheon,jng,2,1
16.01,Poppy,sup,1,2
16.01,Ryze,mid,3,0
16.01,Vi,jng,2,1
16.01,Xin Zhao,jng,1,2
16.01,Bard,sup,2,0
16.01,Braum,sup,1,1
16.01,Ezreal,bot,1,1
16.01,Jarvan IV,jng,1,1
16.01,K'Sante,top,2,0
16.01,Lucian,bot,1,1
16.01,Sylas,mid,1,1
16.01,Aatrox,jng,1,0
16.01,Ahri,mid,1,0
16.01,Akali,mid,1,0
16.01,Aphelios,bot,1,0
16.01,Corki,bot,1,0
16.01,Gnar,top,1,0
16.01,Jax,jng,1,0
16.01,Jhin,bot,1,0
16.01,Kai'Sa,bot,1,0
16.01,Kennen,top,1,0
16.01,Leona,sup,0,1
16.01,Malphite,jng,0,1
16.01,Miss Fortune,bot,0,1
16.01,Nami,sup,1,0
16.01,Nautilus,jng,1,0
16.01,Nocturne,jng,0,1
16.01,Qiyana,jng,1,0
16.01,Rek'Sai,top,1,0
16.01,Renekton,top,0,1
16.01,Sion,top,1,0
16.01,Sivir,bot,1,0
16.01,Twisted Fate,mid,1,0
16.01,Wukong,jng,0,1
16.01,Yunara,bot,1,0
16.01,Zaahen,top,1,0
16.01,Zoe,mid,1,0
16.02,Rumble,top,1,8
16.02,Varus,bot,0,6
16.02,Jayce,top,0,5
16.02,Rakan,sup,2,2
16.02,Azir,mid,2,1
16.02,Corki,bot,3,0
16.02,Gwen,top,2,1
16.02,Jarvan IV,jng,1,2
16.02,Nautilus,sup,3,0
16.02,Neeko,sup,0,3
16.02,Nocturne,jng,1,2
16.02,Orianna,mid,1,2
16.02,Pantheon,jng,1,2
16.02,Rell,sup,1,2
16.02,Ahri,mid,2,0
16.02,Akali,mid,1,1
16.02,Alistar,sup,1,1
16.02,Aphelios,bot,1,1
16.02,Bard,sup,0,2
16.02,Ezreal,bot,2,0
16.02,Kalista,bot,0,2
16.02,Karma,sup,2,0
16.02,Leona,sup,0,2
16.02,Rek'Sai,top,2,0
16.02,Renekton,top,1,1
