patch,champ,role,picks_vs,bans_vs
16.04,Olaf,top,0,4
16.04,Neeko,sup,1,2
16.04,Varus,bot,1,2
16.04,Ahri,mid,2,0
16.04,Alistar,sup,2,0
16.04,Ambessa,jng,2,0
16.04,Ezreal,bot,1,1
16.04,Galio,mid,1,1
16.04,Kindred,jng,0,2
16.04,Renekton,top,2,0
16.04,Rumble,top,0,2
16.04,Volibear,top,0,2
16.04,Warwick,top,0,2
16.04,Ashe,bot,1,0
16.04,Draven,bot,1,0
16.04,Gnar,top,1,0
16.04,Jax,top,1,0
16.04,K'Sante,top,1,0
16.04,Kennen,top,0,1
16.04,LeBlanc,mid,0,1
16.04,Lee Sin,jng,1,0
16.04,Lulu,sup,1,0
16.04,Nocturne,jng,0,1
16.04,Orianna,mid,0,1
16.04,Poppy,sup,0,1
16.04,Qiyana,jng,1,0
16.04,Ryze,mid,1,0
16.04,Seraphine,sup,1,0
16.04,Taliyah,mid,1,0
16.04,Tristana,bot,1,0
16.04,Vi,jng,1,0
16.04,Xin Zhao,jng,0,1
16.04,Zyra,jng,0,1
16.07,Ezreal,bot,4,0
16.07,Olaf,top,0,4
16.07,Shen,top,0,4
16.07,Ambessa,top,1,2
16.07,Karma,sup,3,0
16.07,Aphelios,bot,0,2
16.07,Hwei,mid,2,0
16.07,K'Sante,top,2,0
16.07,Rek'Sai,top,0,2
16.07,Viktor,mid,1,1
16.07,Warwick,top,0,2
16.07,Xin Zhao,jng,1,1
16.07,Aatrox,jng,1,0
16.07,Ashe,bot,0,1
16.07,Bard,sup,1,0
16.07,Caitlyn,bot,1,0
16.07,Cassiopeia,mid,1,0
16.07,Corki,bot,0,1
16.07,Elise,sup,1,0
16.07,Gnar,top,1,0
16.07,Gragas,top,1,0
16.07,Graves,jng,1,0
16.07,Jarvan IV,jng,0,1
16.07,Jayce,mid,1,0
16.07,Kai'Sa,bot,0,1
16.07,Kha'Zix,jng,0,1
16.07,Kindred,jng,0,1
16.07,LeBlanc,mid,0,1
16.07,Lee Sin,jng,1,0
16.07,Mel,mid,0,1
16.07,Nautilus,sup,1,0
16.07,Orianna,mid,0,1
16.07,Pantheon,jng,1,0
16.07,Poppy,sup,0,1
16.07,Renekton,top,0,1
16.07,Ryze,mid,1,0
16.07,Sion,top,1,0
16.07,Sivir,bot,1,0
16.07,Taliyah,jng,1,0
16.07,Volibear,top,0,1
16.08,Jarvan IV,jng,1,3
16.08,Olaf,top,0,4
16.08,Xin Zhao,jng,2,2
16.08,Warwick,top,0,3
16.08,Aphelios,bot,0,2
16.08,Ashe,bot,1,1
16.08,Braum,sup,2,0
16.08,Kalista,bot,0,2
16.08,LeBlanc,mid,1,1
16.08,Rek'Sai,top,0,2
16.08,Ryze,mid,0,2
16.08,Shen,sup,2,0
16.08,Syndra,mid,1,1
16.08,Volibear,top,0,2
16.08,Aatrox,top,1,0
16.08,Ahri,mid,1,0
16.08,Ambessa,top,1,0
16.08,Aurora,mid,0,1
16.08,Bard,sup,1,0
16.08,Dr. Mundo,jng,1,0
16.08,Irelia,top,1,0
16.08,Jax,top,1,0
16.08,Jhin,bot,1,0
16.08,Jinx,bot,1,0
16.08,K'Sante,top,1,0
16.08,Lucian,bot,1,0
16.08,Malphite,jng,0,1
16.08,Mel,bot,1,0
16.08,Nami,sup,1,0
16.08,Orianna,mid,1,0
16.08,Ornn,top,0,1
16.08,Rumble,top,1,0
16.08,Shen,top,0,1
16.08,Sivir,bot,1,0
16.08,Skarner,jng,1,0
16.08,Varus,bot,0,1
16.08,Vi,jng,1,0
16.08,Viktor,mid,1,0
16.08,Vladimir,mid,1,0
