patch,champ,role,picks_vs,bans_vs
16.03,Akali,mid,1,2
16.03,Yunara,bot,2,1
16.03,Ambessa,top,0,2
16.03,Azir,mid,2,0
16.03,Diana,jng,0,2
16.03,Dr. Mundo,jng,1,1
16.03,Jarvan IV,jng,0,2
16.03,Nautilus,sup,2,0
16.03,Neeko,sup,1,1
16.03,Pantheon,jng,0,2
16.03,Rumble,top,2,0
16.03,Sivir,bot,1,1
16.03,Syndra,mid,0,2
16.03,Taliyah,mid,1,1
16.03,Varus,bot,0,2
16.03,Xayah,bot,2,0
16.03,Xin Zhao,jng,2,0
16.03,Aatrox,top,1,0
16.03,Braum,sup,0,1
16.03,Ezreal,bot,0,1
16.03,Fiddlesticks,sup,1,0
16.03,Galio,mid,0,1
16.03,Hwei,mid,0,1
16.03,K'Sante,top,1,0
16.03,Nami,sup,0,1
16.03,Orianna,mid,1,0
16.03,Rakan,sup,1,0
16.03,Renekton,top,1,0
16.03,Sion,top,0,1
16.03,Vi,jng,1,0
16.03,Wukong,jng,1,0
16.07,Akali,mid,0,4
16.07,K'Sante,top,0,4
16.07,Xin Zhao,jng,1,2
16.07,Aurora,mid,2,0
16.07,Caitlyn,bot,1,1
16.07,Nami,sup,2,0
16.07,Renekton,top,1,1
16.07,Seraphine,sup,0,2
16.07,Aatrox,top,1,0
16.07,Aatrox,jng,0,1
16.07,Ambessa,top,1,0
16.07,Amumu,sup,0,1
16.07,Anivia,mid,1,0
16.07,Bard,sup,1,0
16.07,Corki,bot,1,0
16.07,Ezreal,bot,1,0
16.07,Gwen,top,1,0
16.07,Jarvan IV,jng,1,0
16.07,Lulu,sup,1,0
16.07,Nautilus,sup,0,1
16.07,Orianna,mid,1,0
16.07,Rell,sup,0,1
16.07,Shen,jng,1,0
16.07,Sion,top,0,1
16.07,Skarner,jng,1,0
16.07,Varus,bot,0,1
16.07,Yunara,bot,1,0
16.08,K'Sante,top,0,4
16.08,Bard,sup,1,2
16.08,Nautilus,sup,0,3
16.08,Ambessa,top,0,2
16.08,Anivia,mid,2,0
16.08,Jarvan IV,jng,1,1
16.08,Nami,sup,1,1
16.08,Pantheon,jng,2,0
16.08,Sion,top,0,2
16.08,Aatrox,top,1,0
16.08,Alistar,sup,1,0
16.08,Azir,mid,1,0
16.08,Caitlyn,bot,1,0
16.08,Cassiopeia,mid,1,0
16.08,Corki,bot,1,0
16.08,Gnar,top,1,0
16.08,Jayce,top,1,0
16.08,Jhin,bot,1,0
16.08,Lulu,sup,1,0
16.08,Neeko,sup,0,1
16.08,Nocturne,jng,0,1
16.08,Ornn,top,0,1
16.08,Rumble,top,1,0
16.08,Seraphine,sup,0,1
16.08,Varus,bot,0,1
16.08,Xin Zhao,jng,1,0
16.08,Yunara,bot,1,0
16.09,K'Sante,top,0,4
16.09,Xin Zhao,jng,1,2
16.09,Akali,mid,0,2
16.09,Ezreal,bot,2,0
16.09,Karma,sup,1,1
16.09,Nautilus,sup,1,1
16.09,Orianna,mid,1,1
16.09,Pantheon,jng,2,0
16.09,Alistar,sup,0,1
16.09,Ambessa,top,1,0
16.09,Anivia,mid,1,0
16.09,Anivia,sup,1,0
16.09,Annie,mid,1,0
16.09,Caitlyn,bot,1,0
16.09,Dr. Mundo,jng,1,0
16.09,Gnar,top,1,0
16.09,Hwei,mid,0,1
16.09,Jayce,top,1,0
16.09,Kalista,bot,1,0
16.09,LeBlanc,mid,1,0
16.09,Leona,sup,1,0
16.09,Nocturne,jng,0,1
16.09,Pyke,sup,0,1
16.09,Rell,sup,0,1
16.09,Ryze,mid,0,1
16.09,Shen,top,1,0
16.09,Sivir,bot,0,1
16.09,Smolder,bot,0,1
16.09,Wukong,jng,0,1
16.1,K'Sante,top,0,2
16.1,Nautilus,sup,1,1
16.1,Ahri,mid,1,0
16.1,Braum,sup,0,1
16.1,Hwei,mid,0,1
16.1,Kalista,bot,1,0
16.1,Lucian,bot,1,0
16.1,Lulu,sup,0,1
16.1,Milio,sup,1,0
16.1,Pantheon,jng,1,0
16.1,Pyke,sup,0,1
16.1,Rumble,top,1,0
16.1,Seraphine,sup,0,1
16.1,Syndra,mid,1,0
16.1,Varus,top,1,0
16.1,Xin Zhao,jng,1,0
