patch,champ,role,picks_by,bans_vs
16.02,Jayce,top,0,4
16.02,Ambessa,top,0,3
16.02,Varus,bot,0,3
16.02,Cassiopeia,mid,0,2
16.02,Jhin,bot,2,0
16.02,K'Sante,top,2,0
16.02,Karma,sup,2,0
16.02,Lucian,bot,0,2
16.02,Orianna,mid,2,0
16.02,Rumble,top,0,2
16.02,Sion,top,2,0
16.02,Taliyah,mid,2,0
16.02,Volibear,jng,2,0
16.02,Alistar,sup,1,0
16.02,Ambessa,jng,1,0
16.02,Aphelios,bot,1,0
16.02,Aurora,top,1,0
16.02,Dr. Mundo,jng,0,1
16.02,Ezreal,bot,1,0
16.02,Gwen,top,0,1
16.02,Lulu,sup,0,1
16.02,Neeko,sup,0,1
16.02,Nocturne,jng,0,1
16.02,Pantheon,jng,0,1
16.02,Qiyana,jng,1,0
16.02,Rakan,sup,0,1
16.02,Rell,sup,1,0
16.02,Senna,bot,1,0
16.02,Syndra,mid,1,0
16.02,Thresh,sup,1,0
16.02,Vi,jng,0,1
16.02,Wukong,jng,1,0
16.02,Xin Zhao,jng,0,1
16.03,Karma,sup,1,3
16.03,Orianna,mid,1,3
16.03,Varus,bot,0,4
16.03,Ambessa,top,0,3
16.03,Alistar,sup,2,0
16.03,Cassiopeia,mid,0,2
16.03,Dr. Mundo,jng,0,2
16.03,Ezreal,bot,1,1
16.03,Jhin,bot,2,0
16.03,Lulu,sup,1,1
16.03,Nocturne,jng,1,1
16.03,Rumble,top,2,0
16.03,Ryze,mid,2,0
16.03,Senna,bot,0,2
16.03,Trundle,jng,2,0
16.03,Akali,mid,1,0
16.03,Aphelios,bot,1,0
16.03,Aurora,mid,0,1
16.03,Aurora,top,1,0
16.03,Azir,mid,1,0
16.03,Bard,sup,0,1
16.03,Braum,sup,0,1
16.03,Gnar,top,1,0
16.03,Gwen,top,0,1
16.03,Jayce,top,1,0
16.03,Kalista,bot,1,0
16.03,Nami,sup,0,1
16.03,Nautilus,sup,0,1
16.03,Rakan,sup,0,1
16.03,Renata Glasc,sup,1,0
16.03,Senna,sup,1,0
16.03,Sion,bot,1,0
16.03,Sion,top,1,0
16.03,Sylas,mid,1,0
16.03,Syndra,mid,0,1
16.03,Vi,jng,1,0
16.03,Wukong,jng,1,0
16.03,Zaahen,jng,1,0
16.04,Ambessa,top,0,3
16.04,Karma,sup,0,3
16.04,Cassiopeia,mid,1,1
16.04,Rumble,top,1,1
16.04,Ahri,mid,1,0
16.04,Alistar,sup,1,0
16.04,Ashe,bot,1,0
16.04,Dr. Mundo,jng,0,1
16.04,Ezreal,bot,1,0
16.04,Gnar,top,0,1
16.04,Gwen,jng,1,0
16.04,Lucian,bot,1,0
16.04,Lulu,sup,0,1
16.04,Nautilus,sup,0,1
16.04,Olaf,top,1,0
16.04,Orianna,mid,1,0
16.04,Pantheon,jng,0,1
16.04,Seraphine,sup,1,0
16.04,Sion,top,1,0
16.04,Sona,sup,1,0
16.04,Varus,bot,0,1
16.04,Vi,jng,1,0
16.04,Volibear,top,0,1
16.04,Xin Zhao,jng,1,0
16.07,Jarvan IV,jng,0,7
16.07,Varus,bot,0,4
16.07,Annie,mid,2,1
16.07,Cassiopeia,mid,1,2
16.07,Corki,bot,3,0
16.07,Dr. Mundo,jng,2,1
16.07,Ezreal,bot,1,2
16.07,Jayce,top,0,3
16.07,Nami,sup,3,0
16.07,Orianna,mid,0,3
16.07,Pantheon,jng,1,2
16.07,Ryze,mid,0,3
16.07,Viktor,mid,2,1
16.07,Wukong,jng,0,3
16.07,Ambessa,top,1,1
16.07,Neeko,sup,2,0
16.07,Nocturne,jng,1,1
16.07,Sion,top,2,0
16.07,Trundle,jng,1,1
16.07,Yorick,top,2,0
16.07,Aatrox,jng,1,0
16.07,Ambessa,jng,1,0
16.07,Anivia,mid,1,0
16.07,Ashe,bot,1,0
16.07,Aurora,mid,0,1
16.07,Bard,sup,1,0
16.07,Caitlyn,bot,1,0
16.07,Gnar,top,1,0
16.07,Hwei,mid,1,0
16.07,Irelia,top,0,1
16.07,K'Sante,top,1,0
16.07,Kai'Sa,bot,1,0
16.07,Karma,sup,0,1
16.07,LeBlanc,mid,0,1
16.07,Miss Fortune,bot,1,0
16.07,Nasus,jng,1,0
16.07,Nautilus,sup,1,0
16.07,Ornn,top,1,0
16.07,Seraphine,sup,1,0
16.07,Vi,jng,0,1
16.07,Xerath,mid,1,0
16.08,Ambessa,top,3,10
16.08,Karma,sup,2,8
16.08,Orianna,mid,0,8
16.08,Varus,bot,4,4
16.08,Annie,mid,4,3
16.08,Bard,sup,4,2
16.08,Pantheon,jng,5,1
16.08,Cassiopeia,mid,1,4
16.08,Dr. Mundo,jng,2,3
16.08,Nami,sup,4,1
16.08,Nocturne,jng,2,3
16.08,Azir,mid,2,2
16.08,Corki,bot,2,2
16.08,Ezreal,bot,3,1
16.08,Gnar,top,1,3
16.08,Jayce,top,2,2
16.08,Seraphine,sup,3,1
16.08,Aurora,mid,2,1
16.08,Caitlyn,bot,3,0
16.08,Hwei,mid,3,0
16.08,Jarvan IV,jng,0,3
16.08,K'Sante,top,3,0
16.08,Naafiri,jng,1,2
16.08,Nasus,jng,1,2
16.08,Ryze,mid,0,3
16.08,Shen,top,0,3
16.08,Sion,top,3,0
16.08,Sylas,mid,2,1
16.08,Aatrox,jng,0,2
16.08,Akali,mid,0,2
16.08,Ashe,bot,2,0
16.08,Gwen,top,1,1
16.08,Lulu,sup,2,0
16.08,Neeko,sup,2,0
16.08,Ornn,top,1,1
16.08,Shen,jng,2,0
16.08,Viktor,mid,2,0
16.08,Xin Zhao,jng,1,1
16.08,Aatrox,top,1,0
16.08,Ahri,mid,0,1
16.08,Ambessa,jng,1,0
16.08,Galio,top,1,0
16.08,Galio,mid,0,1
16.08,Jhin,bot,1,0
16.08,Nautilus,sup,0,1
16.08,Rumble,top,1,0
16.08,Sejuani,jng,1,0
16.08,Sivir,bot,1,0
16.08,Syndra,mid,1,0
16.08,Trundle,jng,0,1
16.08,Vayne,top,0,1
16.08,Wukong,jng,1,0
16.08,Yunara,bot,1,0
16.09,Orianna,mid,0,4
16.09,Ryze,mid,0,4
16.09,Varus,bot,0,4
16.09,Ambessa,top,0,3
16.09,Jarvan IV,jng,2,1
16.09,Karma,sup,0,3
16.09,Anivia,top,2,0
16.09,Anivia,mid,0,2
16.09,Ashe,bot,2,0
16.09,Bard,sup,2,0
16.09,Cassiopeia,mid,1,1
16.09,Hwei,mid,2,0
16.09,Jayce,top,1,1
16.09,Jhin,bot,2,0
16.09,Rumble,top,2,0
16.09,Seraphine,sup,1,1
16.09,Shen,jng,2,0
16.09,Viktor,mid,1,1
16.09,Ahri,mid,1,0
16.09,Aurora,mid,1,0
16.09,Caitlyn,bot,0,1
16.09,Dr. Mundo,jng,1,0
16.09,Lucian,bot,1,0
16.09,Lulu,sup,1,0
16.09,Milio,sup,1,0
16.09,Nautilus,sup,1,0
16.09,Nocturne,jng,0,1
16.09,Pantheon,jng,1,0
16.09,Sion,top,1,0
16.09,Smolder,bot,1,0
16.09,Taliyah,mid,0,1
16.09,Vayne,top,0,1
16.09,Xin Zhao,jng,0,1
16.1,Karma,sup,0,5
16.1,Nasus,jng,1,3
16.1,Anivia,mid,0,3
16.1,Gnar,top,0,3
16.1,Jarvan IV,jng,2,1
16.1,Orianna,mid,1,2
16.1,Rumble,top,2,1
16.1,Ambessa,top,0,2
16.1,Bard,sup,1,1
16.1,Caitlyn,bot,1,1
16.1,Cassiopeia,mid,0,2
16.1,Ezreal,bot,1,1
16.1,Jayce,top,2,0
16.1,K'Sante,top,2,0
16.1,Lulu,sup,2,0
16.1,Nocturne,jng,1,1
16.1,Shen,top,0,2
16.1,Varus,bot,0,2
16.1,Viktor,mid,2,0
16.1,Xin Zhao,jng,1,1
16.1,Ahri,mid,0,1
16.1,Akali,top,1,0
