patch,champ,role,picks_by,bans_vs
16.08,Ambessa,top,1,1
16.08,Nautilus,sup,1,1
16.08,Ashe,bot,0,1
16.08,Aurora,mid,1,0
16.08,Bard,sup,1,0
16.08,Caitlyn,bot,0,1
16.08,Draven,bot,1,0
16.08,Ezreal,bot,1,0
16.08,K'Sante,top,0,1
16.08,Kai'Sa,bot,0,1
16.08,Nami,sup,0,1
16.08,Nocturne,jng,1,0
16.08,Orianna,top,1,0
16.08,Ryze,mid,0,1
16.08,Vayne,mid,1,0
16.08,Vi,jng,1,0
16.08,Xin Zhao,jng,0,1
16.08,Yunara,bot,0,1
16.09,Jarvan IV,jng,1,3
16.09,Nautilus,sup,1,2
16.09,Varus,bot,0,3
16.09,Cassiopeia,mid,2,0
16.09,Kalista,bot,1,1
16.09,Orianna,mid,0,2
16.09,Ryze,mid,1,1
16.09,Sion,top,2,0
16.09,Taliyah,mid,1,1
16.09,Vayne,top,1,1
16.09,Vi,jng,1,1
16.09,Viktor,mid,1,1
16.09,Ahri,mid,0,1
16.09,Ambessa,top,1,0
16.09,Annie,mid,0,1
16.09,Ashe,bot,0,1
16.09,Aurora,mid,0,1
16.09,Bard,sup,0,1
16.09,Brand,bot,1,0
16.09,Caitlyn,bot,0,1
16.09,Draven,bot,1,0
16.09,Ezreal,bot,1,0
16.09,Leona,sup,0,1
16.09,Lulu,sup,1,0
16.09,Naafiri,jng,1,0
16.09,Nami,sup,1,0
16.09,Nocturne,jng,1,0
16.09,Rell,sup,1,0
16.09,Renata Glasc,sup,1,0
16.09,Sivir,bot,0,1
16.09,Sylas,mid,0,1
16.09,Varus,top,1,0
16.09,Xin Zhao,jng,1,0
16.09,Yunara,bot,1,0
