patch,champ,role,picks_by,bans_vs
16.04,Azir,mid,1,3
16.04,Rumble,top,1,3
16.04,Ryze,mid,1,3
16.04,Varus,bot,2,2
16.04,Ambessa,top,2,1
16.04,Neeko,sup,2,1
16.04,Orianna,mid,0,3
16.04,Aurora,mid,1,1
16.04,Nautilus,sup,2,0
16.04,Pantheon,jng,1,1
16.04,Taliyah,mid,1,1
16.04,Vi,jng,1,1
16.04,Yone,mid,0,2
16.04,Ahri,mid,1,0
16.04,Akali,mid,0,1
16.04,Ambessa,jng,1,0
16.04,Ashe,bot,1,0
16.04,Corki,bot,1,0
16.04,Gnar,top,1,0
16.04,Jhin,bot,1,0
16.04,Kha'Zix,jng,1,0
16.04,Mel,mid,0,1
16.04,Renekton,top,1,0
16.04,Seraphine,sup,1,0
16.04,Yunara,bot,0,1
16.04,Zaahen,jng,1,0
16.05,Ambessa,top,1,3
16.05,Azir,mid,0,4
16.05,Zaahen,top,0,4
16.05,Neeko,sup,0,3
16.05,Seraphine,sup,3,0
16.05,Vi,jng,1,2
16.05,Xin Zhao,jng,0,3
16.05,Ashe,bot,2,0
16.05,Bard,sup,0,2
16.05,Gwen,top,1,1
16.05,Nautilus,sup,2,0
16.05,Pantheon,jng,0,2
16.05,Ryze,mid,2,0
16.05,Sivir,bot,2,0
16.05,Taliyah,mid,1,1
16.05,Ahri,mid,0,1
16.05,Ambessa,jng,1,0
16.05,Annie,mid,1,0
16.05,Gnar,top,1,0
16.05,Jax,top,0,1
16.05,Jayce,jng,1,0
16.05,K'Sante,top,1,0
16.05,Maokai,jng,1,0
16.05,Naafiri,jng,1,0
16.05,Nocturne,jng,1,0
16.05,Orianna,mid,0,1
16.05,Rakan,sup,0,1
16.05,Rek'Sai,top,1,0
16.05,Rell,sup,1,0
16.05,Renekton,top,1,0
16.05,Rumble,top,0,1
16.05,Syndra,mid,1,0
16.05,Varus,bot,1,0
16.05,Yone,mid,1,0
16.05,Ziggs,bot,1,0
16.06,Yone,mid,0,4
16.06,Akali,mid,2,1
16.06,Karma,sup,1,2
16.06,Mel,mid,0,3
16.06,Pantheon,jng,0,3
16.06,Vi,jng,2,1
16.06,Azir,mid,0,2
16.06,Jayce,top,0,2
16.06,Nautilus,sup,2,0
16.06,Nocturne,jng,0,2
16.06,Rumble,top,1,1
16.06,Sivir,bot,2,0
16.06,Wukong,jng,1,1
16.06,Ambessa,top,0,1
16.06,Gnar,top,1,0
16.06,K'Sante,top,1,0
16.06,Kha'Zix,jng,1,0
16.06,Leona,sup,1,0
16.06,Mel,bot,1,0
16.06,Naafiri,jng,1,0
16.06,Orianna,mid,1,0
16.06,Rell,sup,1,0
16.06,Renekton,top,1,0
16.06,Ryze,mid,1,0
16.06,Seraphine,sup,0,1
16.06,Seraphine,bot,1,0
16.06,Sion,top,1,0
16.06,Sylas,mid,1,0
16.06,Viktor,mid,0,1
16.06,Ziggs,bot,1,0
16.08,Aurora,mid,2,1
16.08,Karma,sup,1,2
16.08,Orianna,mid,1,2
16.08,Vi,jng,1,2
16.08,Akali,mid,0,2
16.08,Bard,sup,0,2
16.08,K'Sante,top,1,1
16.08,Pantheon,jng,0,2
16.08,Rumble,top,0,2
16.08,Sylas,mid,0,2
16.08,Alistar,sup,1,0
16.08,Ambessa,top,1,0
16.08,Annie,mid,1,0
16.08,Ashe,bot,1,0
16.08,Ezreal,bot,1,0
16.08,Kha'Zix,jng,1,0
16.08,Lee Sin,jng,1,0
16.08,Lulu,sup,1,0
16.08,Naafiri,jng,0,1
16.08,Nocturne,jng,1,0
16.08,Renekton,top,1,0
16.08,Ryze,mid,0,1
16.08,Seraphine,sup,1,0
16.08,Sion,top,1,0
16.08,Varus,bot,1,0
16.08,Yunara,bot,1,0
16.09,Akali,mid,0,4
16.09,Karma,sup,2,1
16.09,Renekton,top,2,1
16.09,Varus,bot,0,3
16.09,Ashe,bot,1,1
16.09,Gnar,top,0,2
16.09,Jarvan IV,jng,0,2
16.09,Lee Sin,jng,1,1
16.09,Neeko,sup,0,2
16.09,Ryze,mid,2,0
16.09,Seraphine,sup,1,1
16.09,Viktor,mid,0,2
16.09,Ambessa,top,1,0
16.09,Annie,mid,1,0
16.09,Aurora,mid,0,1
16.09,Azir,mid,1,0
16.09,Ezreal,bot,1,0
16.09,Gwen,top,1,0
16.09,Hwei,mid,1,0
16.09,Jhin,bot,1,0
16.09,K'Sante,top,1,0
16.09,Kai'Sa,bot,1,0
16.09,Lulu,sup,1,0
16.09,Malphite,jng,0,1
16.09,Naafiri,jng,1,0
16.09,Nautilus,sup,1,0
16.09,Orianna,mid,0,1
16.09,Pantheon,jng,1,0
16.09,Rumble,top,0,1
16.09,Trundle,jng,1,0
16.09,Vi,jng,0,1
16.09,Wukong,jng,1,0
16.09,Yunara,bot,1,0
16.10,Varus,bot,0,2
16.10,Vi,jng,0,2
16.10,Akali,mid,0,1
16.10,Annie,mid,1,0
16.10,K'Sante,top,1,0
16.10,LeBlanc,mid,0,1
16.10,Lee Sin,jng,1,0
16.10,Leona,sup,0,1
16.10,Mel,bot,1,0
16.10,Miss Fortune,bot,1,0
16.10,Naafiri,jng,1,0
16.10,Nautilus,sup,0,1
16.10,Nocturne,jng,0,1
16.10,Orianna,mid,1,0
16.10,Rell,sup,1,0
16.10,Renekton,top,1,0
16.10,Rumble,top,0,1
16.10,Skarner,sup,1,0
