patch,champ,role,picks_vs,bans_vs
16.02,Jarvan IV,jng,1,3
16.02,Nautilus,sup,0,3
16.02,Pantheon,jng,0,3
16.02,Akali,mid,0,2
16.02,Alistar,sup,2,0
16.02,Gwen,top,1,1
16.02,K'Sante,top,2,0
16.02,Lucian,bot,1,1
16.02,Nocturne,jng,0,2
16.02,Orianna,mid,1,1
16.02,Qiyana,jng,2,0
16.02,Rell,sup,2,0
16.02,Ryze,mid,0,2
16.02,Varus,bot,0,2
16.02,Vi,jng,1,1
16.02,Viktor,mid,1,1
16.02,Ambessa,jng,1,0
16.02,Aphelios,bot,1,0
16.02,Aurora,top,1,0
16.02,Azir,mid,1,0
16.02,Bard,sup,0,1
16.02,Cassiopeia,mid,1,0
16.02,Corki,bot,1,0
16.02,Ezreal,bot,1,0
16.02,Jhin,bot,1,0
16.02,Karma,sup,1,0
16.02,Lulu,sup,0,1
16.02,Miss Fortune,bot,0,1
16.02,Mordekaiser,top,1,0
16.02,Nami,sup,1,0
16.02,Neeko,sup,0,1
16.02,Renekton,top,0,1
16.02,Rumble,top,0,1
16.02,Senna,bot,1,0
16.02,Sion,top,1,0
16.02,Syndra,mid,1,0
16.02,Taliyah,mid,1,0
16.02,Volibear,jng,1,0
16.02,Yunara,bot,0,1
16.02,Ziggs,bot,0,1
16.03,Aurora,mid,0,4
16.03,Ambessa,top,0,3
16.03,Azir,mid,0,3
16.03,Jayce,top,0,3
16.03,Malphite,jng,0,3
16.03,Taliyah,mid,1,2
16.03,Vi,jng,2,1
16.03,Bard,sup,0,2
16.03,Gwen,top,0,2
16.03,Jarvan IV,jng,1,1
16.03,Lucian,bot,0,2
16.03,Lulu,sup,1,1
16.03,Nautilus,sup,0,2
16.03,Orianna,mid,1,1
16.03,Rell,sup,2,0
16.03,Sion,top,2,0
16.03,Sylas,mid,0,2
16.03,Trundle,jng,1,1
16.03,Varus,bot,1,1
16.03,Xin Zhao,jng,2,0
16.03,Yunara,bot,2,0
16.03,Aatrox,jng,1,0
16.03,Anivia,mid,1,0
16.03,Ashe,bot,1,0
16.03,Braum,sup,1,0
16.03,Cassiopeia,mid,1,0
16.03,Corki,bot,1,0
16.03,Ezreal,bot,0,1
