patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Malphite,jng,2,5,4,0,3,3
16.01,Akali,mid,1,4,3,0,1,1
16.01,Aphelios,bot,2,3,3,1,1,2
16.01,Rumble,top,1,4,4,1,2,3
16.01,Bard,sup,0,4,3,0,2,2
16.01,Lulu,sup,2,2,4,1,0,1
16.01,Orianna,mid,0,4,3,0,3,3
16.01,Azir,mid,1,2,2,1,1,2
16.01,Jarvan IV,jng,3,0,3,2,0,2
16.01,Jayce,top,0,3,2,0,2,2
16.01,Nautilus,sup,1,2,2,0,1,1
16.01,Poppy,sup,0,3,3,0,0,0
16.01,Sion,top,3,0,3,2,0,2
16.01,Syndra,mid,3,0,3,2,0,2
16.01,Alistar,sup,1,1,2,1,0,1
16.01,Ezreal,bot,2,0,2,2,0,2
16.01,Jhin,bot,2,0,2,1,0,1
16.01,Leona,sup,2,0,2,2,0,2
16.01,Nocturne,jng,2,0,2,0,0,0
16.01,Rakan,sup,1,1,2,0,0,0
16.01,Ryze,mid,2,0,2,1,0,1
16.01,Sylas,mid,1,1,2,0,0,0
16.01,Varus,bot,0,2,2,0,1,1
16.01,Vi,jng,0,2,1,0,1,1
16.01,Ambessa,top,0,1,1,0,0,0
16.01,Braum,sup,1,0,1,0,0,0
16.01,Corki,bot,0,1,1,0,0,0
16.01,Gangplank,top,1,0,1,0,0,0
16.01,Gnar,top,0,1,1,0,1,1
16.01,K'Sante,top,1,0,1,0,0,0
16.01,Kai'Sa,bot,1,0,1,0,0,0
16.01,Karma,sup,0,1,1,0,1,1
16.01,Kennen,top,0,1,1,0,0,0
16.01,Lucian,bot,1,0,1,0,0,0
16.01,Milio,sup,1,0,1,0,0,0
16.01,Neeko,sup,0,1,1,0,0,0
16.01,Rell,sup,1,0,1,0,0,0
16.01,Renekton,top,0,1,1,0,0,0
16.01,Taliyah,mid,1,0,1,0,0,0
16.01,Trundle,jng,1,0,1,1,0,1
16.01,Twisted Fate,mid,1,0,1,0,0,0
16.01,Vayne,top,1,0,1,1,0,1
16.01,Volibear,top,1,0,1,0,0,0
16.01,Wukong,jng,1,0,1,0,0,0
16.01,Xin Zhao,jng,1,0,1,1,0,1
16.01,Yorick,top,1,0,1,0,0,0
16.01,Yunara,bot,1,0,1,0,0,0
16.01,Zaahen,top,1,0,1,0,0,0
16.01,Zeri,bot,1,0,1,0,0,0
16.02,Akali,mid,0,5,2,0,2,2
16.02,Azir,mid,1,4,2,0,2,2
16.02,Kennen,top,0,3,2,0,0,0
16.02,Yunara,bot,1,2,1,0,1,1
16.02,Alistar,sup,2,0,2,1,0,1
16.02,Ambessa,top,1,1,2,1,0,1
16.02,Aphelios,bot,2,0,2,0,0,0
16.02,Corki,bot,2,0,2,1,0,1
16.02,Gwen,top,0,2,1,0,1,1
16.02,Jarvan IV,jng,1,1,2,0,1,1
16.02,Kai'Sa,bot,1,1,2,1,1,2
16.02,Nocturne,jng,0,2,1,0,0,0
16.02,Rell,sup,2,0,2,1,0,1
