patch,champ,role,picks_by,bans_vs,series_presence
16.01,Ambessa,top,2,1,3
16.01,Orianna,mid,0,3,3
16.01,Vi,jng,2,1,3
16.01,Corki,bot,2,0,2
16.01,Ryze,mid,2,0,2
16.01,Alistar,sup,1,0,1
16.01,Aphelios,bot,0,1,1
16.01,Aurora,top,1,0,1
16.01,Caitlyn,bot,0,1,1
16.01,Ezreal,bot,1,0,1
16.01,Galio,mid,0,1,1
16.01,Gwen,top,0,1,1
16.01,Jayce,top,0,1,1
16.01,Jayce,jng,1,0,1
16.01,Leona,sup,1,0,1
16.01,Nami,sup,1,0,1
16.01,Nautilus,sup,0,1,1
16.01,Renekton,top,0,1,1
16.01,Rumble,top,0,1,1
16.01,Swain,mid,1,0,1
16.01,Sylas,mid,0,1,1
16.01,Taliyah,mid,0,1,1
16.02,Akali,mid,0,2,2
16.02,Jayce,top,0,2,2
16.02,Yone,mid,1,1,2
16.02,Ambessa,jng,1,0,1
16.02,Ambessa,top,0,1,1
16.02,Anivia,mid,0,1,1
16.02,Corki,bot,1,0,1
16.02,Jarvan IV,jng,0,1,1
16.02,K'Sante,top,1,0,1
16.02,Nautilus,sup,1,0,1
16.02,Rell,sup,1,0,1
16.02,Rumble,top,1,0,1
16.02,Ryze,mid,1,0,1
16.02,Syndra,mid,0,1,1
16.02,Varus,bot,0,1,1
16.02,Vi,jng,1,0,1
16.02,Yunara,bot,1,0,1
16.03,Ambessa,top,0,2,2
16.03,Orianna,mid,2,0,2
16.03,Rumble,top,0,2,2
16.03,Varus,bot,1,1,2
16.03,Alistar,sup,0,1,1
16.03,Gnar,top,1,0,1
16.03,Jarvan IV,jng,1,0,1
16.03,Jax,top,1,0,1
16.03,Jayce,top,0,1,1
16.03,Kai'Sa,bot,1,0,1
16.03,Lulu,sup,1,0,1
16.03,Nautilus,sup,1,0,1
16.03,Neeko,sup,0,1,1
16.03,Rell,sup,0,1,1
16.03,Sivir,bot,0,1,1
16.03,Vi,jng,1,0,1
16.04,Ambessa,top,0,5,4
16.04,Aurora,mid,2,3,3
16.04,Rumble,top,2,3,4
16.04,Jayce,top,0,4,2
16.04,Varus,bot,1,3,3
16.04,Corki,bot,1,2,2
16.04,Ezreal,bot,1,2,3
16.04,Orianna,mid,0,3,3
16.04,Sivir,bot,2,1,3
16.04,Ashe,bot,2,0,2
16.04,Bard,sup,0,2,2
16.04,Galio,mid,2,0,2
16.04,Gnar,top,1,1,2
16.04,Gwen,top,1,1,2
16.04,Jarvan IV,jng,1,1,2
16.04,Rakan,sup,2,0,2
16.04,Rell,sup,1,1,2
16.04,Seraphine,sup,2,0,2
16.04,Sion,top,2,0,2
16.04,Zaahen,jng,2,0,2
16.04,Ahri,mid,1,0,1
16.04,Akali,mid,0,1,1
16.04,Alistar,sup,0,1,1
16.04,Anivia,mid,0,1,1
16.04,Annie,mid,1,0,1
16.04,Azir,mid,0,1,1
16.04,Cassiopeia,mid,0,1,1
16.04,Jax,top,0,1,1
16.04,Jayce,mid,1,0,1
16.04,Jhin,bot,0,1,1
16.04,Leona,sup,1,0,1
16.04,Maokai,jng,1,0,1
16.04,Naafiri,jng,1,0,1
16.04,Nautilus,sup,1,0,1
16.04,Neeko,sup,1,0,1
16.04,Pantheon,jng,1,0,1
16.04,Renekton,top,1,0,1
16.04,Ryze,mid,0,1,1
16.04,Seraphine,bot,1,0,1
16.04,Vi,jng,1,0,1
16.04,Viktor,mid,1,0,1
16.04,Xin Zhao,jng,1,0,1
16.04,Zaahen,top,1,0,1
16.05,Ambessa,top,1,6,4
16.05,Ashe,bot,1,6,4
16.05,Corki,bot,2,2,3
16.05,Gwen,top,0,4,4
16.05,Jarvan IV,jng,2,2,3
16.05,Vi,jng,2,2,3
16.05,Aurora,mid,2,1,3
16.05,Nautilus,sup,2,1,3
16.05,Orianna,mid,0,3,2
16.05,Rumble,top,2,1,3
16.05,Aatrox,jng,0,2,2
16.05,Ahri,mid,2,0,2
16.05,Anivia,mid,1,1,2
16.05,Azir,mid,0,2,1
16.05,Ezreal,bot,2,0,2
16.05,Gnar,top,2,0,2
16.05,Karma,sup,1,1,2
16.05,Nami,sup,2,0,2
16.05,Anivia,top,1,0,1
16.05,Annie,mid,0,1,1
16.05,Bard,sup,1,0,1
16.05,Jayce,mid,1,0,1
16.05,Jayce,top,0,1,1
16.05,Jhin,bot,1,0,1
16.05,Kai'Sa,bot,0,1,1
16.05,Maokai,jng,1,0,1
16.05,Neeko,sup,1,0,1
16.05,Nocturne,jng,1,0,1
16.05,Pantheon,jng,1,0,1
16.05,Renekton,top,1,0,1
16.05,Seraphine,sup,1,0,1
16.05,Sion,top,1,0,1
16.05,Sivir,bot,0,1,1
16.05,Taliyah,mid,0,1,1
16.05,Varus,bot,1,0,1
16.05,Viktor,mid,1,0,1
16.05,Xayah,bot,1,0,1
16.05,Xin Zhao,jng,1,0,1
16.05,Zaahen,top,0,1,1
16.05,Zoe,mid,1,0,1
