patch,champ,role,picks_by,bans_vs,series_presence
16.03,Orianna,mid,1,1,2
16.03,Varus,bot,0,2,2
16.03,Wukong,jng,2,0,2
16.03,Alistar,sup,0,1,1
16.03,Diana,mid,1,0,1
16.03,Ezreal,bot,1,0,1
16.03,Jarvan IV,jng,0,1,1
16.03,Jhin,bot,1,0,1
16.03,Leona,sup,1,0,1
16.03,Nami,sup,0,1,1
16.03,Nautilus,sup,0,1,1
16.03,Neeko,sup,0,1,1
16.03,Ornn,top,1,0,1
16.03,Rumble,top,0,1,1
16.03,Seraphine,sup,1,0,1
16.03,Syndra,mid,0,1,1
16.03,Vladimir,top,1,0,1
16.08,Jarvan IV,jng,0,2,2
16.08,Ambessa,top,0,1,1
16.08,Anivia,mid,1,0,1
16.08,Ashe,bot,0,1,1
16.08,Bard,sup,1,0,1
16.08,Cassiopeia,mid,1,0,1
16.08,Corki,bot,0,1,1
16.08,Ezreal,bot,0,1,1
16.08,Hwei,mid,0,1,1
16.08,K'Sante,top,1,0,1
16.08,Kai'Sa,bot,1,0,1
16.08,Karma,sup,1,0,1
16.08,Neeko,sup,0,1,1
16.08,Orianna,mid,0,1,1
16.08,Pantheon,jng,1,0,1
16.08,Ryze,mid,0,1,1
16.08,Sion,top,1,0,1
16.08,Varus,bot,1,0,1
16.08,Xin Zhao,jng,1,0,1
16.09,Ornn,top,3,1,4
16.09,Bard,sup,1,2,3
16.09,Hwei,mid,1,2,3
16.09,Jarvan IV,jng,1,2,3
16.09,K'Sante,top,1,2,3
16.09,Nautilus,sup,1,2,3
16.09,Pantheon,jng,2,1,3
16.09,Akali,mid,1,1,2
16.09,Caitlyn,bot,1,1,2
16.09,Corki,bot,1,1,2
16.09,Nami,sup,2,0,2
16.09,Ahri,mid,0,1,1
16.09,Ambessa,top,0,1,1
16.09,Anivia,mid,0,1,1
16.09,Aurora,mid,1,0,1
16.09,Braum,sup,1,0,1
16.09,Ezreal,bot,1,0,1
16.09,Fizz,mid,1,0,1
16.09,Karma,sup,0,1,1
16.09,Malphite,top,1,0,1
16.09,Malphite,jng,0,1,1
16.09,Naafiri,jng,1,0,1
16.09,Neeko,sup,0,1,1
16.09,Orianna,mid,0,1,1
16.09,Seraphine,sup,0,1,1
16.09,Sion,top,0,1,1
16.09,Skarner,jng,0,1,1
16.09,Smolder,bot,1,0,1
16.09,Varus,bot,1,0,1
16.09,Viktor,mid,1,0,1
16.09,Zaahen,jng,1,0,1
