patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.03,Ahri,mid,2,4,4,2,2,4
16.03,Ambessa,top,0,6,3,0,3,3
16.03,Naafiri,jng,0,6,4,0,4,4
16.03,Kled,top,1,4,4,1,2,3
16.03,Corki,bot,2,2,4,1,2,3
16.03,Nami,sup,2,2,3,2,1,3
16.03,Neeko,sup,1,3,3,0,2,2
16.03,Aatrox,jng,1,2,2,0,1,1
16.03,Akali,mid,2,1,3,2,1,3
16.03,Aurora,mid,2,1,3,0,1,1
16.03,Ezreal,bot,3,0,3,3,0,3
16.03,Lucian,bot,1,2,2,1,1,2
16.03,Ambessa,jng,2,0,2,2,0,2
16.03,Gnar,top,2,0,2,1,0,1
16.03,Leona,sup,1,1,2,1,0,1
16.03,Nocturne,jng,1,1,2,1,1,2
16.03,Pantheon,jng,2,0,2,1,0,1
16.03,Vi,jng,1,1,2,0,1,1
16.03,Zaahen,top,1,1,2,0,1,1
16.03,Aatrox,top,1,0,1,1,0,1
16.03,Alistar,sup,1,0,1,1,0,1
16.03,Bard,sup,1,0,1,0,0,0
16.03,Cho'Gath,top,1,0,1,0,0,0
16.03,Jayce,jng,1,0,1,1,0,1
16.03,Kai'Sa,bot,1,0,1,0,0,0
16.03,Karma,sup,0,1,1,0,0,0
16.03,Malphite,jng,0,1,1,0,1,1
16.03,Naafiri,top,1,0,1,1,0,1
16.03,Nautilus,sup,1,0,1,0,0,0
16.03,Rakan,sup,1,0,1,1,0,1
16.03,Renekton,top,1,0,1,1,0,1
16.03,Ryze,mid,1,0,1,0,0,0
16.03,Sylas,mid,0,1,1,0,1,1
16.03,Syndra,mid,1,0,1,1,0,1
16.03,Varus,bot,1,0,1,0,0,0
16.04,Neeko,sup,0,3,1,0,1,1
16.04,Corki,bot,0,2,1,0,1,1
16.04,Ezreal,bot,1,1,1,0,1,1
16.04,Varus,bot,0,2,1,0,0,0
16.04,Akali,mid,0,1,1,0,0,0
16.04,Ashe,bot,1,0,1,0,0,0
16.04,Aurora,mid,1,0,1,0,0,0
16.04,Bard,sup,1,0,1,0,0,0
16.04,Dr. Mundo,top,1,0,1,0,0,0
16.04,Gnar,top,0,1,1,0,0,0
16.04,Karma,sup,0,1,1,0,1,1
16.04,Kled,top,0,1,1,0,0,0
16.04,Lucian,bot,0,1,1,0,1,1
16.04,Naafiri,top,1,0,1,1,0,1
16.04,Nami,sup,0,1,1,0,0,0
16.04,Ornn,top,1,0,1,0,0,0
16.04,Pantheon,jng,1,0,1,0,0,0
16.04,Rakan,sup,1,0,1,1,0,1
16.04,Ryze,mid,1,0,1,1,0,1
16.04,Seraphine,sup,1,0,1,0,0,0
16.04,Sylas,mid,0,1,1,0,0,0
16.04,Tristana,bot,1,0,1,1,0,1
16.04,Vi,jng,1,0,1,1,0,1
16.04,Zaahen,jng,1,0,1,0,0,0
16.04,Zoe,mid,1,0,1,0,0,0
16.06,Kled,top,0,3,1,0,1,1
16.06,Akali,mid,1,1,1,0,0,0
16.06,Aurora,mid,0,2,1,0,0,0
16.06,Ezreal,bot,0,2,1,0,1,1
16.06,Sion,top,0,2,1,0,0,0
16.06,Ambessa,top,0,1,1,0,1,1
16.06,Ashe,bot,1,0,1,1,0,1
16.06,Braum,sup,1,0,1,0,0,0
16.06,Caitlyn,bot,0,1,1,0,1,1
16.06,Gwen,top,0,1,1,0,0,0
16.06,Jarvan IV,jng,1,0,1,0,0,0
16.06,Karma,sup,1,0,1,1,0,1
16.06,Lucian,bot,0,1,1,0,1,1
16.06,Lulu,sup,0,1,1,0,0,0
16.06,Malphite,top,1,0,1,0,0,0
16.06,Ornn,top,1,0,1,1,0,1
16.06,Rakan,sup,1,0,1,0,0,0
16.06,Renekton,top,1,0,1,0,0,0
16.06,Ryze,mid,1,0,1,1,0,1
16.06,Sylas,mid,1,0,1,0,0,0
16.06,Varus,bot,1,0,1,0,0,0
16.06,Xayah,bot,1,0,1,0,0,0
16.06,Xin Zhao,jng,1,0,1,1,0,1
16.06,Zaahen,jng,1,0,1,0,0,0
16.07,Ambessa,top,0,4,2,0,1,1
16.07,Ryze,mid,1,3,2,1,1,2
