patch,champ,role,picks_vs,bans_vs
16.06,Ryze,mid,0,5
16.06,Orianna,mid,1,3
16.06,Azir,mid,0,3
16.06,Varus,bot,0,3
16.06,Ashe,bot,2,0
16.06,Ezreal,bot,2,0
16.06,Jax,top,0,2
16.06,Nocturne,jng,1,1
16.06,Seraphine,sup,2,0
16.06,Xin Zhao,jng,1,1
16.06,Ahri,mid,1,0
16.06,Alistar,sup,1,0
16.06,Ambessa,top,1,0
16.06,Anivia,mid,1,0
16.06,Aurora,mid,1,0
16.06,Bard,sup,0,1
16.06,Dr. Mundo,jng,0,1
16.06,Gnar,top,1,0
16.06,Irelia,top,1,0
16.06,Jarvan IV,jng,0,1
16.06,Leona,sup,1,0
16.06,Master Yi,jng,1,0
16.06,Nami,sup,0,1
16.06,Neeko,sup,1,0
16.06,Pantheon,jng,1,0
16.06,Poppy,top,1,0
16.06,Renekton,top,0,1
16.06,Riven,top,1,0
16.06,Skarner,jng,0,1
16.06,Twisted Fate,mid,1,0
16.06,Vi,jng,1,0
16.06,Yunara,bot,1,0
16.06,Zeri,bot,0,1
16.07,Ryze,mid,1,4
16.07,Pantheon,jng,1,3
16.07,Ambessa,top,0,3
16.07,Azir,mid,0,3
16.07,Ashe,bot,2,0
16.07,Bard,sup,2,0
16.07,Corki,bot,0,2
16.07,Dr. Mundo,jng,0,2
16.07,Jarvan IV,jng,2,0
16.07,Jax,top,1,1
16.07,Jayce,top,0,2
16.07,Karma,sup,0,2
16.07,Naafiri,jng,0,2
16.07,Nautilus,sup,0,2
16.07,Neeko,sup,2,0
16.07,Nocturne,jng,0,2
16.07,Orianna,mid,0,2
16.07,Varus,bot,1,1
16.07,Vi,jng,1,1
16.07,Ahri,mid,1,0
16.07,Alistar,sup,0,1
16.07,Annie,mid,0,1
16.07,Aurora,top,1,0
16.07,Aurora,mid,1,0
16.07,Caitlyn,bot,1,0
16.07,Cassiopeia,mid,1,0
16.07,Ezreal,bot,1,0
16.07,Gnar,top,1,0
16.07,Jhin,bot,1,0
16.07,K'Sante,top,1,0
16.07,Leona,sup,1,0
16.07,Mel,mid,1,0
16.07,Ornn,top,1,0
16.07,Poppy,jng,1,0
16.07,Rek'Sai,top,1,0
16.07,Renekton,top,1,0
16.07,Senna,sup,1,0
16.07,Seraphine,sup,1,0
16.07,Sion,top,0,1
16.07,Sivir,bot,1,0
16.07,Viktor,mid,1,0
16.07,Wukong,jng,1,0
16.07,Xin Zhao,jng,1,0
16.07,Yone,mid,1,0
16.08,Jarvan IV,jng,0,3
16.08,Pantheon,jng,1,2
16.08,Ambessa,top,0,2
16.08,Azir,mid,1,1
16.08,Jhin,bot,1,1
16.08,K'Sante,top,1,1
16.08,Karma,sup,0,2
16.08,Orianna,mid,1,1
16.08,Ahri,mid,0,1
16.08,Akali,mid,0,1
16.08,Anivia,mid,1,0
16.08,Anivia,sup,1,0
16.08,Ashe,bot,1,0
16.08,Caitlyn,bot,1,0
16.08,Dr. Mundo,jng,1,0
16.08,Elise,sup,1,0
16.08,Galio,mid,1,0
16.08,Gragas,top,1,0
16.08,Lulu,sup,1,0
16.08,Nami,sup,0,1
16.08,Ornn,top,1,0
16.08,Poppy,jng,1,0
16.08,Renekton,top,1,0
16.08,Ryze,mid,0,1
16.08,Seraphine,sup,1,0
16.08,Sivir,bot,1,0
16.08,Trundle,jng,1,0
16.08,Varus,bot,0,1
16.08,Vi,jng,0,1
16.08,Yorick,top,0,1
16.09,Karma,sup,0,2
16.09,Seraphine,sup,0,2
16.09,Akali,mid,0,1
16.09,Annie,mid,1,0
16.09,Jax,top,0,1
