patch,champ,role,picks_vs,bans_vs
16.01,Akali,mid,0,1
16.01,Ambessa,top,0,1
16.01,Azir,mid,0,1
16.01,Cho'Gath,top,1,0
16.01,Neeko,sup,1,0
16.01,Orianna,mid,1,0
16.01,Rumble,top,0,1
16.01,Ryze,mid,0,1
16.01,Smolder,bot,1,0
16.01,Wukong,jng,1,0
16.02,Ambessa,top,0,5
16.02,Orianna,mid,1,2
16.02,Yunara,bot,0,3
16.02,Alistar,sup,1,1
16.02,Azir,mid,2,0
16.02,Caitlyn,bot,2,0
16.02,Jhin,bot,1,1
16.02,Rumble,top,0,2
16.02,Varus,bot,0,2
16.02,Annie,top,1,0
16.02,Aurora,mid,0,1
16.02,Braum,sup,0,1
16.02,Camille,top,1,0
16.02,Corki,bot,0,1
16.02,Dr. Mundo,jng,0,1
16.02,Ezreal,bot,0,1
16.02,Gnar,top,1,0
16.02,Gwen,top,0,1
16.02,Jarvan IV,jng,0,1
16.02,Jayce,jng,1,0
16.02,K'Sante,top,1,0
16.02,Kai'Sa,bot,1,0
16.02,Karma,sup,1,0
16.02,Leona,sup,1,0
16.02,Malphite,jng,1,0
16.02,Neeko,sup,1,0
16.02,Ornn,top,1,0
16.02,Qiyana,jng,1,0
16.02,Rakan,sup,0,1
16.02,Rell,sup,1,0
16.02,Ryze,mid,1,0
16.02,Sejuani,jng,1,0
16.02,Sivir,bot,1,0
16.02,Sylas,mid,0,1
16.02,Wukong,jng,1,0
16.02,Yone,mid,1,0
16.03,Ambessa,top,1,5
16.03,Sion,top,3,1
16.03,Azir,mid,0,3
16.03,Vi,jng,2,1
16.03,Yunara,bot,1,2
16.03,Alistar,sup,1,1
16.03,Dr. Mundo,jng,0,2
16.03,Jarvan IV,jng,1,1
16.03,Jhin,bot,2,0
16.03,K'Sante,top,0,2
16.03,Nautilus,sup,0,2
16.03,Orianna,mid,1,1
16.03,Rumble,top,2,0
16.03,Varus,bot,0,2
16.03,Akali,mid,1,0
16.03,Aurora,mid,1,0
16.03,Bard,sup,1,0
16.03,Caitlyn,bot,1,0
16.03,Corki,bot,1,0
16.03,Ezreal,bot,1,0
16.03,Gwen,top,0,1
16.03,Karma,sup,1,0
16.03,Leona,sup,1,0
16.03,Lulu,sup,0,1
16.03,Malphite,jng,1,0
16.03,Poppy,sup,0,1
16.03,Rakan,sup,1,0
16.03,Rell,sup,1,0
16.03,Renekton,top,0,1
16.03,Ryze,mid,1,0
16.03,Sylas,mid,0,1
16.03,Sylas,jng,1,0
16.03,Syndra,mid,0,1
16.03,Taliyah,mid,1,0
16.03,Wukong,jng,1,0
16.03,Yone,mid,0,1
16.03,Ziggs,mid,1,0
