patch,champ,role,picks_vs,bans_vs
16.06,Karma,sup,1,2
16.06,Rumble,top,1,2
16.06,Orianna,mid,0,2
16.06,Xin Zhao,jng,2,0
16.06,Aatrox,jng,0,1
16.06,Ahri,mid,1,0
16.06,Akali,mid,0,1
16.06,Alistar,sup,1,0
16.06,Ambessa,top,1,0
16.06,Anivia,mid,1,0
16.06,Bard,sup,0,1
16.06,Corki,bot,1,0
16.06,Ezreal,bot,1,0
16.06,Fiora,top,1,0
16.06,Galio,mid,1,0
16.06,Jarvan IV,jng,1,0
16.06,K'Sante,top,0,1
16.06,Lulu,sup,0,1
16.06,Nami,sup,1,0
16.06,Nautilus,sup,0,1
16.06,Renekton,top,0,1
16.06,Ryze,mid,0,1
16.06,Sion,top,0,1
16.06,Varus,bot,1,0
16.07,Karma,sup,0,3
16.07,Ryze,mid,1,2
16.07,Varus,bot,1,1
16.07,Alistar,sup,1,0
16.07,Ambessa,top,1,0
16.07,Annie,mid,0,1
16.07,Ashe,bot,1,0
16.07,Bard,sup,0,1
16.07,Gnar,top,0,1
16.07,Jarvan IV,jng,0,1
16.07,K'Sante,top,1,0
16.07,Lucian,bot,0,1
16.07,Lulu,sup,0,1
16.07,Miss Fortune,bot,0,1
16.07,Nautilus,sup,0,1
16.07,Neeko,mid,1,0
16.07,Nocturne,jng,1,0
16.07,Orianna,mid,0,1
16.07,Ornn,top,1,0
16.07,Pantheon,jng,1,0
16.07,Poppy,sup,1,0
16.07,Seraphine,sup,1,0
16.07,Skarner,jng,1,0
16.07,Viktor,mid,1,0
16.07,Yunara,bot,1,0
16.08,Aurora,mid,3,2
16.08,Ryze,mid,0,5
16.08,Varus,bot,1,4
16.08,Nocturne,jng,1,3
16.08,Vi,jng,0,4
16.08,Ambessa,top,0,3
16.08,Orianna,mid,1,2
16.08,Pantheon,jng,2,1
16.08,Rumble,top,3,0
16.08,Seraphine,sup,1,2
16.08,Aatrox,jng,2,0
16.08,Ahri,mid,0,2
16.08,Akali,mid,1,1
16.08,Anivia,sup,2,0
16.08,Annie,mid,0,2
16.08,Bard,sup,2,0
16.08,Ezreal,bot,2,0
16.08,Jarvan IV,jng,1,1
16.08,Nautilus,sup,0,2
16.08,Neeko,sup,1,1
16.08,Ornn,top,1,1
16.08,Sion,top,1,1
16.08,Wukong,jng,1,1
16.08,Yorick,top,1,1
16.08,Ashe,bot,1,0
16.08,Azir,mid,1,0
16.08,Caitlyn,bot,1,0
16.08,Corki,bot,1,0
16.08,Dr. Mundo,jng,1,0
16.08,Galio,mid,1,0
16.08,Gnar,top,1,0
16.08,Hwei,mid,1,0
16.08,K'Sante,top,0,1
16.08,Kai'Sa,bot,1,0
16.08,Karma,sup,0,1
16.08,Leona,sup,0,1
16.08,Lucian,bot,1,0
16.08,Malphite,top,1,0
16.08,Mel,mid,0,1
16.08,Miss Fortune,bot,1,0
16.08,Nami,sup,1,0
16.08,Pyke,sup,1,0
16.08,Rek'Sai,top,1,0
16.08,Sylas,mid,0,1
16.08,Viktor,mid,1,0
16.08,Xin Zhao,jng,1,0
16.08,Yunara,bot,0,1
16.08,Yuumi,sup,1,0
16.09,Seraphine,sup,0,3
16.09,Nocturne,jng,0,2
16.09,Pantheon,jng,0,2
16.09,Sivir,bot,1,1
16.09,Aatrox,jng,1,0
16.09,Ahri,mid,1,0
16.09,Alistar,sup,0,1
16.09,Ambessa,top,1,0
16.09,Annie,mid,1,0
16.09,Ezreal,bot,1,0
16.09,Galio,mid,1,0
16.09,Jarvan IV,jng,0,1
16.09,K'Sante,top,1,0
16.09,Kalista,bot,0,1
16.09,Karma,sup,1,0
16.09,Lucian,bot,0,1
16.09,Lulu,sup,1,0
16.09,Nautilus,sup,1,0
16.09,Sion,top,1,0
16.09,Skarner,jng,0,1
16.09,Vayne,top,0,1
16.09,Vi,jng,1,0
16.09,Wukong,jng,0,1
16.09,Xin Zhao,jng,1,0
16.09,Yunara,bot,1,0
16.1,Lee Sin,jng,0,4
16.1,Ryze,mid,1,3
16.1,Varus,bot,0,4
16.1,Nocturne,jng,1,2
16.1,LeBlanc,mid,0,2
16.1,Naafiri,jng,1,1
16.1,Yorick,top,0,2
16.1,Aatrox,jng,1,0
16.1,Akali,mid,0,1
16.1,Ambessa,top,1,0
16.1,Anivia,top,1,0
16.1,Aurora,mid,1,0
16.1,Bard,sup,1,0
16.1,Corki,bot,1,0
16.1,Dr. Mundo,jng,1,0
16.1,Ezreal,bot,1,0
16.1,Gwen,top,1,0
16.1,Hwei,mid,1,0
16.1,Jax,top,0,1
16.1,Jayce,top,1,0
16.1,Jhin,bot,1,0
16.1,Leona,sup,1,0
16.1,Lucian,bot,0,1
16.1,Miss Fortune,bot,1,0
16.1,Nami,sup,1,0
16.1,Nautilus,sup,1,0
16.1,Neeko,sup,1,0
16.1,Orianna,mid,0,1
16.1,Rell,sup,0,1
16.1,Sivir,bot,1,0
16.1,Tristana,bot,0,1
16.1,Twisted Fate,mid,1,0
16.1,Vayne,top,1,0
16.1,Viktor,mid,1,0
16.1,Wukong,jng,0,1
16.1,Xin Zhao,jng,1,0
