patch,champ,role,picks_by,bans_vs,series_presence
16.01,Ezreal,bot,1,1,2
16.01,Malphite,jng,0,2,2
16.01,Renekton,top,1,1,2
16.01,Alistar,sup,0,1,1
16.01,Bard,sup,1,0,1
16.01,Jarvan IV,jng,0,1,1
16.01,K'Sante,top,1,0,1
16.01,Nautilus,sup,0,1,1
16.01,Neeko,sup,0,1,1
16.01,Pantheon,jng,1,0,1
16.01,Rell,sup,1,0,1
16.01,Ryze,mid,1,0,1
16.01,Sivir,bot,0,1,1
16.01,Taliyah,mid,1,0,1
16.01,Wukong,jng,1,0,1
16.01,Yunara,bot,1,0,1
16.01,Zaahen,top,0,1,1
16.02,Jarvan IV,jng,4,2,5
16.02,Akali,mid,0,5,3
16.02,Neeko,sup,2,3,5
16.02,Rumble,top,3,2,4
16.02,Ambessa,top,1,3,4
16.02,Ezreal,bot,2,2,3
16.02,Jayce,top,0,4,4
16.02,Orianna,mid,2,2,4
16.02,Varus,bot,1,3,4
16.02,Alistar,sup,2,1,3
16.02,Aphelios,bot,1,2,3
16.02,Bard,sup,0,3,3
16.02,Cassiopeia,mid,3,0,3
16.02,Corki,bot,0,3,3
16.02,K'Sante,top,2,1,3
16.02,Kalista,bot,1,2,2
16.02,Malphite,jng,0,3,3
16.02,Nautilus,sup,1,2,2
16.02,Pantheon,jng,1,2,3
16.02,Ryze,mid,2,1,3
16.02,Sion,top,3,0,3
16.02,Yunara,bot,1,2,3
16.02,Kai'Sa,bot,2,0,2
16.02,Milio,sup,2,0,2
16.02,Renekton,top,1,1,2
16.02,Syndra,mid,1,1,1
16.02,Xayah,bot,1,1,2
16.02,Aatrox,jng,1,0,1
16.02,Ambessa,jng,1,0,1
16.02,Ashe,bot,0,1,1
16.02,Aurora,mid,1,0,1
16.02,Kennen,top,1,0,1
16.02,LeBlanc,mid,0,1,1
16.02,Leona,sup,1,0,1
16.02,Lucian,bot,1,0,1
16.02,Miss Fortune,bot,1,0,1
16.02,Nocturne,jng,1,0,1
16.02,Poppy,sup,0,1,1
16.02,Rakan,sup,1,0,1
16.02,Rell,sup,1,0,1
16.02,Renata Glasc,sup,1,0,1
16.02,Sylas,mid,1,0,1
16.02,Taliyah,mid,0,1,1
16.02,Vi,jng,1,0,1
16.02,Wukong,jng,1,0,1
16.02,Xin Zhao,jng,1,0,1
16.02,Zoe,mid,1,0,1
16.03,Neeko,sup,0,6,3
16.03,Akali,mid,0,4,2
16.03,Ezreal,bot,0,4,3
16.03,Jayce,top,0,4,3
16.03,Malphite,jng,0,4,2
16.03,Nocturne,jng,1,3,3
16.03,Renekton,top,2,2,3
16.03,Varus,bot,0,4,3
16.03,Kai'Sa,bot,2,1,2
16.03,Nautilus,sup,1,2,1
16.03,Vi,jng,3,0,3
16.03,Caitlyn,bot,1,1,2
16.03,Corki,bot,2,0,2
