patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.01,Ambessa,jng,1,0,1,1,0,1
16.01,Gangplank,top,0,1,1,0,1,1
16.01,Ivern,jng,0,1,1,0,1,1
16.01,Kai'Sa,bot,1,0,1,1,0,1
16.01,Neeko,sup,0,1,1,0,1,1
16.01,Poppy,sup,0,1,1,0,1,1
16.01,Rakan,sup,1,0,1,1,0,1
16.01,Ryze,mid,0,1,1,0,1,1
16.01,Syndra,mid,1,0,1,1,0,1
16.01,Zaahen,top,1,0,1,1,0,1
16.02,Ambessa,top,0,3,2,0,2,2
16.02,Jayce,top,0,3,2,0,2,2
16.02,Syndra,mid,0,3,3,0,3,3
16.02,Jarvan IV,jng,1,1,2,0,1,1
16.02,Leona,sup,0,2,1,0,1,1
16.02,Orianna,mid,2,0,2,1,0,1
16.02,Rakan,sup,2,0,2,2,0,2
16.02,Rumble,top,2,0,2,2,0,2
16.02,Singed,top,1,1,2,1,0,1
16.02,Varus,bot,1,1,1,0,1,1
16.02,Wukong,jng,1,1,2,1,1,2
16.02,Aatrox,top,1,0,1,0,0,0
16.02,Ambessa,jng,1,0,1,1,0,1
16.02,Dr. Mundo,jng,0,1,1,0,0,0
16.02,Galio,mid,0,1,1,0,1,1
16.02,Galio,sup,1,0,1,0,0,0
16.02,Ivern,jng,1,0,1,1,0,1
16.02,Jhin,bot,1,0,1,1,0,1
16.02,Kai'Sa,bot,1,0,1,1,0,1
16.02,Malphite,jng,0,1,1,0,1,1
16.02,Neeko,mid,1,0,1,1,0,1
16.02,Rell,sup,1,0,1,1,0,1
16.02,Sion,top,0,1,1,0,1,1
16.02,Sivir,bot,1,0,1,1,0,1
16.02,Tristana,mid,1,0,1,1,0,1
16.02,Vladimir,mid,0,1,1,0,1,1
16.03,Syndra,mid,0,7,2,0,2,2
16.03,Jarvan IV,jng,2,4,2,1,1,2
16.03,Ivern,jng,1,3,2,1,1,2
16.03,Viktor,mid,0,4,2,0,1,1
16.03,Gnar,top,2,1,2,0,0,0
16.03,Poppy,sup,0,3,1,0,0,0
16.03,Sivir,bot,2,1,2,1,0,1
16.03,Galio,mid,1,1,2,1,0,1
16.03,Jinx,bot,2,0,2,0,0,0
16.03,Nautilus,sup,2,0,2,1,0,1
16.03,Rakan,sup,2,0,2,1,0,1
16.03,Varus,bot,0,2,1,0,0,0
16.03,Vladimir,mid,1,1,2,0,0,0
16.03,Ahri,mid,1,0,1,0,0,0
16.03,Akali,mid,1,0,1,0,0,0
16.03,Ambessa,top,0,1,1,0,0,0
16.03,Aphelios,bot,1,0,1,0,0,0
16.03,Ashe,bot,1,0,1,0,0,0
16.03,Bard,sup,0,1,1,0,0,0
16.03,Braum,sup,1,0,1,0,0,0
