patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.06,Jarvan IV,jng,1,3,2,0,2,2
16.06,Nocturne,jng,0,4,2,0,1,1
16.06,Cassiopeia,mid,0,3,2,0,1,1
16.06,Pantheon,jng,1,2,2,0,2,2
16.06,Sion,top,0,3,2,0,1,1
16.06,Aurora,mid,1,1,2,0,1,1
16.06,Karma,sup,1,1,2,1,0,1
16.06,Mel,mid,2,0,2,2,0,2
16.06,Renekton,top,0,2,2,0,0,0
16.06,Aatrox,jng,1,0,1,0,0,0
16.06,Ahri,mid,1,0,1,0,0,0
16.06,Akali,top,1,0,1,0,0,0
16.06,Ashe,bot,1,0,1,0,0,0
16.06,Bard,sup,1,0,1,0,0,0
16.06,Caitlyn,bot,1,0,1,1,0,1
16.06,Cassiopeia,top,1,0,1,0,0,0
16.06,Corki,bot,1,0,1,0,0,0
16.06,Dr. Mundo,jng,1,0,1,1,0,1
16.06,Ezreal,bot,1,0,1,1,0,1
16.06,Lissandra,mid,0,1,1,0,0,0
16.06,Milio,sup,1,0,1,0,0,0
16.06,Nautilus,sup,0,1,1,0,0,0
16.06,Neeko,sup,1,0,1,1,0,1
16.06,Orianna,mid,0,1,1,0,0,0
16.06,Ornn,top,1,0,1,1,0,1
16.06,Rakan,sup,1,0,1,0,0,0
16.06,Ryze,mid,1,0,1,0,0,0
16.06,Sivir,bot,1,0,1,0,0,0
16.06,Skarner,jng,0,1,1,0,1,1
16.06,Varus,bot,0,1,1,0,1,1
16.06,Varus,top,1,0,1,0,0,0
16.06,Vayne,top,1,0,1,1,0,1
16.06,Vi,jng,0,1,1,0,0,0
16.06,Xin Zhao,jng,1,0,1,1,0,1
16.07,Orianna,mid,1,4,3,1,2,3
16.07,Karma,sup,0,4,2,0,2,2
16.07,Ryze,mid,0,4,2,0,2,2
16.07,Varus,bot,2,2,3,0,1,1
16.07,Jarvan IV,jng,2,1,3,1,1,2
16.07,Nautilus,sup,1,2,3,0,0,0
16.07,Pantheon,jng,2,1,2,1,1,2
16.07,Seraphine,sup,1,2,2,1,1,2
16.07,Bard,sup,2,0,2,2,0,2
16.07,Ezreal,bot,2,0,2,2,0,2
16.07,K'Sante,top,2,0,2,1,0,1
16.07,Mel,mid,0,2,1,0,1,1
16.07,Nami,sup,1,1,2,0,0,0
16.07,Ahri,mid,1,0,1,1,0,1
16.07,Akali,top,1,0,1,1,0,1
16.07,Annie,mid,1,0,1,0,0,0
16.07,Ashe,bot,1,0,1,1,0,1
16.07,Azir,mid,1,0,1,0,0,0
16.07,Caitlyn,bot,0,1,1,0,0,0
16.07,Cassiopeia,mid,1,0,1,0,0,0
16.07,Corki,bot,0,1,1,0,0,0
16.07,Galio,mid,0,1,1,0,1,1
16.07,Jayce,top,1,0,1,0,0,0
16.07,Lee Sin,jng,1,0,1,1,0,1
16.07,Leona,sup,1,0,1,0,0,0
16.07,Lucian,bot,1,0,1,0,0,0
16.07,Lulu,sup,0,1,1,0,0,0
16.07,Ornn,top,0,1,1,0,1,1
16.07,Poppy,jng,1,0,1,0,0,0
16.07,Renekton,top,1,0,1,0,0,0
16.07,Sion,top,1,0,1,1,0,1
16.07,Syndra,mid,0,1,1,0,1,1
16.07,Viktor,mid,1,0,1,1,0,1
16.07,Xin Zhao,jng,0,1,1,0,1,1
16.08,Neeko,sup,1,3,2,1,1,2
16.08,Sejuani,jng,2,2,2,0,1,1
16.08,Karma,sup,1,2,2,1,1,2
16.08,Orianna,mid,1,2,2,0,1,1
16.08,Rumble,top,2,1,2,0,1,1
16.08,Varus,bot,0,3,1,0,1,1
16.08,Vi,jng,0,3,1,0,1,1
16.08,Xin Zhao,jng,1,2,2,0,1,1
16.08,Aurora,top,2,0,2,2,0,2
16.08,Cassiopeia,mid,1,1,2,1,1,2
16.08,Ezreal,bot,2,0,2,2,0,2
16.08,Seraphine,sup,0,2,1,0,1,1
16.08,Akali,mid,1,0,1,0,0,0
16.08,Ambessa,top,0,1,1,0,0,0
16.08,Azir,mid,1,0,1,1,0,1
16.08,Bard,sup,1,0,1,0,0,0
16.08,Caitlyn,bot,1,0,1,0,0,0
16.08,Gnar,top,1,0,1,0,0,0
16.08,Irelia,mid,1,0,1,0,0,0
16.08,Irelia,top,0,1,1,0,0,0
16.08,Jarvan IV,jng,1,0,1,1,0,1
16.08,Lucian,bot,1,0,1,0,0,0
16.08,Lulu,sup,1,0,1,0,0,0
16.08,Malphite,jng,0,1,1,0,0,0
16.08,Milio,sup,1,0,1,0,0,0
16.08,Pantheon,jng,1,0,1,1,0,1
16.08,Poppy,sup,0,1,1,0,0,0
16.08,Yunara,bot,1,0,1,0,0,0
16.09,Karma,sup,1,1,1,0,1,1
16.09,Ahri,mid,1,0,1,1,0,1
16.09,Akali,mid,0,1,1,0,0,0
16.09,Azir,mid,1,0,1,0,0,0
16.09,Ezreal,bot,1,0,1,1,0,1
16.09,Gragas,top,1,0,1,0,0,0
16.09,Jax,top,0,1,1,0,1,1
16.09,LeBlanc,mid,0,1,1,0,0,0
16.09,Nami,sup,1,0,1,1,0,1
16.09,Nautilus,sup,0,1,1,0,1,1
16.09,Neeko,sup,0,1,1,0,1,1
16.09,Nocturne,jng,0,1,1,0,0,0
16.09,Orianna,mid,0,1,1,0,1,1
16.09,Rumble,top,1,0,1,1,0,1
16.09,Seraphine,sup,0,1,1,0,0,0
16.09,Skarner,jng,1,0,1,1,0,1
16.09,Smolder,bot,1,0,1,0,0,0
16.09,Vi,jng,0,1,1,0,0,0
16.09,Xin Zhao,jng,1,0,1,0,0,0
16.10,Ezreal,bot,0,2,1,0,1,1
16.10,Karma,sup,1,1,1,0,1,1
16.10,Aurora,mid,1,0,1,0,0,0
16.10,Azir,mid,1,0,1,1,0,1
16.10,Bard,sup,1,0,1,1,0,1
16.10,Caitlyn,bot,0,1,1,0,0,0
16.10,Cassiopeia,mid,0,1,1,0,0,0
16.10,K'Sante,top,1,0,1,1,0,1
16.10,Nasus,jng,1,0,1,1,0,1
16.10,Pantheon,jng,1,0,1,0,0,0
16.10,Renekton,top,0,1,1,0,0,0
16.10,Rumble,top,0,1,1,0,1,1
16.10,Seraphine,sup,0,1,1,0,0,0
16.10,Sion,top,0,1,1,0,1,1
16.10,Sivir,bot,1,0,1,1,0,1
16.10,Smolder,bot,1,0,1,0,0,0
16.10,Varus,bot,0,1,1,0,1,1
16.10,Vayne,top,1,0,1,0,0,0
