patch,champ,role,picks_by,bans_vs,series_presence
16.09,LeBlanc,mid,0,4,2
16.09,Yunara,bot,1,3,2
16.09,Akali,mid,1,2,2
16.09,K'Sante,top,2,1,2
16.09,Karma,sup,1,2,2
16.09,Seraphine,sup,1,2,2
16.09,Azir,mid,2,0,2
16.09,Dr. Mundo,jng,0,2,2
16.09,Nami,sup,0,2,1
16.09,Orianna,mid,1,1,2
16.09,Skarner,jng,1,1,2
16.09,Syndra,mid,1,1,1
16.09,Vi,jng,2,0,2
16.09,Aatrox,top,1,0,1
16.09,Ahri,mid,0,1,1
16.09,Alistar,sup,0,1,1
16.09,Ashe,bot,1,0,1
16.09,Corki,bot,1,0,1
16.09,Ezreal,bot,1,0,1
16.09,Lulu,sup,1,0,1
16.09,Milio,sup,0,1,1
16.09,Nautilus,sup,1,0,1
16.09,Nocturne,jng,1,0,1
16.09,Olaf,top,1,0,1
16.09,Rakan,sup,1,0,1
16.09,Renekton,top,1,0,1
16.09,Ryze,mid,0,1,1
16.09,Wukong,jng,1,0,1
16.09,Xayah,bot,1,0,1
