patch,champ,role,picks_vs,bans_vs
16.04,Aurora,mid,2,3
16.04,Orianna,mid,0,5
16.04,Varus,bot,1,4
16.04,Ambessa,top,0,4
16.04,Ashe,bot,1,3
16.04,Pantheon,jng,4,0
16.04,Rumble,top,0,4
16.04,Corki,bot,0,3
16.04,Ezreal,bot,2,1
16.04,Gnar,top,3,0
16.04,Gwen,top,3,0
16.04,K'Sante,top,3,0
16.04,Seraphine,sup,0,3
16.04,Taliyah,mid,2,1
16.04,Vi,jng,1,2
16.04,Ahri,mid,1,1
16.04,Bard,sup,1,1
16.04,Kai'Sa,bot,0,2
16.04,Nautilus,sup,2,0
16.04,Neeko,sup,2,0
16.04,Poppy,sup,0,2
16.04,Renekton,top,0,2
16.04,Ryze,mid,2,0
16.04,Xin Zhao,jng,1,1
16.04,Akali,mid,0,1
16.04,Alistar,sup,1,0
16.04,Aphelios,bot,1,0
16.04,Azir,mid,1,0
16.04,Blitzcrank,sup,0,1
16.04,Braum,sup,1,0
16.04,Cassiopeia,mid,1,0
16.04,Elise,sup,1,0
16.04,Jhin,bot,1,0
16.04,Karma,sup,0,1
16.04,LeBlanc,mid,0,1
16.04,Leona,sup,1,0
16.04,Lucian,bot,1,0
16.04,Lulu,sup,1,0
16.04,Miss Fortune,bot,1,0
16.04,Naafiri,jng,1,0
16.04,Nami,sup,0,1
16.04,Shen,jng,1,0
16.04,Sylas,mid,0,1
16.04,Syndra,mid,0,1
16.04,Viktor,mid,0,1
16.04,Volibear,jng,1,0
16.04,Wukong,jng,1,0
16.04,Xayah,bot,1,0
16.04,Yunara,bot,1,0
16.04,Zaahen,top,1,0
16.04,Zoe,mid,1,0
16.05,Ryze,mid,1,8
16.05,Orianna,mid,0,8
16.05,Aurora,mid,1,5
16.05,Jarvan IV,jng,1,5
16.05,Poppy,sup,0,6
16.05,Annie,mid,0,5
16.05,Leona,sup,2,3
16.05,Vi,jng,0,5
16.05,Aphelios,bot,1,3
16.05,Kai'Sa,bot,2,2
16.05,Nami,sup,2,2
16.05,Renekton,top,3,1
16.05,Rumble,top,1,3
16.05,Alistar,sup,3,0
16.05,Ambessa,top,3,0
16.05,Ezreal,bot,3,0
