patch,champ,role,picks_by,bans_vs
16.02,Elise,sup,3,4
16.02,Azir,mid,5,1
16.02,Caitlyn,bot,4,2
16.02,Galio,mid,3,2
16.02,Jayce,top,0,4
16.02,K'Sante,top,3,1
16.02,Neeko,sup,2,2
16.02,Bard,sup,1,2
16.02,Kha'Zix,jng,2,1
16.02,Qiyana,jng,1,2
16.02,Taliyah,jng,3,0
16.02,Varus,bot,2,1
16.02,Ambessa,top,2,0
16.02,Gwen,top,1,1
16.02,LeBlanc,mid,0,2
16.02,Nidalee,jng,1,1
16.02,Orianna,mid,0,2
16.02,Renekton,top,0,2
16.02,Sion,top,0,2
16.02,Taliyah,mid,0,2
16.02,Alistar,sup,1,0
16.02,Cassiopeia,mid,0,1
16.02,Gnar,top,1,0
16.02,Jarvan IV,jng,0,1
16.02,Jinx,bot,1,0
16.02,Kai'Sa,bot,0,1
16.02,Miss Fortune,bot,0,1
16.02,Nautilus,sup,1,0
16.02,Sivir,bot,1,0
16.02,Sylas,jng,1,0
16.02,Thresh,sup,0,1
16.02,Yone,mid,0,1
16.02,Yorick,top,1,0
16.03,Azir,mid,3,2
16.03,Elise,sup,1,4
16.03,Qiyana,jng,4,1
16.03,Rumble,top,4,1
16.03,Caitlyn,bot,1,3
16.03,Neeko,sup,1,3
16.03,Varus,bot,2,2
16.03,Alistar,sup,2,1
16.03,Bard,sup,1,2
16.03,Ezreal,bot,3,0
16.03,Ahri,mid,2,0
16.03,Nidalee,jng,1,1
16.03,Ambessa,top,1,0
16.03,Galio,mid,1,0
16.03,Gnar,top,0,1
16.03,Gwen,top,0,1
16.03,Kha'Zix,jng,0,1
16.03,Nautilus,sup,1,0
16.03,Orianna,mid,0,1
16.03,Ornn,top,0,1
16.03,Poppy,sup,0,1
16.03,Quinn,top,1,0
16.03,Rakan,sup,0,1
16.03,Rell,sup,0,1
16.03,Taliyah,mid,0,1
16.03,Taliyah,jng,1,0
16.03,Zaahen,top,0,1
16.04,Ahri,mid,4,0
16.04,Caitlyn,bot,2,2
16.04,Elise,sup,2,1
16.04,K'Sante,top,0,3
16.04,Neeko,sup,1,2
16.04,Nidalee,jng,1,2
16.04,Qiyana,jng,2,1
16.04,Rumble,top,0,3
16.04,Gnar,top,2,0
16.04,Illaoi,top,2,0
16.04,Jinx,bot,2,0
16.04,Thresh,sup,1,1
16.04,Varus,bot,1,1
16.04,Azir,mid,0,1
16.04,Bard,sup,0,1
16.04,Galio,mid,1,0
16.04,Graves,jng,0,1
16.04,Kha'Zix,jng,0,1
16.04,Lulu,sup,0,1
16.04,Nautilus,sup,1,0
16.04,Sion,top,0,1
16.04,Swain,top,1,0
16.04,Taliyah,jng,1,0
16.04,Taliyah,mid,0,1
16.04,Xin Zhao,jng,0,1
16.04,Zaahen,jng,1,0
16.04,Zaahen,top,0,1
16.05,Caitlyn,bot,0,5
16.05,Nidalee,jng,1,4
16.05,Seraphine,sup,2,3
16.05,Taliyah,mid,0,5
16.05,Bard,sup,0,4
16.05,Naafiri,jng,1,3
16.05,Qiyana,jng,2,2
16.05,Aurora,mid,3,0
16.05,Elise,sup,0,3
16.05,Jinx,bot,3,0
16.05,Nautilus,sup,2,1
16.05,Rumble,top,1,2
16.05,Thresh,sup,2,1
16.05,Ahri,mid,2,0
16.05,Annie,mid,2,0
16.05,Ashe,bot,2,0
16.05,Azir,mid,1,1
16.05,Gnar,top,2,0
16.05,Graves,jng,2,0
16.05,Illaoi,top,2,0
16.05,K'Sante,top,2,0
16.05,Kha'Zix,jng,2,0
16.05,Neeko,sup,1,1
16.05,Alistar,sup,0,1
16.05,Aphelios,bot,1,0
16.05,Ezreal,bot,1,0
16.05,Galio,mid,0,1
16.05,Kalista,bot,1,0
16.05,Karma,sup,0,1
16.05,Lee Sin,jng,0,1
16.05,Lulu,sup,0,1
16.05,Rell,sup,1,0
16.05,Renekton,top,1,0
16.07,Sion,top,6,0
16.07,Caitlyn,bot,3,2
16.07,Elise,sup,3,2
16.07,Naafiri,jng,3,1
16.07,Lissandra,mid,2,1
16.07,Orianna,mid,0,3
16.07,Qiyana,jng,1,2
16.07,Taliyah,jng,3,0
16.07,Varus,bot,2,1
16.07,Viktor,mid,2,1
16.07,Anivia,mid,1,1
16.07,Annie,mid,0,2
16.07,Ashe,bot,1,1
16.07,Bard,sup,0,2
16.07,Galio,mid,0,2
16.07,Karma,sup,1,1
16.07,Nautilus,sup,2,0
16.07,Nidalee,jng,0,2
16.07,Vi,jng,0,2
16.07,Ahri,mid,0,1
16.07,Azir,mid,0,1
16.07,Ezreal,bot,1,0
16.07,Gnar,top,0,1
16.07,Illaoi,top,1,0
16.07,Jayce,mid,1,0
16.07,Kha'Zix,jng,0,1
16.07,Neeko,sup,0,1
16.07,Nocturne,jng,0,1
16.07,Rumble,top,0,1
16.07,Seraphine,sup,1,0
16.07,Syndra,mid,1,0
16.07,Taliyah,mid,0,1
16.07,Xin Zhao,jng,0,1
16.08,Nidalee,jng,3,3
16.08,Caitlyn,bot,1,4
16.08,Viktor,mid,2,3
16.08,Anivia,mid,2,1
16.08,Ezreal,bot,3,0
16.08,Gnar,top,2,1
16.08,Illaoi,top,1,2
16.08,Karma,sup,3,0
16.08,Bard,sup,1,1
16.08,Elise,sup,0,2
16.08,Jhin,bot,2,0
16.08,Naafiri,jng,0,2
16.08,Qiyana,jng,1,1
16.08,Renekton,top,1,1
16.08,Syndra,mid,2,0
16.08,Ashe,bot,0,1
16.08,Azir,mid,0,1
16.08,Braum,sup,1,0
16.08,Galio,mid,0,1
16.08,Jarvan IV,jng,1,0
16.08,Kha'Zix,jng,1,0
16.08,Lux,sup,1,0
16.08,Orianna,mid,0,1
16.08,Rumble,top,1,0
16.08,Sylas,mid,0,1
16.08,Taliyah,mid,0,1
16.08,Varus,bot,0,1
16.08,Wukong,top,1,0
16.08,Yone,mid,0,1
16.08,Yorick,top,0,1
