patch,champ,role,picks_vs,bans_vs
16.01,Fiora,top,0,12
16.01,Qiyana,jng,0,9
16.01,Malphite,jng,1,5
16.01,Rumble,top,3,3
16.01,Ryze,mid,4,2
16.01,Orianna,mid,4,1
16.01,Rell,sup,4,0
16.01,Taliyah,mid,1,3
16.01,Varus,bot,3,1
16.01,Xin Zhao,jng,2,2
16.01,Ambessa,top,1,2
16.01,Corki,bot,1,2
16.01,Gwen,top,1,2
16.01,Neeko,sup,0,3
16.01,Sion,top,1,2
16.01,Vi,jng,2,1
16.01,Aatrox,top,2,0
16.01,Alistar,sup,1,1
16.01,Aphelios,bot,2,0
16.01,Azir,mid,1,1
16.01,Braum,sup,1,1
16.01,Caitlyn,bot,1,1
16.01,Ezreal,bot,1,1
16.01,Jarvan IV,jng,2,0
16.01,K'Sante,top,2,0
16.01,Karma,sup,0,2
16.01,Lee Sin,jng,2,0
16.01,Leona,sup,1,1
16.01,Nautilus,sup,2,0
16.01,Poppy,sup,0,2
16.01,Yunara,bot,2,0
16.01,Ahri,mid,1,0
16.01,Aurora,top,1,0
16.01,Bard,sup,1,0
16.01,Galio,mid,0,1
16.01,Gnar,top,1,0
16.01,Jayce,jng,1,0
16.01,Jayce,top,0,1
16.01,Jhin,bot,1,0
16.01,Kai'Sa,bot,1,0
16.01,LeBlanc,mid,1,0
16.01,Lucian,bot,1,0
16.01,Lulu,sup,0,1
16.01,Miss Fortune,bot,0,1
16.01,Naafiri,jng,1,0
16.01,Nocturne,jng,1,0
16.01,Pantheon,jng,1,0
16.01,Rakan,sup,1,0
16.01,Renata Glasc,sup,1,0
16.01,Renekton,top,0,1
16.01,Syndra,mid,1,0
16.01,Thresh,sup,1,0
16.01,Zaahen,top,1,0
16.02,Aatrox,jng,0,3
16.02,Jayce,top,0,3
16.02,Poppy,sup,0,3
16.02,Wukong,jng,1,2
16.02,Alistar,sup,0,2
16.02,Ahri,mid,1,0
16.02,Akali,mid,1,0
16.02,Braum,sup,0,1
16.02,Ezreal,bot,1,0
16.02,Gnar,top,1,0
16.02,Gwen,top,0,1
16.02,Jarvan IV,jng,1,0
16.02,LeBlanc,mid,1,0
16.02,Leona,sup,1,0
16.02,Lulu,sup,1,0
