patch,champ,role,picks_vs,bans_vs
16.01,Aphelios,bot,0,1
16.01,Aurora,mid,0,1
16.01,Jarvan IV,jng,1,0
16.01,Jayce,top,0,1
16.01,Kayle,top,0,1
16.01,Nautilus,sup,0,1
16.01,Rakan,sup,1,0
16.01,Renekton,top,1,0
16.01,Taliyah,mid,1,0
16.01,Xayah,bot,1,0
16.02,Rell,sup,0,4
16.02,Aphelios,bot,1,2
16.02,Nautilus,sup,2,1
16.02,Ryze,mid,1,2
16.02,Syndra,mid,1,2
16.02,Azir,mid,2,0
16.02,K'Sante,top,2,0
16.02,Malphite,jng,0,2
16.02,Neeko,sup,0,2
16.02,Qiyana,jng,0,2
16.02,Sion,top,1,1
16.02,Taliyah,mid,1,1
16.02,Yunara,bot,2,0
16.02,Aatrox,jng,1,0
16.02,Ambessa,jng,1,0
16.02,Aurora,mid,0,1
16.02,Bard,sup,1,0
16.02,Braum,sup,1,0
16.02,Darius,top,1,0
16.02,Jarvan IV,jng,0,1
16.02,Jayce,top,0,1
16.02,Jhin,bot,1,0
16.02,Lulu,sup,1,0
16.02,Mordekaiser,top,1,0
16.02,Rengar,jng,0,1
16.02,Rumble,top,0,1
16.02,Sivir,bot,1,0
16.02,Vi,jng,0,1
16.02,Volibear,jng,1,0
16.02,Wukong,jng,1,0
16.02,Zed,jng,1,0
16.03,Varus,bot,0,5
16.03,Ambessa,top,0,3
16.03,Aurora,mid,0,3
16.03,Rumble,top,1,2
16.03,Akali,mid,1,1
16.03,Aphelios,bot,0,2
16.03,Braum,sup,1,1
16.03,Galio,mid,2,0
16.03,Jarvan IV,jng,1,1
16.03,Nautilus,sup,2,0
16.03,Qiyana,jng,0,2
16.03,Rakan,sup,2,0
16.03,Sivir,bot,1,1
16.03,Wukong,jng,1,1
16.03,Aatrox,jng,1,0
16.03,Alistar,sup,0,1
16.03,Ashe,bot,0,1
16.03,Azir,mid,1,0
16.03,Caitlyn,bot,1,0
16.03,Cho'Gath,top,1,0
16.03,Cho'Gath,jng,1,0
16.03,Gnar,top,1,0
