patch,champ,role,picks_vs,bans_vs
16.01,Aatrox,jng,0,1
16.01,Ambessa,top,0,1
16.01,Azir,mid,0,1
16.01,Gnar,top,0,1
16.01,Jayce,top,0,1
16.01,K'Sante,top,1,0
16.01,Miss Fortune,bot,1,0
16.01,Nautilus,sup,1,0
16.01,Ryze,mid,1,0
16.01,Vi,jng,1,0
16.02,K'Sante,top,1,2
16.02,Orianna,mid,1,2
16.02,Varus,bot,1,2
16.02,Wukong,jng,3,0
16.02,Ambessa,top,0,2
16.02,Corki,bot,1,1
16.02,Nautilus,sup,1,1
16.02,Ryze,mid,1,1
16.02,Sion,top,2,0
16.02,Akali,mid,0,1
16.02,Alistar,sup,0,1
16.02,Azir,mid,1,0
16.02,Bard,sup,1,0
16.02,Ezreal,bot,1,0
16.02,Gnar,top,0,1
16.02,Jarvan IV,jng,0,1
16.02,Kai'Sa,bot,1,0
16.02,Malphite,jng,0,1
16.02,Neeko,sup,1,0
16.02,Nocturne,jng,0,1
16.02,Pantheon,jng,0,1
16.02,Poppy,jng,1,0
16.02,Rakan,sup,1,0
16.02,Renekton,top,1,0
16.02,Sivir,bot,0,1
16.02,Taliyah,mid,1,0
16.02,Yone,mid,0,1
16.03,Yunara,bot,1,5
16.03,Orianna,mid,2,3
16.03,Ambessa,top,0,4
16.03,Jarvan IV,jng,2,2
16.03,Neeko,sup,0,4
16.03,Varus,bot,2,2
16.03,Azir,mid,3,0
16.03,Dr. Mundo,jng,1,2
16.03,Nami,sup,1,2
16.03,Pantheon,jng,1,2
16.03,Rakan,sup,2,1
16.03,Rell,sup,2,1
16.03,Sion,top,2,1
16.03,Braum,sup,1,1
16.03,Corki,bot,1,1
16.03,Ezreal,bot,1,1
16.03,K'Sante,top,0,2
16.03,Rumble,top,2,0
16.03,Xayah,bot,2,0
16.03,Xin Zhao,jng,1,1
16.03,Aatrox,top,1,0
16.03,Alistar,sup,1,0
16.03,Darius,top,1,0
16.03,Gnar,top,0,1
16.03,Gwen,top,0,1
16.03,Jax,top,1,0
16.03,Jayce,top,0,1
16.03,Lucian,bot,1,0
16.03,Naafiri,jng,1,0
16.03,Nautilus,sup,1,0
16.03,Qiyana,jng,1,0
16.03,Renekton,top,1,0
16.03,Ryze,mid,1,0
16.03,Sivir,bot,0,1
16.03,Syndra,mid,1,0
16.03,Taliyah,mid,1,0
16.03,Vi,jng,0,1
16.03,Zaahen,jng,1,0
16.04,Orianna,mid,1,7
16.04,Ambessa,top,1,5
16.04,Neeko,sup,1,5
16.04,Rumble,top,2,4
16.04,Sion,top,2,3
16.04,Varus,bot,1,4
16.04,Gnar,top,2,2
16.04,Ryze,mid,1,3
16.04,Yunara,bot,0,4
16.04,Corki,bot,3,0
16.04,Lucian,bot,0,3
16.04,Lulu,sup,2,1
16.04,Nami,sup,1,2
16.04,Nautilus,sup,1,2
16.04,Rell,sup,1,2
16.04,Wukong,jng,3,0
16.04,Ahri,mid,2,0
16.04,Anivia,mid,1,1
16.04,Bard,sup,1,1
16.04,Caitlyn,bot,0,2
16.04,Jinx,bot,2,0
16.04,Kai'Sa,bot,0,2
16.04,Nocturne,jng,1,1
16.04,Vi,jng,2,0
16.04,Xin Zhao,jng,2,0
16.04,Aatrox,jng,1,0
16.04,Alistar,sup,1,0
16.04,Aphelios,bot,1,0
16.04,Ashe,bot,0,1
16.04,Aurora,mid,1,0
