patch,champ,role,picks_by,bans_vs,series_presence
16.01,Yunara,bot,2,2,4
16.01,Azir,mid,2,1,3
16.01,Gwen,top,0,3,3
16.01,Malphite,jng,0,3,3
16.01,Ambessa,top,0,2,2
16.01,Braum,sup,2,0,2
16.01,Jarvan IV,jng,2,0,2
16.01,Orianna,mid,0,2,2
16.01,Varus,bot,1,1,2
16.01,Xin Zhao,jng,2,0,2
16.01,Ezreal,bot,1,0,1
16.01,Galio,mid,1,0,1
16.01,Gnar,top,0,1,1
16.01,Jayce,top,0,1,1
16.01,K'Sante,top,0,1,1
16.01,Lucian,bot,0,1,1
16.01,Nautilus,sup,1,0,1
16.01,Poppy,sup,0,1,1
16.01,Poppy,top,1,0,1
16.01,Rek'Sai,top,1,0,1
16.01,Rell,sup,1,0,1
16.01,Rumble,top,1,0,1
16.01,Ryze,mid,1,0,1
16.01,Sivir,bot,0,1,1
16.01,Zaahen,top,1,0,1
16.02,Orianna,mid,2,5,3
16.02,Yunara,bot,1,5,3
16.02,Rumble,top,1,4,3
16.02,Braum,sup,1,3,3
16.02,Neeko,sup,0,4,2
16.02,Sivir,bot,2,2,2
16.02,Varus,bot,1,3,2
16.02,Ahri,mid,2,1,2
16.02,Ambessa,top,0,3,2
16.02,Jarvan IV,jng,1,2,2
16.02,Jayce,top,0,3,2
16.02,Poppy,sup,1,2,3
16.02,Akali,mid,1,1,2
16.02,Azir,mid,1,1,2
16.02,Bard,sup,0,2,2
16.02,Corki,bot,2,0,2
16.02,K'Sante,top,2,0,2
16.02,Karma,sup,1,1,1
16.02,Nami,sup,2,0,2
16.02,Rek'Sai,top,1,1,2
16.02,Sion,top,2,0,2
16.02,Syndra,mid,2,0,2
16.02,Taliyah,mid,1,1,2
16.02,Vi,jng,2,0,2
16.02,Xin Zhao,jng,2,0,2
16.02,Yorick,top,0,2,1
16.02,Aatrox,top,1,0,1
16.02,Alistar,sup,1,0,1
16.02,Aurora,top,1,0,1
16.02,Cho'Gath,top,0,1,1
16.02,Dr. Mundo,jng,1,0,1
16.02,Ezreal,bot,1,0,1
