patch,champ,role,picks_by,bans_vs,series_presence
16.02,Varus,bot,2,4,6
16.02,Rumble,top,1,4,5
16.02,Ambessa,top,2,2,4
16.02,Ryze,mid,3,1,4
16.02,Alistar,sup,2,1,3
16.02,Corki,bot,3,0,3
16.02,Gnar,top,3,0,3
16.02,Jayce,jng,3,0,3
16.02,Jayce,top,0,3,3
16.02,Neeko,sup,0,3,3
16.02,Zyra,sup,3,0,3
16.02,Akali,mid,0,2,2
16.02,Ambessa,jng,2,0,2
16.02,Cassiopeia,mid,1,1,2
16.02,Ezreal,bot,2,0,2
16.02,Gwen,top,1,1,2
16.02,Leona,sup,1,1,2
16.02,Malphite,jng,1,1,2
16.02,Nami,sup,0,2,2
16.02,Nautilus,sup,2,0,2
16.02,Orianna,mid,1,1,2
16.02,Syndra,mid,2,0,2
16.02,Xin Zhao,jng,1,1,2
16.02,Aphelios,bot,0,1,1
16.02,Braum,sup,0,1,1
16.02,Caitlyn,bot,0,1,1
16.02,Galio,mid,0,1,1
16.02,Jarvan IV,jng,0,1,1
16.02,Jhin,bot,1,0,1
16.02,Kennen,top,0,1,1
16.02,Nocturne,jng,0,1,1
16.02,Poppy,sup,0,1,1
16.02,Qiyana,jng,1,0,1
16.02,Rakan,sup,0,1,1
16.02,Renekton,top,0,1,1
16.02,Sion,top,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Yone,mid,0,1,1
16.02,Zyra,jng,0,1,1
16.03,Ambessa,top,1,4,5
16.03,Orianna,mid,3,1,4
16.03,Rumble,top,2,2,4
16.03,Zyra,jng,0,4,4
16.03,Karma,sup,1,2,3
16.03,Neeko,sup,0,3,3
16.03,Xin Zhao,jng,2,1,3
16.03,Bard,sup,0,2,2
16.03,Corki,bot,2,0,2
16.03,Gnar,top,0,2,2
16.03,Jhin,bot,1,1,2
16.03,Leona,sup,2,0,2
16.03,Nautilus,sup,2,0,2
16.03,Ryze,mid,1,1,2
16.03,Sion,top,2,0,2
16.03,Varus,bot,2,0,2
16.03,Zaahen,jng,2,0,2
16.03,Azir,mid,1,0,1
16.03,Ekko,mid,1,0,1
16.03,Ezreal,bot,1,0,1
16.03,Jarvan IV,jng,0,1,1
16.03,Lee Sin,jng,1,0,1
16.03,Malphite,jng,0,1,1
16.03,Naafiri,jng,1,0,1
16.03,Nocturne,jng,0,1,1
16.03,Ornn,top,1,0,1
16.03,Poppy,sup,0,1,1
16.03,Qiyana,jng,0,1,1
16.03,Sivir,bot,0,1,1
16.03,Xayah,bot,0,1,1
16.03,Zyra,sup,1,0,1
16.07,Pantheon,jng,5,1,6
16.07,Ambessa,top,5,0,5
16.07,Hwei,mid,4,1,5
16.07,Karma,sup,1,4,5
16.07,Bard,sup,2,2,4
16.07,Varus,bot,2,2,4
16.07,Orianna,mid,2,1,3
16.07,Rumble,top,0,3,3
16.07,Azir,mid,1,1,2
16.07,Corki,bot,2,0,2
16.07,Lulu,sup,0,2,2
16.07,Nami,sup,2,0,2
16.07,Nocturne,jng,0,2,2
16.07,Ryze,mid,0,2,2
16.07,Sion,top,1,1,2
16.07,Xin Zhao,jng,2,0,2
16.07,Yunara,bot,2,0,2
16.07,Annie,mid,0,1,1
16.07,Aurora,mid,0,1,1
16.07,Braum,sup,0,1,1
16.07,Caitlyn,bot,0,1,1
16.07,Ezreal,bot,1,0,1
16.07,Gnar,top,0,1,1
16.07,Jhin,bot,0,1,1
16.07,Leona,sup,1,0,1
16.07,Mel,mid,0,1,1
16.07,Nautilus,sup,0,1,1
16.07,Neeko,sup,0,1,1
16.07,Renekton,top,1,0,1
16.07,Syndra,mid,0,1,1
16.07,Vi,jng,0,1,1
16.07,Ziggs,bot,0,1,1
16.07,Zyra,jng,0,1,1
16.07,Zyra,sup,1,0,1
16.08,Gnar,top,3,1,4
16.08,Karma,sup,1,3,4
16.08,Ambessa,top,0,3,3
16.08,Varus,bot,2,1,3
16.08,Viktor,mid,2,1,3
16.08,Xin Zhao,jng,1,2,3
16.08,Bard,sup,1,1,2
16.08,Ezreal,bot,2,0,2
16.08,Hwei,mid,1,1,2
16.08,Nocturne,jng,1,1,2
16.08,Orianna,mid,1,1,2
16.08,Vi,jng,2,0,2
16.08,Zyra,jng,0,2,2
16.08,Zyra,sup,2,0,2
16.08,Ambessa,jng,1,0,1
16.08,Ashe,bot,0,1,1
16.08,LeBlanc,mid,0,1,1
16.08,Leona,sup,0,1,1
16.08,Lulu,sup,1,0,1
16.08,Naafiri,jng,0,1,1
16.08,Nami,sup,0,1,1
16.08,Nautilus,sup,0,1,1
16.08,Ornn,top,1,0,1
16.08,Pantheon,jng,0,1,1
16.08,Rumble,top,1,0,1
16.08,Ryze,mid,0,1,1
16.08,Vladimir,mid,1,0,1
16.08,Yunara,bot,1,0,1
