patch,champ,role,picks_vs,bans_vs
16.03,Jarvan IV,jng,4,2
16.03,Lux,sup,0,5
16.03,Syndra,mid,0,5
16.03,Vi,jng,0,5
16.03,Ezreal,bot,3,1
16.03,Kai'Sa,bot,0,4
16.03,Sion,top,4,0
16.03,Taliyah,mid,1,3
16.03,Ahri,mid,2,1
16.03,Akali,mid,1,2
16.03,Ambessa,top,2,1
16.03,Braum,sup,2,1
16.03,Corki,bot,0,3
16.03,Nautilus,sup,1,2
16.03,Neeko,sup,0,3
16.03,Poppy,sup,1,2
16.03,Rumble,top,2,1
16.03,Ryze,mid,3,0
16.03,Xin Zhao,jng,3,0
16.03,Yunara,bot,3,0
16.03,Aurora,mid,1,1
16.03,Caitlyn,bot,0,2
16.03,Karma,sup,2,0
16.03,Orianna,mid,0,2
16.03,Ornn,top,1,1
16.03,Rakan,sup,2,0
16.03,Sivir,bot,0,2
16.03,Thresh,sup,1,1
16.03,Xayah,bot,2,0
16.03,Aatrox,jng,1,0
16.03,Ambessa,jng,1,0
16.03,Aphelios,bot,1,0
16.03,Aurelion Sol,mid,1,0
16.03,Bard,sup,1,0
16.03,Dr. Mundo,jng,1,0
16.03,Galio,mid,1,0
16.03,Gwen,top,0,1
16.03,Hwei,mid,1,0
16.03,Jhin,bot,1,0
16.03,Jinx,bot,0,1
16.03,Kalista,bot,1,0
16.03,Lulu,sup,0,1
16.03,Nami,sup,1,0
16.03,Pantheon,jng,1,0
16.03,Poppy,top,1,0
16.03,Renekton,top,0,1
16.03,Zaahen,top,1,0
16.03,Zeri,bot,0,1
16.05,Lux,sup,0,6
16.05,Jarvan IV,jng,1,4
16.05,Vi,jng,1,3
16.05,Aurora,mid,1,2
16.05,Jhin,bot,3,0
16.05,K'Sante,top,3,0
16.05,Neeko,sup,0,3
16.05,Xin Zhao,jng,2,1
16.05,Yunara,bot,0,3
16.05,Akali,mid,2,0
16.05,Alistar,sup,2,0
16.05,Corki,bot,0,2
16.05,Dr. Mundo,jng,1,1
16.05,Jax,top,1,1
16.05,Kai'Sa,bot,0,2
16.05,Leona,sup,2,0
16.05,Nautilus,sup,1,1
16.05,Renekton,top,0,2
16.05,Aatrox,jng,1,0
16.05,Ahri,mid,1,0
16.05,Ambessa,top,1,0
16.05,Aphelios,bot,1,0
16.05,Azir,mid,1,0
16.05,Bard,sup,1,0
16.05,Caitlyn,bot,0,1
16.05,Corki,mid,1,0
16.05,Ezreal,bot,1,0
16.05,Karma,sup,1,0
16.05,LeBlanc,mid,0,1
16.05,Maokai,jng,1,0
16.05,Mel,mid,0,1
16.05,Miss Fortune,bot,1,0
16.05,Nami,sup,0,1
16.05,Nocturne,jng,0,1
16.05,Olaf,top,1,0
16.05,Orianna,mid,0,1
16.05,Pantheon,jng,1,0
16.05,Rakan,sup,0,1
16.05,Ryze,mid,1,0
16.05,Seraphine,sup,1,0
16.05,Sion,top,1,0
16.05,Sivir,bot,1,0
16.05,Syndra,mid,0,1
16.05,Taliyah,mid,1,0
16.05,Varus,bot,1,0
16.05,Volibear,top,1,0
16.05,Wukong,jng,0,1
16.07,Nautilus,sup,0,5
16.07,Ezreal,bot,2,1
16.07,Lux,sup,0,3
16.07,Bard,sup,2,0
16.07,Gnar,top,0,2
16.07,Nocturne,jng,0,2
16.07,Orianna,mid,0,2
16.07,Pantheon,jng,1,1
16.07,Rumble,top,1,1
16.07,Ryze,mid,2,0
16.07,Vi,jng,1,1
16.07,Alistar,sup,1,0
16.07,Ambessa,jng,1,0
16.07,Annie,mid,0,1
16.07,Aurora,mid,0,1
16.07,Azir,mid,1,0
16.07,Galio,mid,1,0
16.07,Gwen,top,1,0
16.07,Jayce,top,0,1
16.07,Kai'Sa,bot,0,1
16.07,Karma,sup,1,0
16.07,Lulu,sup,1,0
16.07,Rakan,sup,0,1
16.07,Renekton,top,1,0
16.07,Shen,top,1,0
16.07,Sion,top,1,0
16.07,Taliyah,mid,0,1
16.07,Vayne,bot,1,0
16.07,Viktor,mid,1,0
16.07,Wukong,jng,0,1
16.07,Xayah,bot,1,0
16.07,Xin Zhao,jng,1,0
16.07,Yunara,bot,1,0
16.07,Zaahen,jng,1,0
16.08,Lux,sup,0,6
16.08,Nocturne,jng,0,5
16.08,Kai'Sa,bot,1,2
16.08,Sion,top,2,1
16.08,Syndra,mid,0,3
16.08,Bard,sup,2,0
16.08,Nautilus,sup,2,0
16.08,Ryze,mid,2,0
16.08,Sivir,bot,0,2
16.08,Xin Zhao,jng,2,0
16.08,Aatrox,jng,1,0
16.08,Ahri,mid,1,0
16.08,Ambessa,top,1,0
16.08,Annie,mid,0,1
16.08,Ashe,bot,1,0
16.08,Aurora,mid,0,1
16.08,Braum,sup,0,1
16.08,Caitlyn,bot,1,0
16.08,Dr. Mundo,jng,0,1
16.08,Ezreal,bot,1,0
16.08,Galio,mid,1,0
16.08,Jarvan IV,jng,1,0
16.08,Jayce,top,1,0
16.08,K'Sante,top,0,1
16.08,LeBlanc,mid,1,0
16.08,Lulu,sup,0,1
16.08,Orianna,mid,0,1
16.08,Pantheon,jng,1,0
16.08,Poppy,top,1,0
16.08,Rell,sup,0,1
16.08,Renata Glasc,sup,1,0
16.08,Renekton,top,0,1
16.08,Rumble,top,1,0
16.08,Seraphine,sup,1,0
16.08,Varus,bot,1,0
16.08,Viktor,mid,1,0
16.08,Wukong,jng,1,0
16.08,Yorick,top,0,1
16.08,Yunara,bot,1,0
16.08,Zeri,bot,0,1
16.09,Lux,sup,0,3
16.09,Annie,mid,1,1
16.09,Bard,sup,0,2
16.09,Jarvan IV,jng,2,0
16.09,Kennen,top,2,0
16.09,Orianna,mid,0,2
16.09,Pantheon,jng,0,2
16.09,Rumble,top,0,2
16.09,Viktor,mid,2,0
16.09,Aurora,top,1,0
16.09,Braum,sup,1,0
16.09,Ezreal,bot,1,0
16.09,Jayce,top,1,0
16.09,Kalista,bot,0,1
16.09,Lee Sin,jng,0,1
16.09,Lucian,bot,1,0
16.09,Milio,sup,1,0
16.09,Nami,sup,0,1
16.09,Nautilus,sup,1,0
16.09,Neeko,sup,1,0
16.09,Nocturne,jng,0,1
16.09,Ryze,mid,1,0
16.09,Senna,bot,1,0
16.09,Syndra,mid,0,1
16.09,Taliyah,mid,0,1
16.09,Trundle,jng,1,0
16.09,Varus,bot,1,0
16.09,Wukong,jng,0,1
16.09,Xin Zhao,jng,1,0
16.09,Yunara,bot,0,1
16.1,Jarvan IV,jng,0,2
16.1,Annie,mid,0,1
16.1,Bard,sup,1,0
16.1,Caitlyn,bot,1,0
16.1,Cassiopeia,mid,1,0
16.1,Gnar,top,1,0
16.1,LeBlanc,mid,1,0
16.1,Lee Sin,jng,0,1
16.1,Mel,mid,0,1
16.1,Miss Fortune,bot,1,0
16.1,Nautilus,sup,0,1
16.1,Nocturne,jng,1,0
16.1,Orianna,mid,0,1
16.1,Poppy,sup,0,1
16.1,Rell,sup,1,0
16.1,Rumble,top,0,1
16.1,Varus,top,1,0
16.1,Vi,jng,0,1
16.1,Wukong,jng,1,0
