patch,champ,role,picks_by,bans_vs
16.01,Ambessa,top,0,2
16.01,Mel,mid,0,2
16.01,Alistar,sup,0,1
16.01,Azir,mid,0,1
16.01,Caitlyn,bot,1,0
16.01,Jarvan IV,jng,1,0
16.01,Jax,top,0,1
16.01,Karma,sup,1,0
16.01,Malphite,jng,1,0
16.01,Neeko,sup,0,1
16.01,Ornn,top,1,0
16.01,Rakan,sup,1,0
16.01,Ryze,mid,1,0
16.01,Shen,top,1,0
16.01,Syndra,mid,0,1
16.01,Taliyah,mid,1,0
16.01,Tristana,bot,1,0
16.01,Wukong,jng,0,1
16.02,Caitlyn,bot,0,4
16.02,Kai'Sa,bot,1,2
16.02,Mel,mid,1,2
16.02,Pantheon,jng,1,2
16.02,Akali,mid,2,0
16.02,Bard,sup,1,1
16.02,Galio,top,2,0
16.02,Nautilus,sup,2,0
16.02,Sion,top,0,2
16.02,Tristana,bot,1,1
16.02,Jhin,bot,1,0
16.02,K'Sante,top,1,0
16.02,Kalista,bot,1,0
16.02,LeBlanc,mid,0,1
16.02,Poppy,sup,0,1
16.02,Rakan,sup,1,0
16.02,Ryze,mid,0,1
16.02,Shen,top,1,0
16.02,Sivir,bot,0,1
16.02,Taliyah,mid,0,1
16.02,Varus,bot,0,1
16.02,Viego,jng,1,0
16.02,Vladimir,mid,1,0
16.02,Wukong,jng,1,0
16.02,Zed,jng,1,0
16.07,Jarvan IV,jng,1,3
16.07,Ashe,bot,2,0
16.07,Caitlyn,bot,1,1
16.07,Karma,sup,0,2
16.07,Nautilus,sup,0,2
16.07,Nocturne,jng,2,0
16.07,Seraphine,sup,1,1
16.07,Sion,top,2,0
16.07,Varus,bot,0,2
16.07,Ambessa,top,0,1
16.07,Aurora,mid,0,1
16.07,Azir,mid,1,0
16.07,Corki,bot,0,1
16.07,Gragas,top,1,0
16.07,Jayce,top,0,1
16.07,Kog'Maw,mid,1,0
16.07,Leona,sup,1,0
16.07,Mel,mid,1,0
16.07,Neeko,sup,1,0
16.07,Pantheon,jng,0,1
16.07,Rell,sup,1,0
16.07,Rumble,top,0,1
16.07,Ryze,mid,0,1
16.07,Tristana,bot,1,0
16.07,Viktor,mid,0,1
16.07,Vladimir,mid,1,0
16.07,Wukong,jng,0,1
16.07,Xin Zhao,jng,1,0
16.07,Yorick,top,1,0
16.08,Nocturne,jng,0,5
16.08,Nautilus,sup,1,3
16.08,Ryze,mid,1,3
16.08,Ambessa,top,1,1
16.08,Aurora,mid,1,1
16.08,Gnar,top,2,0
16.08,Jarvan IV,jng,1,1
16.08,Jhin,bot,2,0
16.08,Sion,top,0,2
16.08,Varus,bot,0,2
16.08,Vi,jng,2,0
16.08,Ahri,mid,0,1
16.08,Azir,mid,0,1
16.08,Bard,sup,1,0
16.08,Caitlyn,bot,1,0
16.08,Ezreal,bot,1,0
16.08,Gwen,mid,1,0
16.08,Gwen,top,0,1
16.08,Jayce,top,0,1
16.08,Kai'Sa,bot,1,0
16.08,Kog'Maw,mid,1,0
16.08,Mel,mid,0,1
16.08,Neeko,sup,1,0
16.08,Nunu & Willump,jng,1,0
16.08,Ornn,top,0,1
16.08,Pantheon,jng,1,0
16.08,Pyke,sup,1,0
16.08,Rell,sup,1,0
16.08,Rumble,top,1,0
16.08,Varus,top,1,0
16.08,Vladimir,mid,1,0
16.08,Wukong,jng,0,1
16.09,Nocturne,jng,0,6
16.09,Rumble,top,2,3
16.09,Bard,sup,1,3
16.09,Nautilus,sup,1,3
16.09,Caitlyn,bot,1,2
16.09,Jhin,bot,3,0
16.09,Ashe,bot,0,2
16.09,Aurelion Sol,mid,2,0
16.09,Gnar,top,2,0
16.09,Jarvan IV,jng,2,0
16.09,Jayce,mid,2,0
16.09,Jayce,top,0,2
16.09,K'Sante,top,0,2
16.09,Kog'Maw,bot,0,2
16.09,Mel,mid,1,1
16.09,Naafiri,jng,1,1
16.09,Seraphine,sup,2,0
16.09,Varus,bot,1,1
16.09,Vi,jng,1,1
16.09,Vladimir,mid,0,2
16.09,Wukong,jng,1,1
16.09,Xin Zhao,jng,1,1
16.09,Aurora,mid,1,0
16.09,Ezreal,bot,1,0
16.09,Gwen,top,1,0
16.09,Hwei,mid,1,0
16.09,Karma,sup,0,1
16.09,LeBlanc,mid,0,1
16.09,Leona,sup,0,1
16.09,Lucian,bot,1,0
16.09,Lulu,sup,1,0
16.09,Maokai,jng,1,0
16.09,Milio,sup,1,0
16.09,Nami,sup,1,0
16.09,Neeko,sup,0,1
16.09,Olaf,top,1,0
16.09,Orianna,mid,0,1
16.09,Pantheon,jng,1,0
16.09,Senna,sup,1,0
16.09,Sion,top,1,0
16.09,Vayne,top,1,0
16.09,Viktor,mid,1,0
16.09,Yunara,bot,1,0
16.1,Varus,bot,0,4
16.1,Nautilus,sup,1,2
16.1,Akali,mid,0,2
16.1,Ezreal,bot,0,2
16.1,Karma,sup,0,2
