patch,champ,role,picks_vs,bans_vs
16.01,Azir,mid,2,0
16.01,Ezreal,bot,1,1
16.01,Malphite,jng,0,2
16.01,Varus,bot,0,2
16.01,Aatrox,jng,0,1
16.01,Alistar,sup,0,1
16.01,Ambessa,top,0,1
16.01,Bard,sup,1,0
16.01,Corki,bot,1,0
16.01,Jarvan IV,jng,1,0
16.01,Nami,sup,1,0
16.01,Nautilus,sup,0,1
16.01,Orianna,mid,0,1
16.01,Pantheon,jng,0,1
16.01,Rakan,sup,1,0
16.01,Rell,sup,0,1
16.01,Renekton,top,1,0
16.01,Rumble,top,0,1
16.01,Ryze,mid,1,0
16.01,Sion,top,1,0
16.01,Taliyah,mid,0,1
16.01,Volibear,top,1,0
16.01,Wukong,jng,1,0
16.01,Xayah,bot,1,0
16.01,Xin Zhao,jng,1,0
16.01,Yunara,bot,0,1
16.02,Alistar,sup,5,0
16.02,Neeko,sup,0,5
16.02,Rumble,top,3,2
16.02,Varus,bot,1,4
16.02,Aphelios,bot,2,2
16.02,Taliyah,mid,2,2
16.02,Yunara,bot,3,1
16.02,Orianna,mid,1,2
16.02,Aatrox,jng,1,1
16.02,Akali,mid,0,2
16.02,Azir,mid,2,0
16.02,Pantheon,jng,1,1
16.02,Sion,top,2,0
16.02,Yone,mid,1,1
16.02,Ambessa,top,0,1
16.02,Ambessa,jng,1,0
16.02,Aurora,mid,0,1
16.02,Corki,bot,0,1
16.02,Jarvan IV,jng,0,1
16.02,Kennen,top,1,0
16.02,Lulu,sup,0,1
16.02,Malphite,jng,0,1
16.02,Poppy,jng,1,0
16.02,Rakan,sup,1,0
16.02,Vi,jng,1,0
16.02,Wukong,jng,0,1
16.02,Xin Zhao,jng,1,0
16.03,Ambessa,top,1,1
16.03,Azir,mid,2,0
16.03,Jarvan IV,jng,1,1
16.03,Nautilus,sup,1,1
16.03,Pantheon,jng,0,2
16.03,Akali,mid,0,1
16.03,Alistar,sup,1,0
16.03,Braum,sup,0,1
16.03,Kai'Sa,bot,1,0
16.03,Renekton,top,0,1
16.03,Rumble,top,0,1
16.03,Sion,top,1,0
16.03,Skarner,jng,1,0
16.03,Vi,jng,0,1
16.03,Yunara,bot,1,0
16.05,Orianna,mid,0,4
16.05,Azir,mid,0,3
16.05,Jarvan IV,jng,1,2
16.05,Karma,sup,0,3
16.05,Neeko,sup,1,2
16.05,Renekton,top,2,1
16.05,Varus,bot,1,2
16.05,Vi,jng,1,2
16.05,Bard,sup,0,2
16.05,Corki,bot,0,2
16.05,Ezreal,bot,0,2
16.05,Galio,mid,1,1
16.05,Lulu,sup,2,0
16.05,Pantheon,jng,1,1
16.05,Wukong,jng,0,2
16.05,Xin Zhao,jng,1,1
16.05,Aatrox,jng,0,1
16.05,Ahri,mid,1,0
16.05,Aphelios,bot,0,1
16.05,Ashe,bot,1,0
16.05,Corki,mid,1,0
16.05,Dr. Mundo,jng,0,1
16.05,Gragas,top,1,0
16.05,K'Sante,top,1,0
16.05,Kai'Sa,bot,1,0
16.05,Leona,sup,1,0
16.05,Lissandra,mid,1,0
16.05,Maokai,jng,1,0
16.05,Mel,mid,1,0
16.05,Miss Fortune,bot,1,0
16.05,Nocturne,jng,1,0
16.05,Olaf,top,1,0
16.05,Poppy,top,1,0
16.05,Rakan,sup,1,0
16.05,Rell,sup,1,0
16.05,Rumble,top,1,0
16.05,Ryze,mid,0,1
16.05,Seraphine,sup,1,0
16.05,Sivir,bot,1,0
16.05,Taliyah,mid,1,0
16.05,Xayah,bot,1,0
16.05,Yone,mid,1,0
16.05,Yunara,bot,1,0
16.05,Zaahen,top,0,1
16.05,Zyra,jng,1,0
16.06,Ashe,bot,2,2
16.06,Vi,jng,0,4
16.06,Anivia,mid,1,2
16.06,Bard,sup,1,2
16.06,Nautilus,sup,1,2
16.06,Orianna,mid,0,3
16.06,Ahri,mid,1,1
16.06,Akali,mid,0,2
16.06,Ambessa,top,0,2
16.06,Aurora,mid,2,0
16.06,Gnar,top,2,0
16.06,Jarvan IV,jng,0,2
16.06,Jhin,bot,1,1
16.06,Mel,mid,0,2
16.06,Pantheon,jng,2,0
16.06,Rumble,top,2,0
16.06,Varus,bot,1,1
16.06,Wukong,jng,2,0
16.06,Yunara,bot,0,2
16.06,Aatrox,jng,1,0
16.06,Alistar,sup,1,0
16.06,Azir,mid,1,0
16.06,Corki,bot,1,0
16.06,Dr. Mundo,jng,1,0
16.06,Gwen,top,0,1
16.06,K'Sante,top,1,0
16.06,Karma,sup,1,0
16.06,Lucian,bot,1,0
16.06,Nami,sup,1,0
16.06,Seraphine,sup,1,0
16.06,Sion,top,0,1
16.06,Syndra,mid,1,0
16.06,Zaahen,top,1,0
16.07,Xin Zhao,jng,4,1
16.07,Bard,sup,3,1
16.07,Jarvan IV,jng,1,3
16.07,Nautilus,sup,0,4
16.07,Pantheon,jng,1,3
16.07,Ryze,mid,0,3
16.07,Aatrox,jng,0,2
16.07,Ahri,mid,0,2
16.07,Ashe,bot,2,0
16.07,Azir,mid,2,0
16.07,Ezreal,bot,1,1
16.07,Rumble,top,1,1
16.07,Seraphine,sup,2,0
16.07,Sion,top,2,0
16.07,Varus,bot,1,1
16.07,Akali,mid,1,0
16.07,Ambessa,top,0,1
16.07,Aurora,mid,0,1
16.07,Caitlyn,bot,1,0
16.07,Corki,bot,1,0
16.07,Galio,mid,1,0
16.07,Gwen,top,0,1
16.07,Jayce,top,0,1
16.07,K'Sante,top,0,1
16.07,Karma,sup,0,1
16.07,Leona,sup,0,1
16.07,Nami,sup,1,0
16.07,Orianna,mid,0,1
16.07,Ornn,top,1,0
16.07,Renekton,top,1,0
16.07,Syndra,mid,1,0
16.07,Vayne,top,1,0
16.07,Viktor,mid,1,0
16.08,Pantheon,jng,1,2
16.08,Corki,bot,1,1
16.08,Kai'Sa,bot,2,0
16.08,Neeko,sup,2,0
16.08,Orianna,mid,0,2
16.08,Rumble,top,0,2
16.08,Xayah,bot,0,2
16.08,Ahri,mid,1,0
16.08,Ambessa,top,1,0
16.08,Anivia,mid,0,1
16.08,Bard,sup,0,1
16.08,Ezreal,bot,0,1
16.08,Gnar,top,0,1
16.08,K'Sante,top,0,1
16.08,Nautilus,sup,0,1
16.08,Olaf,top,1,0
16.08,Rell,sup,1,0
16.08,Ryze,mid,1,0
16.08,Taliyah,mid,1,0
16.08,Vayne,top,1,0
16.08,Vi,jng,1,0
16.08,Zaahen,jng,1,0
16.09,Ahri,mid,0,2
16.09,Ezreal,bot,0,2
16.09,LeBlanc,mid,0,2
16.09,Ryze,mid,1,1
16.09,Anivia,mid,0,1
16.09,Aurora,mid,1,0
16.09,Azir,mid,0,1
16.09,Corki,bot,1,0
16.09,Nami,sup,1,0
16.09,Nautilus,sup,1,0
16.09,Nocturne,jng,1,0
16.09,Orianna,mid,0,1
16.09,Rumble,top,1,0
