patch,champ,role,picks_vs,bans_vs
16.08,Pantheon,jng,2,3
16.08,Bard,sup,0,4
16.08,Ashe,bot,2,1
16.08,Renekton,top,1,2
16.08,Akali,mid,0,2
16.08,Ambessa,top,1,1
16.08,Aurora,mid,2,0
16.08,Jarvan IV,jng,2,0
16.08,Jayce,top,1,1
16.08,Karma,sup,0,2
16.08,Nocturne,jng,0,2
16.08,Orianna,mid,2,0
16.08,Rumble,top,0,2
16.08,Ryze,mid,1,1
16.08,Seraphine,sup,2,0
16.08,Varus,bot,2,0
16.08,Anivia,mid,1,0
16.08,Annie,mid,0,1
16.08,Gnar,top,1,0
16.08,Gwen,top,0,1
16.08,Jax,top,1,0
16.08,Kennen,top,0,1
16.08,Lucian,bot,1,0
16.08,Lulu,sup,1,0
16.08,Malphite,jng,0,1
16.08,Mel,mid,0,1
16.08,Milio,sup,1,0
16.08,Nami,sup,0,1
16.08,Nautilus,sup,1,0
16.08,Neeko,sup,0,1
16.08,Olaf,jng,1,0
16.08,Rakan,sup,1,0
16.08,Trundle,jng,1,0
16.08,Varus,top,1,0
16.08,Vex,mid,0,1
16.08,Xayah,bot,1,0
16.08,Zeri,bot,0,1
