patch,champ,role,picks_by,bans_vs,series_presence
16.01,Ambessa,top,0,1,1
16.01,Azir,mid,0,1,1
16.01,Braum,sup,1,0,1
16.01,Jarvan IV,jng,1,0,1
16.01,Lulu,sup,0,1,1
16.01,Nautilus,sup,0,1,1
16.01,Rumble,top,0,1,1
16.01,Ryze,mid,1,0,1
16.01,Sion,top,1,0,1
16.01,Yunara,bot,1,0,1
16.02,Alistar,sup,1,2,3
16.02,Ambessa,top,1,2,3
16.02,Jarvan IV,jng,1,2,3
16.02,Ryze,mid,3,0,3
16.02,Ezreal,bot,1,1,2
16.02,Kai'Sa,bot,2,0,2
16.02,Leona,sup,2,0,2
16.02,Ornn,top,2,0,2
16.02,Qiyana,jng,2,0,2
16.02,Varus,bot,1,1,2
16.02,Azir,mid,0,1,1
16.02,Braum,sup,0,1,1
16.02,Jayce,top,0,1,1
16.02,Jhin,bot,0,1,1
16.02,K'Sante,top,0,1,1
16.02,Malphite,jng,0,1,1
16.02,Neeko,sup,0,1,1
16.02,Pantheon,jng,0,1,1
16.02,Rakan,sup,1,0,1
16.02,Renekton,top,1,0,1
16.02,Sion,top,0,1,1
16.02,Sivir,bot,0,1,1
16.02,Syndra,mid,1,0,1
16.02,Vi,jng,1,0,1
16.02,Yunara,bot,0,1,1
16.02,Zaahen,top,0,1,1
16.03,Jarvan IV,jng,3,3,6
16.03,Ambessa,top,1,3,4
16.03,Ryze,mid,1,3,4
16.03,Azir,mid,2,1,3
16.03,Corki,bot,1,2,3
16.03,Nautilus,sup,2,1,3
16.03,Qiyana,jng,1,2,3
16.03,Taliyah,mid,3,0,3
16.03,Yunara,bot,2,1,3
16.03,Ezreal,bot,1,1,2
16.03,Jhin,bot,1,1,2
16.03,Ornn,top,1,1,2
16.03,Pantheon,jng,0,2,2
16.03,Sion,top,2,0,2
16.03,Sivir,bot,0,2,2
16.03,Alistar,sup,0,1,1
16.03,Ambessa,jng,1,0,1
16.03,Braum,sup,1,0,1
16.03,Gwen,top,0,1,1
16.03,Jax,top,1,0,1
16.03,Jayce,top,0,1,1
16.03,K'Sante,top,1,0,1
16.03,Kai'Sa,bot,1,0,1
16.03,Leona,sup,1,0,1
16.03,Malphite,jng,1,0,1
16.03,Nami,sup,1,0,1
16.03,Rell,sup,1,0,1
16.03,Rumble,top,0,1,1
16.03,Syndra,mid,0,1,1
16.03,Varus,bot,0,1,1
16.03,Xin Zhao,jng,0,1,1
16.04,Ambessa,top,0,3,1
16.04,Jarvan IV,jng,0,3,1
16.04,Vi,jng,0,2,1
16.04,Yunara,bot,1,1,1
16.04,Akali,mid,0,1,1
16.04,Alistar,sup,1,0,1
16.04,Aurora,mid,1,0,1
16.04,Azir,mid,1,0,1
16.04,Caitlyn,bot,1,0,1
16.04,Galio,mid,1,0,1
16.04,Jayce,top,0,1,1
16.04,Jayce,jng,1,0,1
16.04,Jhin,bot,1,0,1
16.04,Lulu,sup,0,1,1
16.04,Nautilus,sup,1,0,1
16.04,Neeko,sup,1,0,1
16.04,Nocturne,jng,1,0,1
16.04,Ornn,top,1,0,1
16.04,Pantheon,jng,0,1,1
16.04,Rek'Sai,top,1,0,1
16.04,Rumble,top,0,1,1
16.04,Sion,top,1,0,1
16.04,Syndra,mid,0,1,1
16.04,Zaahen,jng,1,0,1
16.07,Ezreal,bot,3,2,5
16.07,Jarvan IV,jng,2,3,5
16.07,Bard,sup,3,1,4
16.07,Ryze,mid,2,2,4
16.07,Azir,mid,3,0,3
16.07,Gnar,top,2,1,3
16.07,Karma,sup,0,3,3
16.07,Nautilus,sup,1,2,3
16.07,Orianna,mid,0,3,3
16.07,Rumble,top,1,2,3
16.07,Sion,top,1,2,3
16.07,Yunara,bot,1,2,3
16.07,Ornn,top,2,0,2
16.07,Ambessa,top,0,1,1
16.07,Anivia,mid,0,1,1
16.07,Ashe,bot,0,1,1
16.07,Aurora,mid,0,1,1
16.07,Braum,sup,0,1,1
16.07,Caitlyn,bot,0,1,1
16.07,Corki,bot,1,0,1
16.07,Dr. Mundo,jng,1,0,1
16.07,Jhin,bot,1,0,1
16.07,K'Sante,top,0,1,1
16.07,Leona,sup,1,0,1
16.07,Mel,mid,1,0,1
16.07,Nami,sup,1,0,1
16.07,Nocturne,jng,1,0,1
16.07,Pantheon,jng,1,0,1
16.07,Xin Zhao,jng,1,0,1
16.08,Aurora,mid,2,1,3
16.08,Jarvan IV,jng,1,2,3
16.08,Ryze,mid,0,3,3
16.08,Ambessa,top,2,0,2
16.08,Bard,sup,2,0,2
16.08,Jhin,bot,1,1,2
16.08,Orianna,mid,0,2,2
16.08,Akali,mid,1,0,1
16.08,Ashe,bot,1,0,1
16.08,Azir,mid,0,1,1
16.08,Ezreal,bot,0,1,1
16.08,Gnar,top,1,0,1
16.08,Nautilus,sup,0,1,1
16.08,Nocturne,jng,1,0,1
16.08,Ornn,top,0,1,1
16.08,Pantheon,jng,1,0,1
16.08,Rumble,top,0,1,1
16.08,Seraphine,sup,1,0,1
16.08,Varus,bot,1,0,1
16.08,Viktor,mid,0,1,1
