patch,champ,role,picks_by,bans_vs,series_presence
16.06,Ambessa,top,1,2,2
16.06,Gnar,top,1,2,2
16.06,Jarvan IV,jng,1,2,2
16.06,Neeko,sup,1,2,2
16.06,Ezreal,bot,2,0,2
16.06,Karma,sup,1,1,2
16.06,Orianna,mid,1,1,2
16.06,Ryze,mid,2,0,2
16.06,Aphelios,bot,0,1,1
16.06,Ashe,bot,0,1,1
16.06,Bard,sup,1,0,1
16.06,Caitlyn,bot,0,1,1
16.06,Galio,mid,0,1,1
16.06,Gwen,top,0,1,1
16.06,Jax,top,1,0,1
16.06,Jinx,bot,0,1,1
16.06,Lulu,sup,1,0,1
16.06,Malphite,jng,0,1,1
16.06,Nocturne,jng,1,0,1
16.06,Pantheon,jng,0,1,1
16.06,Rumble,top,1,0,1
16.06,Sivir,bot,1,0,1
16.06,Trundle,jng,0,1,1
16.06,Twisted Fate,mid,1,0,1
16.06,Vi,jng,1,0,1
16.06,Wukong,jng,1,0,1
16.06,Xin Zhao,jng,0,1,1
16.06,Yunara,bot,1,0,1
16.07,Karma,sup,0,3,2
16.07,Orianna,mid,0,3,2
16.07,Pantheon,jng,1,2,2
16.07,Anivia,mid,2,0,2
16.07,Aurora,mid,0,2,1
16.07,Ezreal,bot,2,0,2
16.07,Gnar,top,0,2,1
16.07,Xin Zhao,jng,2,0,2
16.07,Akali,mid,0,1,1
16.07,Alistar,sup,0,1,1
16.07,Ambessa,top,0,1,1
16.07,Annie,mid,1,0,1
16.07,Ashe,bot,1,0,1
16.07,Aurora,top,1,0,1
16.07,Azir,mid,1,0,1
16.07,Bard,sup,1,0,1
16.07,Caitlyn,bot,0,1,1
16.07,Corki,bot,0,1,1
16.07,Jarvan IV,jng,0,1,1
16.07,Jhin,bot,0,1,1
16.07,K'Sante,top,1,0,1
16.07,Neeko,sup,1,0,1
16.07,Nocturne,jng,1,0,1
16.07,Rakan,sup,1,0,1
16.07,Rumble,top,1,0,1
16.07,Seraphine,sup,1,0,1
16.07,Sion,top,1,0,1
16.07,Vi,jng,0,1,1
16.07,Yunara,bot,1,0,1
16.08,Nocturne,jng,1,4,3
16.08,Ryze,mid,1,4,3
16.08,Annie,mid,2,2,2
16.08,Jayce,top,2,2,3
16.08,Bard,sup,1,2,2
16.08,Gnar,top,3,0,3
