patch,champ,role,picks_by,bans_vs,series_presence
16.01,Jayce,top,0,2,1
16.01,Aphelios,bot,0,1,1
16.01,Azir,mid,1,0,1
16.01,Dr. Mundo,jng,1,0,1
16.01,Ezreal,bot,0,1,1
16.01,Jhin,bot,1,0,1
16.01,Kai'Sa,bot,0,1,1
16.01,Leona,sup,0,1,1
16.01,Nautilus,sup,1,0,1
16.01,Olaf,top,1,0,1
16.01,Orianna,mid,1,0,1
16.01,Poppy,sup,0,1,1
16.01,Rell,sup,1,0,1
16.01,Rumble,top,0,1,1
16.01,Sylas,mid,0,1,1
16.01,Varus,bot,1,0,1
16.01,Wukong,jng,0,1,1
16.01,Xin Zhao,jng,1,0,1
16.01,Zaahen,top,1,0,1
16.02,Ambessa,top,1,3,2
16.02,Orianna,mid,0,3,2
16.02,Aurora,mid,1,1,2
16.02,Jarvan IV,jng,1,1,2
16.02,K'Sante,top,1,1,2
16.02,Kai'Sa,bot,0,2,2
16.02,Varus,bot,0,2,1
16.02,Vi,jng,2,0,2
16.02,Yunara,bot,1,1,2
16.02,Zaahen,top,2,0,2
16.02,Ahri,mid,0,1,1
16.02,Alistar,sup,1,0,1
16.02,Aphelios,bot,1,0,1
16.02,Azir,mid,0,1,1
16.02,Gwen,top,0,1,1
16.02,Karma,sup,1,0,1
16.02,Leona,sup,1,0,1
16.02,Olaf,top,0,1,1
16.02,Pantheon,jng,1,0,1
16.02,Rell,sup,1,0,1
16.02,Rumble,top,0,1,1
16.02,Ryze,mid,1,0,1
16.02,Sivir,bot,1,0,1
16.02,Taliyah,mid,1,0,1
16.02,Viktor,mid,1,0,1
16.02,Xin Zhao,jng,0,1,1
16.02,Zeri,bot,1,0,1
16.03,Varus,bot,0,8,3
16.03,Orianna,mid,0,4,3
16.03,Pantheon,jng,2,2,3
16.03,Yunara,bot,2,2,3
16.03,Gnar,top,1,2,2
16.03,Nautilus,sup,3,0,3
16.03,Alistar,sup,1,1,2
16.03,Ambessa,top,1,1,2
16.03,Aurora,mid,2,0,2
16.03,Braum,sup,1,1,2
16.03,Dr. Mundo,jng,2,0,2
16.03,Ezreal,bot,0,2,2
16.03,K'Sante,top,2,0,2
16.03,Kai'Sa,bot,0,2,2
16.03,Lulu,sup,1,1,2
16.03,Neeko,sup,0,2,2
16.03,Poppy,sup,0,2,2
16.03,Ryze,mid,2,0,2
16.03,Sion,top,2,0,2
16.03,Taliyah,mid,1,1,2
16.03,Xin Zhao,jng,2,0,2
16.03,Zaahen,top,1,1,1
16.03,Ahri,mid,0,1,1
16.03,Akali,mid,0,1,1
16.03,Aphelios,bot,1,0,1
16.03,Ashe,bot,1,0,1
16.03,Azir,mid,1,0,1
16.03,Cassiopeia,mid,1,0,1
16.03,Corki,bot,1,0,1
16.03,Jayce,top,0,1,1
16.03,Jhin,bot,1,0,1
16.03,Karma,sup,1,0,1
16.03,LeBlanc,mid,0,1,1
16.03,Lucian,bot,0,1,1
16.03,Mel,mid,0,1,1
16.03,Qiyana,jng,1,0,1
16.03,Rumble,top,1,0,1
16.03,Sivir,bot,1,0,1
16.03,Syndra,mid,0,1,1
16.03,Thresh,sup,1,0,1
16.03,Vex,mid,1,0,1
16.03,Vi,jng,0,1,1
16.03,Wukong,jng,1,0,1
16.03,Zeri,bot,1,0,1
16.04,Ambessa,top,1,4,2
16.04,Ryze,mid,1,4,2
16.04,Pantheon,jng,1,3,2
16.04,Varus,bot,1,3,2
16.04,Yunara,bot,2,1,2
16.04,Galio,mid,2,0,2
16.04,Jarvan IV,jng,2,0,2
16.04,Nautilus,sup,1,1,2
16.04,Orianna,mid,0,2,1
16.04,Renekton,top,1,1,2
16.04,Sion,top,1,1,1
16.04,Zaahen,top,2,0,2
16.04,Ahri,mid,1,0,1
16.04,Akali,mid,1,0,1
16.04,Anivia,mid,0,1,1
16.04,Aurora,mid,1,0,1
16.04,Braum,sup,1,0,1
16.04,Cassiopeia,mid,0,1,1
16.04,Corki,bot,1,0,1
16.04,Dr. Mundo,jng,0,1,1
16.04,Gwen,top,0,1,1
16.04,Jayce,top,0,1,1
16.04,Jhin,bot,1,0,1
16.04,K'Sante,top,1,0,1
16.04,Kai'Sa,bot,0,1,1
16.04,Karma,sup,1,0,1
16.04,Kha'Zix,jng,1,0,1
16.04,Leona,sup,0,1,1
16.04,Lulu,sup,0,1,1
16.04,Nami,sup,1,0,1
16.04,Rakan,sup,1,0,1
16.04,Rell,sup,1,0,1
16.04,Rumble,top,0,1,1
16.04,Taliyah,mid,0,1,1
16.04,Vi,jng,1,0,1
16.04,Xayah,bot,1,0,1
16.04,Xin Zhao,jng,1,0,1
16.05,Pantheon,jng,2,5,4
16.05,Orianna,mid,1,5,4
16.05,Ahri,mid,1,4,4
16.05,Karma,sup,3,2,4
16.05,Ezreal,bot,3,1,4
16.05,Jarvan IV,jng,3,1,4
16.05,Nautilus,sup,3,1,4
16.05,Ryze,mid,2,2,3
16.05,Xin Zhao,jng,1,3,2
16.05,Ambessa,top,2,1,3
16.05,Rumble,top,0,3,2
16.05,Vi,jng,1,2,2
16.05,Zaahen,top,1,2,3
16.05,Corki,bot,1,1,1
16.05,Gnar,top,1,1,1
16.05,Jhin,bot,1,1,2
16.05,Renekton,top,2,0,2
16.05,Sion,top,0,2,2
16.05,Taliyah,mid,0,2,2
16.05,Varus,bot,2,0,2
16.05,Yunara,bot,1,1,2
16.05,Aatrox,top,1,0,1
16.05,Akali,mid,1,0,1
16.05,Aurora,top,1,0,1
16.05,Azir,mid,0,1,1
16.05,Cassiopeia,mid,1,0,1
16.05,Dr. Mundo,jng,1,0,1
16.05,Galio,mid,1,0,1
16.05,Kai'Sa,bot,1,0,1
16.05,LeBlanc,mid,0,1,1
16.05,Lee Sin,top,1,0,1
16.05,Mel,mid,0,1,1
16.05,Nami,sup,1,0,1
16.05,Neeko,sup,1,0,1
16.05,Nocturne,jng,1,0,1
16.05,Qiyana,jng,0,1,1
16.05,Rakan,sup,1,0,1
16.05,Sivir,bot,0,1,1
16.05,Sylas,mid,1,0,1
16.05,Viktor,mid,1,0,1
