patch,champ,role,picks_by,bans_vs,series_presence,picks_by_g1,bans_vs_g1,series_presence_g1
16.02,Skarner,jng,2,5,7,2,5,7
16.02,Neeko,sup,0,4,4,0,4,4
16.02,Rell,sup,4,0,4,4,0,4
16.02,Rumble,top,3,1,4,3,1,4
16.02,Kassadin,mid,1,2,3,1,2,3
16.02,Ryze,mid,0,3,3,0,3,3
16.02,Varus,bot,3,0,3,3,0,3
16.02,Alistar,sup,1,1,2,1,1,2
16.02,Braum,sup,0,2,2,0,2,2
16.02,Caitlyn,bot,2,0,2,2,0,2
16.02,Galio,mid,1,1,2,1,1,2
16.02,Hwei,mid,2,0,2,2,0,2
16.02,Jarvan IV,jng,2,0,2,2,0,2
16.02,Karma,sup,1,1,2,1,1,2
16.02,Poppy,sup,0,2,2,0,2,2
16.02,Ryze,top,2,0,2,2,0,2
16.02,Vladimir,mid,0,2,2,0,2,2
16.02,Ahri,mid,0,1,1,0,1,1
16.02,Akali,top,1,0,1,1,0,1
16.02,Akali,mid,0,1,1,0,1,1
16.02,Ashe,bot,1,0,1,1,0,1
16.02,Azir,mid,0,1,1,0,1,1
16.02,Bard,sup,0,1,1,0,1,1
16.02,Jayce,top,0,1,1,0,1,1
16.02,Lee Sin,jng,0,1,1,0,1,1
16.02,Leona,sup,0,1,1,0,1,1
16.02,Malphite,jng,0,1,1,0,1,1
16.02,Malzahar,mid,1,0,1,1,0,1
16.02,Orianna,mid,0,1,1,0,1,1
16.02,Rakan,sup,0,1,1,0,1,1
16.02,Seraphine,sup,1,0,1,1,0,1
16.02,Sivir,bot,1,0,1,1,0,1
16.02,Syndra,mid,0,1,1,0,1,1
16.02,Veigar,mid,1,0,1,1,0,1
16.02,Vi,jng,1,0,1,1,0,1
16.02,Viktor,mid,1,0,1,1,0,1
16.02,Vladimir,top,1,0,1,1,0,1
16.02,Volibear,jng,1,0,1,1,0,1
16.02,Xin Zhao,jng,1,0,1,1,0,1
16.03,Skarner,jng,1,6,7,1,6,7
16.03,Rumble,top,5,1,6,5,1,6
16.03,Jarvan IV,jng,4,0,4,4,0,4
16.03,Varus,bot,0,4,4,0,4,4
16.03,Bard,sup,0,3,3,0,3,3
16.03,Orianna,mid,1,2,3,1,2,3
16.03,Yunara,bot,3,0,3,3,0,3
16.03,Ziggs,mid,3,0,3,3,0,3
16.03,Alistar,sup,2,0,2,2,0,2
16.03,Gwen,top,0,2,2,0,2,2
16.03,Kai'Sa,bot,2,0,2,2,0,2
16.03,Kassadin,mid,2,0,2,2,0,2
16.03,Lulu,sup,0,2,2,0,2,2
16.03,Nami,sup,2,0,2,2,0,2
16.03,Nautilus,sup,1,1,2,1,1,2
16.03,Neeko,sup,0,2,2,0,2,2
16.03,Ambessa,top,0,1,1,0,1,1
16.03,Ashe,bot,0,1,1,0,1,1
16.03,Azir,mid,0,1,1,0,1,1
16.03,Braum,sup,0,1,1,0,1,1
16.03,Caitlyn,bot,1,0,1,1,0,1
16.03,Cassiopeia,top,1,0,1,1,0,1
16.03,Ezreal,bot,0,1,1,0,1,1
16.03,Galio,mid,0,1,1,0,1,1
16.03,Hwei,mid,0,1,1,0,1,1
16.03,Jayce,top,0,1,1,0,1,1
16.03,Nocturne,jng,0,1,1,0,1,1
16.03,Ornn,top,0,1,1,0,1,1
